objetID;dateReferentiel;route;pr;depPr;concessionPr;abs;cumul;x;y;z;cote;emplacement;voie;distance;accrochage;idNat;alimElec;alimElec_lib;moyTrans;moyTrans_lib;propTrans;propTrans_lib;macroSect;indNatCircu;foncTempsReel;dateInstall;etatEquip;etatEquip_lib;lienTunnel;nbCapteursLien;typeStation;typeStation_lib;technoCapteur;technoCapteur_lib;gestionEquip;gestionEquip_lib;commentaire;sectionnement_departement;sectionnement_gestionnaire
DIRCE__SRDT_000254;01/01/2019;21N927460;3;21;N;115;405;850876,53;6695832,11;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000254;;;;;;;0;0;0;01/10/2013;N;fonctionnement normal;0;5;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;21;DIRCE
DIRCE__SRDT_000135;01/01/2019;26N900740;3;26;N;7;901;853133,17;6426098,84;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000135;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;21/01/2015;N;fonctionnement normal;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;26;DIRCE
DIRCE__SRDT_000166;01/01/2019;38N908702;4;38;N;911;1897;912402,95;6454664,39;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000166;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;13/01/2010;N;fonctionnement normal;0;2;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;38;DIRCE
DIRCE__SRDT_000285;01/01/2019;38N908705;1;38;N;4;4;912653,83;6454682,78;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000285;PROP;réseau d’énergie propriété de la DIR;F;filaire;;;0;0;0;01/07/2012;;;0;6;DIV;Autre;M;magnétomètre;;;;38;DIRCE
DIRCE__SRDT_000096;01/01/2019;42A904705;1;42;N;130;130;828287,51;6494852,34;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000096;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/06/2009;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000099;01/01/2019;42A904715;2;42;N;14;181;822323,32;6490675,35;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000099;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;1;0;0;01/11/1991;OBS;obsolète;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000103;01/01/2019;42A904730;2;42;N;432;974;817112,59;6486515,96;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000103;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/12/2012;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000109;01/01/2019;42A907235;1;42;N;366;366;805775,63;6487449,82;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000109;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/06/2009;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000245;01/01/2019;42A907245;2;42;N;255;740;800214,12;6493386,8;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000245;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/01/2013;N;fonctionnement normal;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000246;01/01/2019;42N908810;2;42;N;9;168;813344,53;6483050,34;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000246;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/01/2013;N;fonctionnement normal;0;6;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000247;01/01/2019;42N908820;2;42;N;89;242;810756,76;6482493,62;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000247;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/01/2013;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000148;01/01/2019;42N908825;3;42;N;78;343;810332,4;6481073,78;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000148;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/04/2011;N;fonctionnement normal;1;6;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000119;01/01/2019;42N908835;2;42;N;30;30;809447,3;6480074,38;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000119;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/12/2010;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
DIRCE__SRDT_000121;01/01/2019;42N908860;1;42;N;56;56;804992,25;6478267,07;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000121;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/12/2010;N;fonctionnement normal;0;6;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;42;DIRCE
194_PMV-DIRN;01/01/2019;59A902212;1;59;N;186;186;708145,12;7064476,64;0;D;;0;0;ACCROCHE;N___SRDT000771;;;F;filaire;P;propriétaire;0;0;1;;;;0;;DIV;Autre;;;;;Marcq-en-Barul;59;DIRN
62_PMV-DIRN;01/01/2019;59A902507;6;59;N;6;291;697231,94;7059205,41;0;D;;0;0;ACCROCHE;N___SRDT000755;;;F;filaire;P;propriétaire;0;0;1;01/01/2001;R;HS à remplacer;0;;DIV;Autre;;;;;Ennetières-en-Weppes;59;DIRN
108_PMV-DIRN;01/01/2019;59N935603;5;59;N;210;600;705791,31;7059616,49;0;D;;0;0;ACCROCHE;N___SRDT000751;;;F;filaire;P;propriétaire;0;0;1;01/01/2001;R;HS à remplacer;0;;DIV;Autre;;;;;Lille;59;DIRN
110_PMV-DIRN;01/01/2019;59N935603;5;59;N;222;612;705779,24;7059613,72;0;D;;0;0;ACCROCHE;N___SRDT000753;;;F;filaire;P;propriétaire;0;0;1;01/01/2001;R;HS à remplacer;0;;DIV;Autre;;;;;Lille;59;DIRN
109_PMV-DIRN;01/01/2019;59N935603;5;59;N;223;613;705778,23;7059613,47;0;D;;0;0;ACCROCHE;N___SRDT000752;;;F;filaire;P;propriétaire;0;0;1;01/01/2001;R;HS à remplacer;0;;DIV;Autre;;;;;Lille;59;DIRN
111_PMV-DIRN;01/01/2019;59N935603;5;59;N;233;623;705768,95;7059608,97;0;D;;0;0;ACCROCHE;N___SRDT000754;;;F;filaire;P;propriétaire;0;0;1;01/01/2001;R;HS à remplacer;0;;DIV;Autre;;;;;Lille;59;DIRN
DIRCE__SRDT_000012;01/01/2019;69A900730;1;69;N;113;113;842820,85;6512768,47;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000012;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/03/2017;N;fonctionnement normal;0;12;ST16;Station 16;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000009;01/01/2019;69A900740;4;69;N;544;1245;843798,18;6510893,03;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000009;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/03/2017;N;fonctionnement normal;0;11;ST16;Station 16;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000255;01/01/2019;69A904220;2;69;N;10;454;850538,79;6523772,09;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000255;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/07/2015;N;fonctionnement normal;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000086;01/01/2019;69A904310;4;69;N;129;2906;847726,12;6516146,6;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000086;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;18/01/2018;V;normal mais vieillissant;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000042;01/01/2019;69A904320;9;69;N;293;1273;849502,77;6515811,99;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000042;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;04/02/1999;V;normal mais vieillissant;0;10;ST16;Station 16;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000043;01/01/2019;69A945005;1;69;N;123;123;842401,25;6512274,68;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000043;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/06/2002;V;normal mais vieillissant;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000051;01/01/2019;69A945015;3;69;N;64;398;837664,51;6509412,31;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000051;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/05/2004;N;fonctionnement normal;0;6;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;69;DIRCE
DIRCE__SRDT_000237;01/01/2019;71N908035;3;71;N;376;1144;819237,75;6627727,41;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000237;;;;;;;1;0;0;01/10/2018;N;fonctionnement normal;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;71;DIRCE
DIRCE__SRDT_000178;01/01/2019;73N909025;2;73;N;46;232;963793,91;6512678,65;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000178;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/09/2013;N;fonctionnement normal;0;14;ST16;Station 16;BEM;boucle électromagnétique;;;;73;DIRCE
DIRCE__SRDT_000267;01/01/2019;73N909059;4;73;N;37;628;970532,75;6501964,87;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000267;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/03/2016;N;fonctionnement normal;0;6;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;73;DIRCE
DIRCE__SRDT_000264;01/01/2019;73N909089;1;73;N;442;442;983798,12;6501410,32;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000264;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;0;01/03/2016;N;fonctionnement normal;0;4;SIR4;SIREDO 4;BEM;boucle électromagnétique;;;;73;DIRCE
DIRCE__SRDT_000275;01/01/2019;73N920130;2;73;N;334;922;925488,24;6504010,01;0;D;;0;0;ACCROCHE;DIRCE__SRDT_000275;PROP;réseau d’énergie propriété de la DIR;SF;sans fil;P;propriétaire;0;0;0;01/03/2016;N;fonctionnement normal;0;8;SIR8;SIREDO 8;BEM;boucle électromagnétique;;;;73;DIRCE
E46.427V;01/01/2019;78A9012B2;5;78;N;250;4129;629793,14;6855489,37;0;D;;0;0;ACCROCHE;IDF_SRDT_001919;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Est Simple 3 Voies;78;DIRIF
E46.434E;01/01/2019;78A9012B2;6;78;N;240;4685;628723,65;6855559,89;0;D;;0;0;ACCROCHE;IDF_SRDT_001925;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Est Simple 3 Voies;78;DIRIF
E46.455E;01/01/2019;92A901402;1;92;N;0;0;642165,34;6866949,34;0;D;;0;0;ACCROCHE;IDF_SRDT_001933;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;NR Simple 2 Voies;92;DIRIF
E46.454D;01/01/2019;92A901402;4;92;N;680;3404;641576,38;6867054,28;0;D;;0;0;ACCROCHE;IDF_SRDT_001932;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;NR Simple 1 Voie;92;DIRIF
E45.266N;01/01/2019;93A900103;3;93;N;100;1190;654180,65;6870533,73;0;D;;0;0;ACCROCHE;IDF_SRDT_001106;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Harmo Simple 2 Voies;93;DIRIF
E45.723H;01/01/2019;93A900151;1;93;N;650;650;661163,06;6873627,1;0;D;;0;0;ACCROCHE;IDF_SRDT_001394;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.799X;01/01/2019;93A900151;4;93;N;0;4933;661175,87;6873622,95;0;D;;0;0;ACCROCHE;IDF_SRDT_001437;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.288P;01/01/2019;93A900306;1;93;N;127;127;661638,4;6872047,03;0;D;;0;0;ACCROCHE;IDF_SRDT_001120;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.677D;01/01/2019;93A900306;1;93;N;760;760;661488,82;6872663,62;0;D;;0;0;ACCROCHE;IDF_SRDT_001368;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.378W;01/01/2019;93A900306;1;93;N;824;824;661478,82;6872727,03;0;D;;0;0;ACCROCHE;IDF_SRDT_001173;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.812N;01/01/2019;93A900306;1;93;N;1014;1014;661457,55;6872916,41;0;D;;0;0;ACCROCHE;IDF_SRDT_001445;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.678E;01/01/2019;93A900306;1;93;N;1141;1141;661448,86;6873043,48;0;D;;0;0;ACCROCHE;IDF_SRDT_001369;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.297A;01/01/2019;93A900306;3;93;N;0;1806;661604,94;6872403,58;0;D;;0;0;ACCROCHE;IDF_SRDT_001124;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Harmo Simple 1 Voie;93;DIRIF
E45.797V;01/01/2019;93A900306;3;93;N;0;1806;661604,94;6872403,58;0;D;;0;0;ACCROCHE;IDF_SRDT_001436;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E46.029W;01/01/2019;94A900606;1;94;N;500;500;651379,37;6851152,22;0;D;;0;0;ACCROCHE;IDF_SRDT_001604;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;94;DIRIF
E46.357M;01/01/2019;94A908604;1;94;N;430;430;659323,99;6855800,51;0;D;;0;0;ACCROCHE;IDF_SRDT_001861;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Est Simple 3 Voies;94;DIRIF
E46.364V;01/01/2019;94A908604;2;94;N;600;1390;659076,5;6855296,21;0;D;;0;0;ACCROCHE;IDF_SRDT_001866;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Est Simple 3 Voies;94;DIRIF
E46.382S;01/01/2019;94A908604;9;94;N;0;3777;659215,9;6855441,43;0;D;;0;0;ACCROCHE;IDF_SRDT_001881;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;94;DIRIF
E45.212Y;01/01/2019;A0001;0;93;N;0;0;653006,6;6867037,55;0;D;;0;0;ACCROCHE;IDF_SRDT_001082;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.332S;01/01/2019;A0001;0;93;N;0;0;653006,6;6867037,55;0;D;;0;0;ACCROCHE;IDF_SRDT_001149;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.752S;01/01/2019;A0001;0;93;N;0;0;653006,6;6867037,55;0;D;;0;0;ACCROCHE;IDF_SRDT_001407;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.443Y;01/01/2019;A0001;0;93;N;216;216;652996,85;6867266,79;0;D;;0;0;ACCROCHE;IDF_SRDT_001202;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.444A;01/01/2019;A0001;0;93;N;216;216;652996,85;6867266,79;0;D;;0;0;ACCROCHE;IDF_SRDT_001203;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E47.418A;01/01/2019;A0001;0;93;N;470;470;652984,86;6867537,12;0;D;;0;0;ACCROCHE;IDF_SRDT_002382;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;4;;;BEM;boucle électromagnétique;;;Experimental Simple 4 Voies;93;DIRIF
E45.753T;01/01/2019;A0001;0;93;N;700;700;652973,61;6867781,9;0;D;;0;0;ACCROCHE;IDF_SRDT_001408;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;1;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.248S;01/01/2019;A0001;1;93;N;200;1174;652950,3;6868263,55;0;D;;0;0;ACCROCHE;IDF_SRDT_001094;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;1;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.334U;01/01/2019;A0001;1;93;N;800;1774;652926,21;6868833,97;0;D;;0;0;ACCROCHE;IDF_SRDT_001151;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;1;8;;;BEM;boucle électromagnétique;;;Sirius Est Double 4 Voies;93;DIRIF
E47.416X;01/01/2019;A0001;1;93;N;800;1774;652926,21;6868833,97;0;D;;0;0;ACCROCHE;IDF_SRDT_002380;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;4;;;BEM;boucle électromagnétique;;;Experimental Simple 4 Voies;93;DIRIF
E45.352R;01/01/2019;A0001;1;93;N;800;1774;652926,21;6868833,97;0;D;;0;0;ACCROCHE;IDF_SRDT_001155;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Harmo Simple 2 Voies;93;DIRIF
E45.658F;01/01/2019;A0001;2;93;N;200;2180;652907,95;6869228,4;0;D;;0;0;ACCROCHE;IDF_SRDT_001352;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.236D;01/01/2019;A0001;2;93;N;500;2480;652893,78;6869526,22;0;D;;0;0;ACCROCHE;IDF_SRDT_001092;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.768L;01/01/2019;A0001;2;93;N;507;2487;652893,44;6869533,17;0;D;;0;0;ACCROCHE;IDF_SRDT_001413;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Est Simple 3 Voies;93;DIRIF
E41.201Y;01/01/2019;A0001;3;93;N;244;3221;653188,92;6870099,45;0;D;;0;0;ACCROCHE;IDF_SRDT_000919;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Ouest Simple 3 Voies;93;DIRIF
E41.202A;01/01/2019;A0001;3;93;N;244;3221;653188,92;6870099,45;0;D;;0;0;ACCROCHE;IDF_SRDT_000920;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Ouest Simple 2 Voies;93;DIRIF
E46.236T;01/01/2019;A0001;3;93;N;800;3777;653710,65;6870297,66;0;D;;0;0;ACCROCHE;IDF_SRDT_001759;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;8;;;BEM;boucle électromagnétique;;;Siredo Double 4 Voies;93;DIRIF
E45.684L;01/01/2019;A0001;4;93;N;0;3987;653906,47;6870376,05;0;D;;0;0;ACCROCHE;IDF_SRDT_001370;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;8;;;BEM;boucle électromagnétique;;;Sirius Est Double 4 Voies;93;DIRIF
E45.668S;01/01/2019;A0001;4;93;N;136;4123;654030,48;6870425,97;0;D;;0;0;ACCROCHE;IDF_SRDT_001360;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Harmo Simple 2 Voies;93;DIRIF
E41.198V;01/01/2019;A0001;4;93;N;627;4614;654493,35;6870560,14;0;D;;0;0;ACCROCHE;IDF_SRDT_000917;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Ouest Simple 2 Voies;93;DIRIF
E41.199W;01/01/2019;A0001;4;93;N;627;4614;654493,35;6870560,14;0;D;;0;0;ACCROCHE;IDF_SRDT_000918;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Ouest Simple 3 Voies;93;DIRIF
E41.197U;01/01/2019;A0001;5;93;N;650;5650;655520,73;6870626,46;0;D;;0;0;ACCROCHE;IDF_SRDT_000916;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;6;;;BEM;boucle électromagnétique;;;Sirius Ouest Double 3 Voies;93;DIRIF
E41.196T;01/01/2019;A0001;6;93;N;680;6685;656519,18;6870862,22;0;D;;0;0;ACCROCHE;IDF_SRDT_000915;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;3;;;BEM;boucle électromagnétique;;;Sirius Ouest Simple 3 Voies;93;DIRIF
E45.064X;01/01/2019;A0001;8;93;N;400;8407;658151,3;6871425,23;0;D;;0;0;ACCROCHE;IDF_SRDT_000972;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.063W;01/01/2019;A0001;8;93;N;455;8462;658203,6;6871443,07;0;D;;0;0;ACCROCHE;IDF_SRDT_000971;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;2;;;BEM;boucle électromagnétique;;;Sirius Est Simple 2 Voies;93;DIRIF
E45.075L;01/01/2019;A0001;8;93;N;756;8763;658484,58;6871554,81;0;D;;0;0;ACCROCHE;IDF_SRDT_000980;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;1;;;BEM;boucle électromagnétique;;;Sirius Est Simple 1 Voie;93;DIRIF
E45.076M;01/01/2019;A0001;8;93;N;770;8777;658497,53;6871560,32;0;D;;0;0;ACCROCHE;IDF_SRDT_000981;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;31/12/2006;N;fonctionnement normal;0;8;;;BEM;boucle électromagnétique;;;Sirius Est Double 4 Voies;93;DIRIF
E45.074K;01/01/2019;A0001;9;93;N;390;9385;659006,68;6871884,01;0;D;;0;0;ACCROCHE;IDF_SRDT_000979;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;1;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.073J;01/01/2019;A0001;9;93;N;800;9795;659322,85;6872138,11;0;D;;0;0;ACCROCHE;IDF_SRDT_000978;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;1;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E46.238V;01/01/2019;A0001;10;93;N;280;10292;659707,92;6872448,5;0;D;;0;0;ACCROCHE;IDF_SRDT_001761;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;8;;;BEM;boucle électromagnétique;;;Siredo Double 4 Voies;93;DIRIF
E45.072H;01/01/2019;A0001;10;93;N;400;10412;659800,72;6872524,5;0;D;;0;0;ACCROCHE;IDF_SRDT_000977;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;;N;fonctionnement normal;0;4;;;BEM;boucle électromagnétique;;;Sirius Est Simple 4 Voies;93;DIRIF
E45.087A;01/01/2019;A0001;11;93;N;0;11012;660268,23;6872900,22;0;D;;0;0;ACCROCHE;IDF_SRDT_000991;PROP;réseau d’énergie propriété de la DIR;F;filaire;P;propriétaire;0;0;1;31/12/2006;N;fonctionnement normal;0;8;;;BEM;boucle électromagnétique;;;Sirius Est Double 4 Voies;93;DIRIF
