objetID;dateReferentiel;route;longueur;ploD;absD;cumulD;xD;yD;zD;ploF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;CodeMacroSection;MacroSectionEquipee;NomStationRef;CodeSiredoStationRef;TypeStationRef;TypeStationRef_lib;DateStationRef;IndiceNational;sectionnement_gestionnaire
Obx54ySqFt_5890;01/01/2019;A0050;2416;13PR12D;880;12288;906795,94;6246537,18;0;13PR15D;303;14704;909010,71;6246129,06;0;I;0;ACCROCHE;A0050_M5;1;A50_LIMITE_RESEAU;MM413.E;2;QT, TT, VT, LC, VC;01/01/2000;0;DIRMED
Obx54ySqFt_5891;01/01/2019;A0051;968;13PR0D;0;0;890563,42;6257972,76;0;13PR1D;80;968;890992,89;6258837,21;0;I;0;ACCROCHE;A0051_M1;1;SEPTEMES_A51;MM113.B;2;QT, TT, VT, LC, VC;01/01/1999;0;DIRMED
Obx54ySqFt_5892;01/01/2019;A0051;3971;13PR1D;80;968;890992,89;6258837,21;0;13PR5D;35;4939;893343,92;6261697,01;0;I;0;ACCROCHE;A0051_M2;1;BRETELLE_A7-PDC;MM113.D;2;QT, TT, VT, LC, VC;01/01/1999;0;DIRMED
Obx54ySqFt_5893;01/01/2019;A0051;8276;13PR5D;35;4939;893343,92;6261697,01;0;13PR13D;325;13215;894706,42;6269413,03;0;I;0;ACCROCHE;A0051_M3;1;CABRIE_A1D066M;MM113.l;2;QT, TT, VT, LC, VC;01/01/2012;1;DIRMED
Obx54ySqFt_5894;01/01/2019;A0051;1393;13PR13D;325;13215;894706,42;6269413,03;0;13PR14D;720;14608;895200,63;6270669,19;0;I;0;ACCROCHE;A0051_M4;0;;;;;01/11/2018;0;DIRMED
Obx54ySqFt_5895;01/01/2019;A0051;1044;13PR14D;720;14608;895200,63;6270669,19;0;13PR15D;770;15652;896108,45;6271160,89;0;I;0;ACCROCHE;A0051_M5;0;;;;;01/12/2018;0;DIRMED
Obx54ySqFt_5896;01/01/2019;A0055;2494;13PR4D;660;3227;890714,32;6251456,76;0;13PR7D;150;5721;890268,87;6253669,19;0;I;0;ACCROCHE;A0055_M4;1;CAP_JANET;MM513,L;2;QT, TT, VT, LC, VC;01/01/1996;0;DIRMED
Obx54ySqFt_5897;01/01/2019;A0055;5717;13PR7D;150;5721;890268,87;6253669,19;0;13PR12D;880;11438;886454,15;6257527,99;0;I;0;ACCROCHE;A0055_M5;1;13_VENTS;MM513.S;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRMED
Obx54ySqFt_5898;01/01/2019;A0055;1122;13PR12D;880;11438;886454,15;6257527,99;0;13PR14D;0;12560;885836,81;6258308,88;0;I;0;ACCROCHE;A0055_M6;1;JONCTION_A7_SUD_NORD;MM513.Y;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRMED
Obx54ySqFt_5899;01/01/2019;A0055;6062;13PR14D;0;12560;885836,81;6258308,88;0;13PR20D;495;18622;880393,59;6256125,58;0;I;0;ACCROCHE;A0055_M7;0;REBUTY_PMV_M;MM613.C;4;QT, TT, VT, LC, VC, KC, EC, PC;;1;DIRMED
Obx54ySqFt_5900;01/01/2019;A0055;8902;13PR20D;495;18622;880393,59;6256125,58;0;13PR29D;400;27524;872373,2;6257379,58;0;I;0;ACCROCHE;A0055_M8;0;;;;;01/06/2020;0;DIRMED
Obx54ySqFt_5901;01/01/2019;A0055;3805;13PR29D;400;27524;872373,2;6257379,58;0;13PR33D;190;31329;868986,23;6257735,82;0;I;0;ACCROCHE;A0055_M9;0;;;;;01/06/2020;0;DIRMED
Obx54ySqFt_5902;01/01/2019;A0055;3208;13PR33D;190;31329;868986,23;6257735,82;0;13PR36D;400;34537;865986,84;6257428,15;0;I;0;ACCROCHE;A0055_M10;0;;;;;01/06/2019;0;DIRMED
Obx54ySqFt_5903;01/01/2019;A0055;2663;13PR36D;400;34537;865986,84;6257428,15;0;FRD;0;37200;864099,32;6259091,62;0;I;0;ACCROCHE;A0055_M11;1;MARTIGUES;MMP13.C;4;QT, TT, VT, LC, VC, KC, EC, PC;01/01/2016;0;DIRMED
Obx54ySqFt_5904;01/01/2019;A0062;6924;33PR0D;0;0;418866,51;6415152,2;0;33PR5D;761;6924;420882,35;6409104,88;0;I;0;ACCROCHE;A0062_M1;1;S73 (EX CADAUJAC A62);MB133.Y;2;QT, TT, VT, LC, VC;01/01/2010;1;DIRA
Obx54ySqFt_5905;01/01/2019;A0062;4213;33PR5D;761;6924;420882,35;6409104,88;0;33PR10DC;0;11137;423081,67;6405545,8;0;I;0;ACCROCHE;A0062_M2;1;S74 (ECH1-1);MB133.O;2;QT, TT, VT, LC, VC;01/01/2009;0;DIRA
Obx54ySqFt_5906;01/01/2019;A0063;12048;33PR0D;0;0;412830,86;6416488,91;0;33PR11D;840;12048;403896,9;6409225,68;0;I;0;ACCROCHE;A0063_M1;1;S64 AIRE CESTAS;MB133.p;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRA
Obx54ySqFt_5907;01/01/2019;A0063;13938;33PR11D;840;12048;403896,9;6409225,68;0;33PR25D;760;25986;394778,66;6399148,96;0;I;0;ACCROCHE;A0063_M2;1;S66 ECH 23 (EX MARCHEPRIME63M);MB333.y;2;QT, TT, VT, LC, VC;01/01/2014;1;DIRA
Obx54ySqFt_5908;01/01/2019;A0063;9005;33PR25D;760;25986;394778,66;6399148,96;0;CS33PR34D;0;34991;395587,02;6390364,41;0;I;0;ACCROCHE;A0063_M3;1;SE22 BEAUCHAMP;MB133.q;2;QT, TT, VT, LC, VC;01/01/2008;0;DIRA
Obx54ySqFt_5909;01/01/2019;A0064;39762;CS31PR234DC;0;234270;539760,32;6236540,29;0;CS31PR274D;0;274032;564068,55;6265520,9;0;I;0;ACCROCHE;A0064_M1;1;MURET_N_DAME;MBH31.N / MBH31.n;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRSO
Obx54ySqFt_5910;01/01/2019;A0068;44872;CS31PR17DC;0;17105;586585,73;6294526,06;0;FRD;0;61977;623975,62;6313170,13;0;I;0;ACCROCHE;A0068_M1;1;RIEU D'EN COSTE;MBT81.2 / MBT81.3;2;QT, TT, VT, LC, VC;01/01/2016;0;DIRSO
Obx54ySqFt_5911;01/01/2019;A0072;8128;42PR9D;210;48102;805327,15;6487586,4;0;FRD;0;56230;800187,93;6493428,38;0;I;0;ACCROCHE;A0072_M2;1;LA_FOUILLOUSE;MYL42.5;2;QT, TT, VT, LC, VC;01/01/2013;1;DIRCE
Obx54ySqFt_5912;01/01/2019;A0075;18200;CS63PR10DC;0;10464;711193,22;6509471,19;0;63PR28D;300;28664;719456,44;6496462,71;0;I;0;ACCROCHE;A0075_M6;1;AUTHEZAT;MYP63.1;2;QT, TT, VT, LC, VC;01/01/2014;1;DIRMC
Obx54ySqFt_5913;01/01/2019;A0075;21726;63PR28D;300;28664;719456,44;6496462,71;0;43PR49D;70;50390;721387,12;6477082,8;0;I;0;ACCROCHE;A0075_M7;1;NORD_DE_LEMPDES;MYP63.3;2;QT, TT, VT, LC, VC;01/01/2014;0;DIRMC
Obx54ySqFt_5914;01/01/2019;A0075;17027;43PR49D;70;50390;721387,12;6477082,8;0;15PR66D;100;67417;715736,22;6462658,15;0;I;0;ACCROCHE;A0075_M8;1;LEMPDES.SUD;MYC15.0;2;QT, TT, VT, LC, VC;01/01/2016;0;DIRMC
Obx54ySqFt_5915;01/01/2019;A0075;26322;15PR66D;100;67417;715736,22;6462658,15;0;15PR92D;550;93739;708757,1;6439167,23;0;I;0;ACCROCHE;A0075_M9;1;SALBAS;MYC15.3;2;QT, TT, VT, LC, VC;01/01/2015;1;DIRMC
Obx54ySqFt_5916;01/01/2019;A0075;69165;15PR92D;550;93739;708757,1;6439167,23;0;48PR161D;724;162904;719328,85;6378947,64;0;I;0;ACCROCHE;A0075_M10;1;LOUBARESSE;MYC15.6;2;QT, TT, VT, LC, VC;01/01/2015;1;DIRMC
Obx54ySqFt_5917;01/01/2019;A0075;24564;48PR161D;724;162904;719328,85;6378947,64;0;12PR187D;0;187468;708110,57;6360971,76;0;I;0;ACCROCHE;A0075_M11;1;ST_GERMAIN_T_M;MMZ48.5;2;QT, TT, VT, LC, VC;01/01/2015;0;DIRMC
Obx54ySqFt_5918;01/01/2019;A0075;25381;12PR187D;0;187468;708110,57;6360971,76;0;12PR212D;0;212849;702162,03;6340458,29;0;I;0;ACCROCHE;A0075_M12;1;A75_GARRIGUE_Y;MB112.1;2;QT, TT, VT, LC, VC;28/05/2005;0;DIRMC
Obx54ySqFt_5919;01/01/2019;A0075;3318;12PR212D;0;212849;702162,03;6340458,29;0;CSA12PR215D;0;216167;701816,01;6337456,91;0;I;0;ACCROCHE;A0075_M13;1;A75 BEL AIR;MBE12.9;2;QT, TT, VT, LC, VC;16/06/2005;0;DIRMC
YMQwZR0_section1_Obx54ySqFt_5919;01/01/2019;A0075;4740;CSB12PR215D;0;216793;702262,42;6337005,95;0;CS12PR219D;0;221533;701682,53;6332537,94;0;I;0;ACCROCHE;A0075_M13;1;A75 BEL AIR;MBE12.9;2;QT, TT, VT, LC, VC;16/06/2005;0;DIRMC
YMQwZR0_section2_Obx54ySqFt_5919;01/01/2019;A0075;11562;CS12PR222DC;0;224163;701973,4;6329941,1;0;12PR234D;0;235725;710855,74;6324096,2;0;I;0;ACCROCHE;A0075_M13;1;A75 BEL AIR;MBE12.9;2;QT, TT, VT, LC, VC;16/06/2005;0;DIRMC
Obx54ySqFt_5920;01/01/2019;A0075;41562;12PR234D;0;235725;710855,74;6324096,2;0;34PR276D;0;277287;726144,62;6291203,4;0;I;0;ACCROCHE;A0075_M14;1;A75 LA CAVALERIE;MBE12.7;3;QT, TT, VT, LC, VC, KC;26/06/2002;0;DIRMC
Obx54ySqFt_5921;01/01/2019;A0075;14425;34PR276D;0;277287;726144,62;6291203,4;0;34PR290D;450;291712;736255,19;6283125,76;0;I;0;ACCROCHE;A0075_M15;1;LODEVE_SUD;MMT34.B;2;QT, TT, VT, LC, VC;18/12/1992;0;DIRMC
Obx54ySqFt_5922;01/01/2019;A0075;21567;34PR290D;450;291712;736255,19;6283125,76;0;34PR312D;0;313279;734997,69;6262987,25;0;I;0;ACCROCHE;A0075_M16;1;ECH. 59 PÉZENAS NORD;MML34A;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRMC
Obx54ySqFt_5923;01/01/2019;A0075;8009;34PR312D;0;313279;734997,69;6262987,25;0;34PR320D;0;321288;730833,17;6257346,44;0;I;0;ACCROCHE;A0075_M17;1;ECH. 61 PÉZENAS SUD;MML34B;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRMC
Obx54ySqFt_5924;01/01/2019;A0075;10448;34PR320D;0;321288;730833,17;6257346,44;0;CS34PR330D;0;331736;722291,98;6251558,13;0;I;0;ACCROCHE;A0075_M18;1;ECH. 63 BEZIERS;MML34C;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRMC
Obx54ySqFt_5925;01/01/2019;A0077;39422;CS58PR100DC;0;99754;695894,27;6701103,53;0;58PR139D;800;139176;706161,64;6666236,81;0;I;0;ACCROCHE;A0077_M1;1;LA CHARITE;MXN58.A;2;QT, TT, VT, LC, VC;01/01/1992;0;DIRCE
Obx54ySqFt_5926;01/01/2019;A0077;21479;58PR139D;800;139176;706161,64;6666236,81;0;FRD;0;160655;713139,94;6650777,02;0;I;0;ACCROCHE;A0077_M2;1;PRIEZ M / F;MXN58.1 / MXN58.2;2;QT, TT, VT, LC, VC;01/01/2015;0;DIRCE
Obx54ySqFt_5927;01/01/2019;A0082;2014;44PR0D;0;0;351013,11;6694676,47;0;FRD;0;2014;349028,53;6694310,54;0;I;0;ACCROCHE;A0082_M1;1;36 PTE ORVAULT;MWL44.S;2;QT, TT, VT, LC, VC;01/01/2010;0;DIRO
Obx54ySqFt_5928;01/01/2019;A0083;2735;44PR2D;725;2225;358206,91;6682696,56;0;44PR5D;460;4960;358468,84;6680050,69;0;I;0;ACCROCHE;A0083_M2;1;A83 48-EX_2 LA BITIERE;MWL44.1;2;QT, TT, VT, LC, VC;01/01/1995;1;DIRO
Obx54ySqFt_5929;01/01/2019;A0084;16469;50PR147D;0;49750;379625,82;6830026,83;0;50PR172D;0;66219;380279,56;6845997,79;0;I;0;ACCROCHE;A0084_M4;1;ST_AUBIN;MRM50.2;4;QT, TT, VT, LC, VC, KC, EC, PC;01/03/2017;0;DIRNO
Obx54ySqFt_5930;01/01/2019;A0084;44721;50PR172D;0;66219;381344,93;6854062,95;0;50PR217D;280;110940;410828,97;6882640,47;0;I;0;ACCROCHE;A0084_M6;1;STE PIENCE;MRM50.5;4;QT, TT, VT, LC, VC, KC, EC, PC;01/10/2017;0;DIRNO
Obx54ySqFt_5931;01/01/2019;A0084;20410;50PR217D;280;110940;410828,97;6882640,47;0;14PR237D;923;131350;428665,26;6889806,02;0;I;0;ACCROCHE;A0084_M7;1;CAHAGNES;MRC14.2;2;QT, TT, VT, LC, VC;01/07/2016;0;DIRNO
Obx54ySqFt_5932;01/01/2019;A0084;18583;14PR237D;923;131350;428665,26;6889806,02;0;14PR255D;310;149933;443170,18;6899546,24;0;I;0;ACCROCHE;A0084_M8;1;VILLYBOCAGE;MRC14.6;2;QT, TT, VT, LC, VC;01/04/2014;0;DIRNO
Obx54ySqFt_5933;01/01/2019;A0084;7556;14PR255D;310;149933;443170,18;6899546,24;0;FRD;0;157489;450170,66;6901424,84;0;I;0;ACCROCHE;A0084_M9;1;BRETTEVILLE;MRC14.3;2;QT, TT, VT, LC, VC;01/06/2014;1;DIRNO
Obx54ySqFt_5934;01/01/2019;A0115;7442;95PR4D;122;4124;644610,37;6878875,99;0;FRD;0;11566;641010,85;6883781,22;0;I;0;ACCROCHE;A0115_M2;1;A115_SAINT-LEU-LA-F;MIR95.b;2;QT, TT, VT, LC, VC;26/09/1992;1;DIRIF
Obx54ySqFt_5935;01/01/2019;A0140;6251;CS77PR3DC;5;3677;691625,21;6867426,01;0;77PR9D;958;9928;689003,49;6871444,09;0;I;0;ACCROCHE;A0140_M1;1;A140_DEV_MEAUX;MI777.G;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRIF
Obx54ySqFt_5936;01/01/2019;A0150;2262;76PR8D;880;8128;554478,53;6935822,9;0;76PR11D;143;10390;553145,63;6937628,51;0;I;0;ACCROCHE;A0150_M3;0;;;;;01/07/2019;0;DIRNO
Obx54ySqFt_5937;01/01/2019;A0151;6151;76PR0D;0;0;554496,18;6935774,52;0;CS76PR6D;0;6151;558078,85;6940431,19;0;I;0;ACCROCHE;A0151_M1;1;PISSY POVILLE;MUM76.P;2;QT, TT, VT, LC, VC;01/12/2013;0;DIRNO
Obx54ySqFt_5938;01/01/2019;A0304;7758;DRD;10;10;809556,2;6980489,56;0;08PR14D;418;7768;808943,52;6972868,45;0;I;0;ACCROCHE;A0304_M1;0;;;;;;0;DIRN
Obx54ySqFt_5939;01/01/2019;A0304;20637;08PR14D;418;7768;808943,52;6972868,45;0;08PR35D;55;28405;822502,36;6959649,59;0;I;0;ACCROCHE;A0304_M2;0;;;;;;0;DIRN
Obx54ySqFt_5940;01/01/2019;A0313;1700;54PR0D;0;0;926678,1;6869581,28;0;FRD;0;1700;925348,43;6870555,45;0;I;0;ACCROCHE;A0313_M1;0;A313 – ATTON;MZE54.M;2;QT, TT, VT, LC, VC;01/04/2018;0;DIRE
Obx54ySqFt_5941;01/01/2019;A0320;7271;57PR0D;0;0;978087,54;6900181,42;0;57PR7D;560;7271;983855,92;6904395,01;0;I;0;ACCROCHE;A0320_M1;1;ROSBRUCK2;MZ557.4;2;QT, TT, VT, LC, VC;03/10/2013;0;DIRE
Obx54ySqFt_5942;01/01/2019;A0320;6072;57PR7D;560;7271;983855,92;6904395,01;0;57PR13D;630;13343;988361,78;6907665,97;0;I;0;ACCROCHE;A0320_M2;1;A31 - LA BREME D OR;MZ557.1;2;QT, TT, VT, LC, VC;30/08/2011;0;DIRE
Obx54ySqFt_5943;01/01/2019;A0330;5161;54PR0D;0;0;934746,66;6845010,73;0;54PR5D;150;5161;934332,29;6839967,8;0;I;0;ACCROCHE;A0330_M2;1;A330 - HEILLECOURT;MZE54.R;2;QT, TT, VT, LC, VC;08/08/2016;0;DIRE
Obx54ySqFt_5944;01/01/2019;A0330;4738;54PR5D;150;5161;934332,29;6839967,8;0;54PR9D;900;9899;934111,27;6835426,82;0;I;0;ACCROCHE;A0330_M3;1;A330 – RICHARDMENIL;MZE54.X;2;QT, TT, VT, LC, VC;01/05/2012;0;DIRE
Obx54ySqFt_5945;01/01/2019;A0340;3695;67PR0D;0;0;1043827,96;6859810,88;0;FRD;0;3695;1046085,88;6862674,39;0;I;0;ACCROCHE;A0340_M1;0;BERNOLSHEIM;;;;01/06/2020;0;DIRE
Obx54ySqFt_5946;01/01/2019;A0352;7182;67PR2D;0;0;1038749,68;6834388,56;0;FRD;0;7182;1031823,96;6833854,29;0;I;0;ACCROCHE;A0352_M1;1;DUTTLENHEIM;MZB67.4;2;QT, TT, VT, LC, VC;15/12/1993;1;DIRE
Obx54ySqFt_5947;01/01/2019;A0501;840;13PR0D;0;0;906832,01;6246549,64;0;13PR0D;840;840;907509,94;6247002,15;0;I;0;ACCROCHE;A0501_M1;1;AUBAGNE_OUEST_A501;MM413.K;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRMED
Obx54ySqFt_5948;01/01/2019;A0501;1749;13PR0D;840;840;907509,94;6247002,15;0;13PR2D;589;2589;908629,03;6248319,65;0;I;0;ACCROCHE;A0501_M2;1;AUBAGNE_NORD_A501;MM413.L;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRMED
Obx54ySqFt_5949;01/01/2019;A0502;1568;13PR0D;0;0;909064,78;6246110,16;0;FRD;0;1568;910602,35;6246201,14;0;I;0;ACCROCHE;A0502_M1;1;AUBAGNE_A502;MM413.H;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRMED
Obx54ySqFt_5950;01/01/2019;A0551;1175;13PR0D;0;0;885795,86;6259010,4;0;FRD;0;1175;886249,69;6258038,21;0;I;0;ACCROCHE;A0551_M1;0;;;;;01/06/2020;0;DIRMED
Obx54ySqFt_5951;01/01/2019;A0552;1620;13PR0D;0;0;886992,48;6258788,1;0;13PR0D;1620;1620;885588,77;6258245,77;0;I;0;ACCROCHE;A0552_M1;0;;;;;01/06/2020;0;DIRMED
Obx54ySqFt_5952;01/01/2019;A0570;7159;83PR0D;0;0;946829,84;6231894,83;0;FRD;0;7159;953241,57;6229119,51;0;I;0;ACCROCHE;A0570_M1;1;LA_CRAU;MMV83.6;1;QT, TT;02/09/1993;0;DIRMED
Obx54ySqFt_5953;01/01/2019;A0660;21618;33PR0D;0;0;395188,84;6400288,4;0;33PR22D;240;21618;374628,36;6399245,47;0;I;0;ACCROCHE;A0660_M1;1;MIOS_A660;MB133.R;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRA
Obx54ySqFt_5954;01/01/2019;A0711;5047;63PR1D;0;0;710806;6519508;0;CS63PR6D;0;5047;715242,31;6520625,64;0;I;0;ACCROCHE;A0711_M1;1;SORTIE_EST;MYP63.4;2;QT, TT, VT, LC, VC;01/01/2016;1;DIRMC
Obx54ySqFt_5955;01/01/2019;A0712;1336;63PR0U;0;0;715233,89;6520625,31;0;FRU;0;1336;716550,41;6520561,12;0;I;0;ACCROCHE;A0712_M1;0;;;;;15/12/2018;0;DIRMC
Obx54ySqFt_5956;01/01/2019;A0750;825;34PR10D;0;0;761263,45;6281863,63;0;34PR11D;600;825;760449,27;6281875,34;0;I;0;ACCROCHE;A0750_M1;1;JUVIGNAC_OUEST;MMT34.H / MMt34.H;2;QT, TT, VT, LC, VC;01/01/2017;1;DIRMC
Obx54ySqFt_5957;01/01/2019;A0750;25017;34PR11D;600;825;760449,27;6281875,34;0;34PR37D;625;25842;736836,9;6284206,68;0;I;0;ACCROCHE;A0750_M2;1;GIGNAC_34;MMT34.I;2;QT, TT, VT, LC, VC;01/07/2008;0;DIRMC
Obx54ySqFt_5958;01/01/2019;N0001;6994;95PR10D;0;0;651117,81;6884774,63;0;DD95PR17D;0;6994;646543,29;6889482,13;0;I;0;ACCROCHE;N0001_M1;1;N1_MAFFLIERS;MIO95.H;2;QT, TT, VT, LC, VC;26/09/2013;1;DIRIF
Obx54ySqFt_5959;01/01/2019;N0002;5242;DD93PR19D;0;998;669145,92;6874941,39;0;77PR5D;232;6240;673469,65;6877897,79;0;I;0;ACCROCHE;N0002_M2;0;N2_MITRY-MORY;MIS77.Q;2;QT, TT, VT, LC, VC;30/04/2018;0;DIRIF
Obx54ySqFt_5960;01/01/2019;N0002;7964;77PR5D;232;6240;673469,65;6877897,79;0;77PR13D;232;14204;678190,54;6884264,12;0;I;0;ACCROCHE;N0002_M3;1;N2_DAMARTIN_EN_GEOLE;MIS77.P;3;QT, TT, VT, LC, VC, KC;01/01/1999;0;DIRIF
Obx54ySqFt_5961;01/01/2019;N0002;5376;77PR13D;232;14204;678190,54;6884264,12;0;CS60PR2D;0;19580;680956,49;6888796,49;0;I;0;ACCROCHE;N0002_M4;1;N2_LAGNY-LE-SEC;MIS77.S;2;QT, TT, VT, LC, VC;24/09/2014;0;DIRIF
cyh9nH7_section1_Obx54ySqFt_5961;01/01/2019;N0002;30;CS60PR2D;0;19580;680956,49;6888796,49;0;CS60PR2D;30;19610;680978,17;6888825,92;0;I;0;ACCROCHE;N0002_M4;1;N2_LAGNY-LE-SEC;MIS77.S;2;QT, TT, VT, LC, VC;24/09/2014;0;DIRN
Obx54ySqFt_5962;01/01/2019;N0002;7373;CS60PR2D;30;19610;680978,17;6888825,92;0;60PR9D;941;26983;685842,97;6894021,19;0;I;0;ACCROCHE;N0002_M6;1;NANTEUIL;MLO02.E;4;QT, TT, VT, LC, VC, KC, EC, PC;01/01/2015;0;DIRN
Obx54ySqFt_5963;01/01/2019;N0002;24759;60PR9D;941;26983;685842,97;6894021,19;0;02PR4D;464;51742;705959,32;6907144,65;0;I;0;ACCROCHE;N0002_M7;1;GONDREVILLE;MLO60.G;2;QT, TT, VT, LC, VC;01/12/2011;1;DIRN
Obx54ySqFt_5964;01/01/2019;N0002;21408;02PR4D;464;51742;705959,32;6907144,65;0;02PR25D;832;73150;722546,55;6918541,94;0;I;0;ACCROCHE;N0002_M8;1;MISSY AUX BOIS;MLA02.K;2;QT, TT, VT, LC, VC;01/12/2016;0;DIRN
Obx54ySqFt_5965;01/01/2019;N0002;25421;DF02PR31U;409;81060;726709,58;6922223,53;0;02PR57U;310;106481;743499,07;6938843,31;0;I;0;ACCROCHE;N0002_M11;1;LAFFAUX;MLA02.T;3;QT, TT, VT, LC, VC, KC;01/06/2017;0;DIRN
Obx54ySqFt_5966;01/01/2019;N0002;19333;02PR66U;608;114952;747738,23;6944377,23;0;02PR85U;924;134285;755645,64;6961396,55;0;I;0;ACCROCHE;N0002_M14;1;FROIDMONT;MLA02.U;2;QT, TT, VT, LC, VC;01/03/2014;0;DIRN
Obx54ySqFt_5967;01/01/2019;N0002;29573;02PR85U;924;134285;755645,64;6961396,55;0;02PR116U;217;163858;765809,43;6986546,76;0;I;0;ACCROCHE;N0002_M15;1;LES_BARAQUES;MLA02.G;2;QT, TT, VT, LC, VC;01/03/2014;1;DIRN
Obx54ySqFt_5968;01/01/2019;N0002;16296;02PR116U;217;163858;765809,43;6986546,76;0;59PR10U;485;180154;766742,37;7002665,41;0;I;0;ACCROCHE;N0002_M16;1;LA_FLAMENGRIE;MLA02.R;2;QT, TT, VT, LC, VC;01/06/2015;1;DIRN
Obx54ySqFt_5969;01/01/2019;N0002;18393;59PR12U;101;182556;767093,17;7003813,68;0;DD59PR29D;0;200949;765885,14;7020592,23;0;I;0;ACCROCHE;N0002_M18;1;ECLAIBES;MLN59.B;2;QT, TT, VT, LC, VC;01/09/2009;1;DIRN
Obx54ySqFt_5970;01/01/2019;N0002;6776;DD59PR29D;0;200949;769563,39;7020979,8;0;FRU;0;207725;769185,94;7027703,66;0;I;0;ACCROCHE;N0002_M19;1;BETTIGNIES;MLN59.T;2;QT, TT, VT, LC, VC;01/08/2009;0;DIRN
Obx54ySqFt_5971;01/01/2019;N0003;2725;77PR2D;0;0;672523,44;6871183,53;0;77PR4D;725;2725;675217,22;6871526,69;0;I;0;ACCROCHE;N0003_M1;0;N3_BOIS-FLEURI;MIS77.H;2;QT, TT, VT, LC, VC;30/04/2018;0;DIRIF
Obx54ySqFt_5972;01/01/2019;N0003;14782;77PR4D;725;2725;675217,22;6871526,69;0;77PR19D;500;17507;689606,7;6872923,92;0;I;0;ACCROCHE;N0003_M2;1;N3_CHARNY;MIS77.E;2;QT, TT, VT, LC, VC;12/10/2009;0;DIRIF
Obx54ySqFt_5973;01/01/2019;N0004;3832;DRU;99;99;670881,62;6852855,27;0;77PR5D;235;3931;674550,81;6851809,33;0;I;0;ACCROCHE;N0004_M1;1;N4_PONTAULT;MIS77.B;2;QT, TT, VT, LC, VC;01/01/1992;0;DIRIF
Obx54ySqFt_5974;01/01/2019;N0004;16131;77PR5D;235;3931;674550,81;6851809,33;0;77PR21D;216;20062;688831,58;6846366,87;0;I;0;ACCROCHE;N0004_M2;1;N4_CHATRES;MIS77.R;2;QT, TT, VT, LC, VC;01/12/2000;1;DIRIF
Obx54ySqFt_5975;01/01/2019;N0004;20143;77PR21D;216;20062;688831,58;6846366,87;0;77PR41D;500;40205;707670,06;6842790,97;0;I;0;ACCROCHE;N0004_M3;1;N4_VOINSLES;MIS77.X;2;QT, TT, VT, LC, VC;01/04/2000;1;DIRIF
Obx54ySqFt_5976;01/01/2019;N0004;27320;77PR41D;500;40205;707670,06;6842790,97;0;51PR0U;0;67525;734227,01;6845221,73;0;I;0;ACCROCHE;N0004_M4;1;N4_CORBIER;MIS77.J;2;QT, TT, VT, LC, VC;01/01/1998;0;DIRIF
Obx54ySqFt_5977;01/01/2019;N0004;19730;51PR0U;0;67525;734227,01;6845221,73;0;51PR19D;700;87255;752998,84;6848095,08;0;I;0;ACCROCHE;N0004_M5;1;N4 – ESTERNAY;MZM51.K;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRE
Obx54ySqFt_5978;01/01/2019;N0004;21768;51PR19D;700;87255;752998,84;6848095,08;0;51PR41D;450;109023;773512,15;6850577,57;0;I;0;ACCROCHE;N0004_M6;1;LINTHES;MZM51.L;2;QT, TT, VT, LC, VC;18/10/2011;0;DIRE
Obx54ySqFt_5979;01/01/2019;N0004;15275;51PR41D;450;109023;773512,15;6850577,57;0;51PR56D;620;124298;788587,57;6848752,6;0;I;0;ACCROCHE;N0004_M7;1;CONNANTRAY;MZM51.M;2;QT, TT, VT, LC, VC;28/09/2011;0;DIRE
Obx54ySqFt_5980;01/01/2019;N0004;28878;51PR56D;620;124298;788587,57;6848752,6;0;51PR85U;0;153176;816713,33;6848806,61;0;I;0;ACCROCHE;N0004_M8;1;N4 - MAISON EN CHAMPAGNE;MZM51.C;2;QT, TT, VT, LC, VC;25/08/2016;1;DIRE
Obx54ySqFt_5981;01/01/2019;N0004;26730;51PR85U;0;153176;817099,08;6850104,1;0;52PR10D;350;179906;840983,57;6839519,37;0;I;0;ACCROCHE;N0004_M9;1;N4 - VAUCLERC;MZM51.A;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_5982;01/01/2019;N0004;5650;52PR10D;350;179906;840983,57;6839519,37;0;52PR16D;0;185556;845765,3;6837412,69;0;I;0;ACCROCHE;N0004_M10;1;N4 - VALLOTTE;MZH52.K;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRE
