objetID;dateReferentiel;route;longueur;ploD;absD;cumulD;xD;yD;zD;ploF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;CodeMacroSection;MacroSectionEquipee;NomStationRef;CodeSiredoStationRef;TypeStationRef;TypeStationRef_lib;DateStationRef;IndiceNational;sectionnement_gestionnaire
Obx54ySqFt_5983;01/01/2019;N0004;28072;52PR16D;0;185556;845765,3;6837412,69;0;55PR27D;40;213628;870540,72;6846019,94;0;I;0;ACCROCHE;N0004_M11;1;N4 - ANCERVILLE;MZH52.N;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRE
Obx54ySqFt_5984;01/01/2019;N0004;23656;55PR27D;40;213628;870540,72;6846019,94;0;55PR52D;110;237284;892998,02;6846663,05;0;I;0;ACCROCHE;N0004_M12;1;N4 - LIGNY EN BARROIS;MZS55.G;2;QT, TT, VT, LC, VC;18/08/2016;0;DIRE
Obx54ySqFt_5985;01/01/2019;N0004;20745;55PR52D;110;237284;892998,02;6846663,05;0;54PR26D;0;258029;912368,53;6843072,16;0;I;0;ACCROCHE;N0004_M13;1;N4 - LAY ST REMY;MZE54.G;2;QT, TT, VT, LC, VC;02/04/2013;0;DIRE
Obx54ySqFt_5986;01/01/2019;N0004;12205;54PR26D;600;258629;949290,41;6838977,35;0;54PR38D;800;270834;960754,08;6835593,15;0;I;0;ACCROCHE;N0004_M14;1;N4 - CHAUFONTAINE;MZE54.C;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_5987;01/01/2019;N0004;12198;54PR38D;800;270834;960754,08;6835593,15;0;54PR51D;0;283032;971639,45;6835715,5;0;I;0;ACCROCHE;N0004_M15;1;MARAINVILLERS;MZE54.E;2;QT, TT, VT, LC, VC;07/11/2014;0;DIRE
Obx54ySqFt_5988;01/01/2019;N0004;27458;54PR51D;0;283032;971639,45;6835715,5;0;57PR10D;300;310490;991497,86;6851603,89;0;I;0;ACCROCHE;N0004_M16;1;BLAMONT;MZE54.F;2;QT, TT, VT, LC, VC;08/08/2014;0;DIRE
Obx54ySqFt_5989;01/01/2019;N0004;7189;57PR10D;300;310490;991497,86;6851603,89;0;57PR18D;150;317679;997675,77;6853940,78;0;I;0;ACCROCHE;N0004_M17;1;N4 - BEBING/IMLING;MZO57.D;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_5990;01/01/2019;N0004;3235;57PR18D;150;317679;997675,77;6853940,78;0;57PR21D;0;320914;1000056,26;6856071,17;0;I;0;ACCROCHE;N0004_M18;1;N4 - SARREBOURG;MZO57.J;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_5991;01/01/2019;N0004;12861;57PR21D;0;320914;1000056,26;6856071,17;0;57PR32D;870;333775;1011375,08;6860422,51;0;I;0;ACCROCHE;N0004_M19;1;N4 – BROUVILLER;MZO57.I;2;QT, TT, VT, LC, VC;10/10/2012;0;DIRE
Obx54ySqFt_5992;01/01/2019;N0004;4712;DD57PR32D;0;333787;1039307,89;6843580,27;0;67PR44D;0;338499;1043744,75;6842928,85;0;I;0;ACCROCHE;N0004_M20;0;;;;;01/06/2021;0;DIRE
Obx54ySqFt_5993;01/01/2019;N0005;17587;39PR45U;0;0;906436,94;6640634,79;0;39PR63U;200;17587;920925,35;6635153,24;0;I;0;ACCROCHE;N0005_M1;1;VAUX SUR POLIGNY;MXJ39.K;2;QT, TT, VT, LC, VC;01/01/2014;0;DIRE
Obx54ySqFt_5994;01/01/2019;N0005;4535;39PR63U;200;17587;920925,35;6635153,24;0;39PR67U;850;22122;923111,63;6631593,03;0;I;0;ACCROCHE;N0005_M2;0;;;;;01/06/2020;0;DIRE
Obx54ySqFt_5995;01/01/2019;N0005;2720;39PR67U;850;22122;923111,63;6631593,03;0;39PR70U;570;24842;923147,7;6629175,53;0;I;0;ACCROCHE;N0005_M3;0;;;;;01/06/2021;0;DIRE
Obx54ySqFt_5996;01/01/2019;N0005;18349;39PR70U;570;24842;923147,7;6629175,53;0;39PR89U;525;43191;926550,11;6613292,38;0;I;0;ACCROCHE;N0005_M4;1;SAINT LAURENT;MXJ39.J;2;QT, TT, VT, LC, VC;31/07/2014;1;DIRE
Obx54ySqFt_5997;01/01/2019;N0005;21460;39PR89U;525;43191;926550,11;6613292,38;0;FRU;0;64651;935365,13;6600998,01;0;I;0;ACCROCHE;N0005_M5;0;LES ROUSSES;MXJ39.F;2;QT, TT, VT, LC, VC;01/10/2018;0;DIRE
Obx54ySqFt_5998;01/01/2019;N0006;12590;91PR0D;0;6900;659023,15;6846914,55;0;91PR11D;1340;19490;665754,58;6837836,66;0;I;0;ACCROCHE;N0006_M2;1;N6_BRUNOY;MIE91.A;2;QT, TT, VT, LC, VC;12/10/1991;0;DIRIF
Obx54ySqFt_5999;01/01/2019;N0006;87;91PR11D;1360;19510;665754,91;6837816,75;0;DD91PR11D;0;19597;665749,53;6837732,24;0;I;0;ACCROCHE;N0006_M3;1;CHESNEZ;MXY89.E;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRIF
n6Xavpc_section1_Obx54ySqFt_5999;01/01/2019;N0006;3600;DD91PR11D;0;19597;740865,34;6750241,81;0;89PR82D;450;23197;741786,41;6746769,56;0;I;0;ACCROCHE;N0006_M3;1;CHESNEZ;MXY89.E;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRCE
Obx54ySqFt_6000;01/01/2019;N0006;1740;FD71PR19UD;0;30783;835895,45;6527365,34;0;FRD;0;32523;837132,07;6526201,83;0;I;0;ACCROCHE;N0006_M5;1;DARDILLY_LES_B;MYR69.K;2;QT, TT, VT, LC, VC;01/01/2013;0;DIRCE
Obx54ySqFt_6001;01/01/2019;N0007;2339;91PR2D;0;0;653385,95;6848376,87;0;FD91PR4D;0;2339;653726,99;6846079,51;0;I;0;ACCROCHE;N0007_M1;1;N7_PISTES D'ORLY;MIE91.D;2;QT, TT, VT, LC, VC;20/01/1993;0;DIRIF
Obx54ySqFt_6002;01/01/2019;N0007;33848;58PR74D;0;2559;713034,24;6650583,1;0;03PR0U;0;36407;716979,31;6620589,65;0;I;0;ACCROCHE;N0007_M2;1;LE_MOUTIER;MXN58.B;2;QT, TT, VT, LC, VC;01/06/1993;0;DIRCE
Obx54ySqFt_6003;01/01/2019;N0007;11975;03PR0U;0;36407;716979,31;6620589,65;0;03PR11D;880;48382;723554,28;6610960,88;0;I;0;ACCROCHE;N0007_M3;1;AVRILLY M/F;MYB03.A / MYb03A;2;QT, TT, VT, LC, VC;16/03/1992;0;DIRCE
Obx54ySqFt_6004;01/01/2019;N0007;17203;03PR11D;880;48382;723554,28;6610960,88;0;03PR24U;300;65585;727869,8;6599564,42;0;I;0;ACCROCHE;N0007_M5;1;MILLEPERTUIT M/F;MYB03.P / MYB03.S;2;QT, TT, VT, LC, VC;17/06/1996;0;DIRCE
Obx54ySqFt_6005;01/01/2019;N0007;24104;03PR24U;300;65585;727869,8;6599564,42;0;FF03PR47D;6;89689;732475,56;6577945,52;0;I;0;ACCROCHE;N0007_M6;1;BESSAY;MYB03.B;2;QT, TT, VT, LC, VC;01/01/2017;1;DIRCE
Obx54ySqFt_6006;01/01/2019;N0007;22555;03PR48U;0;90170;732937,5;6578218,78;0;03PR71D;0;112725;752184,68;6569023,41;0;I;0;ACCROCHE;N0007_M7;1;ST GERAND;MYB03.T;2;QT, TT, VT, LC, VC;01/01/2017;1;DIRCE
Obx54ySqFt_6007;01/01/2019;N0007;38952;03PR71D;0;112725;752184,68;6569023,41;0;42PR30D;515;151677;783290,25;6551123,14;0;I;0;ACCROCHE;N0007_M8;1;CHANGY;MYL42.Z;2;QT, TT, VT, LC, VC;01/01/2010;0;DIRCE
Obx54ySqFt_6008;01/01/2019;N0007;11228;42PR30D;515;151677;783290,25;6551123,14;0;FD42PR41DU;0;162905;787874,43;6541314,68;0;I;0;ACCROCHE;N0007_M9;1;ST_VINCENT;MYL42.G;2;QT, TT, VT, LC, VC;01/01/2015;0;DIRCE
Obx54ySqFt_6009;01/01/2019;N0007;26309;FD42PR41DU;0;162905;787960,24;6541302,85;0;DD69PR8U;74;189214;808591,02;6533622,23;0;I;0;ACCROCHE;N0007_M10;1;NEAUX;MYL42.M;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRCE
Obx54ySqFt_6010;01/01/2019;N0007;14390;69PR13D;850;194521;813493,69;6532946,77;0;69PR28U;189;208911;824677,43;6527850,44;0;I;0;ACCROCHE;N0007_M11;1;PONTCHARRA;MYR69.Q;2;QT, TT, VT, LC, VC;01/01/2017;1;DIRCE
Obx54ySqFt_6011;01/01/2019;N0007;7775;69PR28U;189;208911;824677,43;6527850,44;0;DD69PR37D;0;216686;830652,46;6526002,42;0;I;0;ACCROCHE;N0007_M12;1;FLEURIEU_S_L;MYr69.A;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRCE
Obx54ySqFt_6012;01/01/2019;N0007;12580;FF38PR10D;23;229636;843605,77;6490232,97;0;38PR23U;400;242216;841203,57;6478396,62;0;I;0;ACCROCHE;N0007_M14;1;AUBERIVES;MYI38.J;2;QT, TT, VT, LC, VC;01/01/2012;1;DIRCE
Obx54ySqFt_6013;01/01/2019;N0007;5565;38PR27U;900;246816;841129,85;6474056,81;0;26PR0D;0;252381;842436,47;6468533,73;0;I;0;ACCROCHE;N0007_M15;1;ROUSSILLON;MYI38.E;2;QT, TT, VT, LC, VC;01/01/2016;1;DIRCE
Obx54ySqFt_6014;01/01/2019;N0007;23849;26PR3D;0;254927;842844,16;6466166,5;0;26PR27U;0;278776;843978,32;6443595,33;0;I;0;ACCROCHE;N0007_M16;1;TAIN_NORD;MYD26.C;3;QT, TT, VT, LC, VC, KC;01/01/2013;1;DIRCE
Obx54ySqFt_6015;01/01/2019;N0007;10980;26PR30U;20;281709;846302,21;6442098;0;26PR41U;425;292689;848731,14;6431534,13;0;I;0;ACCROCHE;N0007_M17;1;SC062 BLV NORD;MYD26.E;2;QT, TT, VT, LC, VC;01/06/2019;0;DIRCE
Obx54ySqFt_6016;01/01/2019;N0007;8589;26PR48D;0;306349;848695,78;6424376,91;0;26PR55U;650;314938;847528,81;6417847,6;0;I;0;ACCROCHE;N0007_M21;1;SC051 GIR CHAFFIT;MYD26.M;2;QT, TT, VT, LC, VC;01/01/2003;0;DIRCE
Obx54ySqFt_6017;01/01/2019;N0007;11498;26PR55U;650;314938;847528,81;6417847,6;0;26PR67U;160;326436;843847,56;6407680,35;0;I;0;ACCROCHE;N0007_M22;1;LORIOL;MYD26.A;4;QT, TT, VT, LC, VC, KC, EC, PC;01/01/2015;1;DIRCE
Obx54ySqFt_6018;01/01/2019;N0007;20162;26PR67U;160;326436;843847,56;6407680,35;0;26PR86U;931;346598;839131,36;6388587,59;0;I;0;ACCROCHE;N0007_M23;1;COUCOURDE;MYD26.H;2;QT, TT, VT, LC, VC;01/01/2010;0;DIRCE
Obx54ySqFt_6019;01/01/2019;N0007;5890;FDA26PR92U;17;353675;838704,16;6382824,84;0;26PR98D;525;359565;840036,96;6377344,8;0;I;0;ACCROCHE;N0007_M26;1;MONTELIMAR;MYD26.D;2;QT, TT, VT, LC, VC;01/01/2010;1;DIRCE
Obx54ySqFt_6020;01/01/2019;N0007;20809;26PR98D;525;359565;840036,96;6377344,8;0;84PR0U;900;380374;834438,03;6358492,5;0;I;0;ACCROCHE;N0007_M27;1;PIERRELATTE;MYD26.I;2;QT, TT, VT, LC, VC;01/01/2010;1;DIRCE
Obx54ySqFt_6021;01/01/2019;N0007;40;84PR0U;900;380374;834438,03;6358492,5;0;CS84PR0U;0;380414;834430,43;6358453,71;0;I;0;ACCROCHE;N0007_M28;1;LAPALUD;MMR84.A;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRCE
HYUCZyE_section1_Obx54ySqFt_6021;01/01/2019;N0007;4889;CS84PR0U;0;380414;834430,43;6358453,71;0;84PR5U;740;385303;835769,11;6353883,35;0;I;0;ACCROCHE;N0007_M28;1;LAPALUD;MMR84.A;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRMED
Obx54ySqFt_6022;01/01/2019;N0007;16216;84PR5U;740;385303;835769,11;6353883,35;0;84PR22U;0;401519;843752,31;6341654,9;0;I;0;ACCROCHE;N0007_M29;1;MONDRAGON_SUD;MMW84.A;2;QT, TT, VT, LC, VC;01/01/2015;1;DIRMED
Obx54ySqFt_6023;01/01/2019;N0007;1567;84PR27U;475;407021;846654,01;6337465,81;0;DD84PR29D;0;408588;847801,13;6336462,96;0;I;0;ACCROCHE;N0007_M32;1;ORANGE SUD;MMW84.D;2;QT, TT, VT, LC, VC;01/01/2013;0;DIRMED
Obx54ySqFt_6024;01/01/2019;N0007;4673;DD84PR29D;0;408588;848184,35;6315893,45;0;84PR59D;560;413261;852112,39;6313476,27;0;I;0;ACCROCHE;N0007_M34;1;AVIGNON SUD;MMW84.G;2;QT, TT, VT, LC, VC;01/01/2013;0;DIRMED
Obx54ySqFt_6025;01/01/2019;N0007;2330;84PR59D;560;413261;852112,39;6313476,27;0;FRD;0;415591;853717,23;6311958,72;0;I;0;ACCROCHE;N0007_M35;1;CAUMONT_N7;MMW84.F;2;QT, TT, VT, LC, VC;01/01/2011;0;DIRMED
Obx54ySqFt_6026;01/01/2019;N0010;10863;78PR12D;0;0;628901,11;6854112,87;0;78PR22D;725;10863;619609,34;6849078,21;0;I;0;ACCROCHE;N0010_M1;1;N10_TRAPPES;MIY78.L;4;QT, TT, VT, LC, VC, KC, EC, PC;01/09/1992;1;DIRIF
Obx54ySqFt_6027;01/01/2019;N0010;15320;78PR22D;725;10863;619609,34;6849078,21;0;78PR37D;620;26183;613837,95;6836213,02;0;I;0;ACCROCHE;N0010_M2;1;N10_LE PERRAY;MIY78.M;2;QT, TT, VT, LC, VC;01/10/1995;1;DIRIF
Obx54ySqFt_6028;01/01/2019;N0010;11785;78PR37D;620;26183;613837,95;6836213,02;0;28PR34D;0;37968;613243,76;6824646,63;0;I;0;ACCROCHE;N0010_M3;1;N10_SONCHAMPS;MIY78.R;2;QT, TT, VT, LC, VC;11/02/2013;0;DIRIF
Obx54ySqFt_6029;01/01/2019;N0010;31909;28PR34D;0;37968;584869,95;6808582,72;0;28PR65U;936;69877;575735,76;6778609,38;0;I;0;ACCROCHE;N0010_M5;1;N10_LA BOURDINIERE;MDE28.B;2;QT, TT, VT, LC, VC;01/12/2016;1;DIRNO
Obx54ySqFt_6030;01/01/2019;N0010;22406;28PR70U;237;77669;575551,6;6774583,46;0;41PR10D;266;100075;564063,64;6756196,83;0;I;0;ACCROCHE;N0010_M7;1;N10_ST HILAIRE;MDL41.I;2;QT, TT, VT, LC, VC;01/12/2016;1;DIRNO
Obx54ySqFt_6031;01/01/2019;N0010;16841;41PR10D;266;100075;564063,64;6756196,83;0;41PR26U;298;116916;555774,59;6744053,02;0;I;0;ACCROCHE;N0010_M8;1;N10_NIOCHES;MDL41.Y;4;QT, TT, VT, LC, VC, KC, EC, PC;01/11/2012;0;DIRNO
Obx54ySqFt_6032;01/01/2019;N0010;22936;41PR26U;298;116916;555774,59;6744053,02;0;37PR3U;0;139852;543766,15;6724792,25;0;I;0;ACCROCHE;N0010_M9;1;N10_FAUCHERIE;MDL41.A;2;QT, TT, VT, LC, VC;28/11/1991;1;DIRNO
Obx54ySqFt_6033;01/01/2019;N0010;9245;37PR3U;0;139852;543766,15;6724792,25;0;86PR60D;0;149097;548376,76;6717513,69;0;I;0;ACCROCHE;N0010_M10;1;N10_AUTRECHE;Mdn37.x;2;QT, TT, VT, LC, VC;01/12/2016;0;DIRNO
Obx54ySqFt_6034;01/01/2019;N0010;2513;86PR60D;0;149097;493043,73;6608798,79;0;86PR62D;450;151610;491741,39;6606763,05;0;I;0;ACCROCHE;N0010_M12;1;CROUTELLE;MBV86.E;2;QT, TT, VT, LC, VC;01/01/2010;1;DIRA
Obx54ySqFt_6035;01/01/2019;N0010;12122;86PR62D;450;151610;491741,39;6606763,05;0;86PR74D;535;163732;489137,48;6595160,24;0;I;0;ACCROCHE;N0010_M13;1;RUFFIGNY;MBV86.Q;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRA
Obx54ySqFt_6036;01/01/2019;N0010;37764;86PR74D;535;163732;489137,48;6595160,24;0;79PR5D;260;201496;482867,4;6559989,1;0;I;0;ACCROCHE;N0010_M14;1;CHAUNAY(METEO);MBV86.P;2;QT, TT, VT, LC, VC;01/01/2010;0;DIRA
Obx54ySqFt_6037;01/01/2019;N0010;44965;79PR5D;260;201496;482867,4;6559989,1;0;16PR43D;0;246461;480946,72;6517034,83;0;I;0;ACCROCHE;N0010_M15;1;AUSSAC;MBC16.I;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRA
Obx54ySqFt_6038;01/01/2019;N0010;17512;16PR43D;0;246461;480946,72;6517034,83;0;16PR59D;930;263973;471479,32;6503962,28;0;I;0;ACCROCHE;N0010_M16;1;EPINEUIL;MBC16.F;2;QT, TT, VT, LC, VC;01/01/2011;1;DIRA
Obx54ySqFt_6039;01/01/2019;N0010;58684;16PR59D;930;263973;471479,32;6503962,28;0;17PR17D;215;322657;439410,97;6459534,6;0;I;0;ACCROCHE;N0010_M17;1;REIGNAC;MBC16.L;2;QT, TT, VT, LC, VC;01/01/2012;0;DIRA
Obx54ySqFt_6040;01/01/2019;N0010;21228;17PR17D;215;322657;439410,97;6459534,6;0;FRD;0;343885;430130,1;6441131,06;0;I;0;ACCROCHE;N0010_M18;1;PEUJARD;MBG33.G;2;QT, TT, VT, LC, VC;01/01/2009;1;DIRA
Obx54ySqFt_6041;01/01/2019;N0011;31955;79PR54D;160;160;424548,28;6577398,25;0;17PR20D;200;32115;395831;6577258,85;0;I;0;ACCROCHE;N0011_M1;1;EPANNES;MBX79.K;2;QT, TT, VT, LC, VC;01/01/2013;1;DIRA
Obx54ySqFt_6042;01/01/2019;N0011;14975;17PR20D;200;32115;395831;6577258,85;0;FRD;0;47090;382042,94;6571796,68;0;I;0;ACCROCHE;N0011_M2;1;DOMPIERRE;MBM17.B;2;QT, TT, VT, LC, VC;01/01/2009;1;DIRA
Obx54ySqFt_6043;01/01/2019;N0012;6909;78PR29D;0;11689;628176,57;6855648,59;0;78PR35D;915;18598;621430,16;6855909,69;0;I;0;ACCROCHE;N0012_M2;1;N12_BOIS_D'ARCY;MIR78.a;2;QT, TT, VT, LC, VC;01/12/1996;1;DIRIF
Obx54ySqFt_6044;01/01/2019;N0012;8820;78PR35D;915;18598;621430,16;6855909,69;0;78PR44D;875;27418;612930,14;6856301,89;0;I;0;ACCROCHE;N0012_M3;1;N12_JOUARS;MIR78.b;4;QT, TT, VT, LC, VC, KC, EC, PC;01/03/2002;1;DIRIF
Obx54ySqFt_6045;01/01/2019;N0012;18038;78PR44D;875;27418;612930,14;6856301,89;0;28PR0D;0;45456;595461,33;6854623,42;0;I;0;ACCROCHE;N0012_M4;1;N12_LA-QUEUE-LES-YVELINES;MIY78.C;2;QT, TT, VT, LC, VC;16/04/1992;1;DIRIF
Obx54ySqFt_6046;01/01/2019;N0012;14744;28PR0D;0;45456;595461,33;6854623,42;0;28PR14D;816;60200;581822,72;6850681,38;0;I;0;ACCROCHE;N0012_M5;1;N12_LA MESANGERE;MDE28.C;2;QT, TT, VT, LC, VC;01/12/2015;1;DIRNO
Obx54ySqFt_6047;01/01/2019;N0012;11897;DF28PR19U;167;64553;577615,3;6850450,42;0;27PR3D;600;76450;567335,08;6854951,64;0;I;0;ACCROCHE;N0012_M6;1;N12_ST REMY SUR AVRE;MDE28.U;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRNO
Obx54ySqFt_6048;01/01/2019;N0012;21784;27PR3D;600;76450;567335,08;6854951,64;0;27PR25U;650;98234;547034,38;6850163,72;0;I;0;ACCROCHE;N0012_M7;1;COURTEILLES;MUE27.I;2;QT, TT, VT, LC, VC;01/06/2007;0;DIRNO
Obx54ySqFt_6049;01/01/2019;N0012;69987;27PR25U;650;98234;547034,38;6850163,72;0;61PR61D;200;168221;487579,58;6820950,33;0;I;0;ACCROCHE;N0012_M8;1;VENTROUZE;MRO61.G;2;QT, TT, VT, LC, VC;01/01/2017;1;DIRNO
Obx54ySqFt_6050;01/01/2019;N0012;1944;61PR61D;200;168221;487579,58;6820950,33;0;61PR63D;300;170165;485649,3;6820988,5;0;I;0;ACCROCHE;N0012_M9;1;VALFRAMBERT;MRO61.D;2;QT, TT, VT, LC, VC;01/09/2016;0;DIRNO
Obx54ySqFt_6051;01/01/2019;N0012;20496;61PR63D;300;170165;485649,3;6820988,5;0;53PR0U;0;190661;467058,19;6824252,89;0;I;0;ACCROCHE;N0012_M10;1;ALENCON_GANDEL;MRO61.B;2;QT, TT, VT, LC, VC;01/01/2017;0;DIRNO
Obx54ySqFt_6052;01/01/2019;N0012;4539;53PR0U;0;190661;467058,19;6824252,89;0;53PR4U;550;195200;463141,96;6822446,7;0;I;0;ACCROCHE;N0012_M11;1;N12_PRE EN PAIL;MWA53.E;2;QT, TT, VT, LC, VC;01/06/2017;0;DIRO
Obx54ySqFt_6053;01/01/2019;N0012;31653;53PR4U;550;195200;463141,96;6822446,7;0;53PR36U;853;226853;435475,84;6808982,43;0;I;0;ACCROCHE;N0012_M12;1;N12_LE_RIBAY;MWA53.G;4;QT, TT, VT, LC, VC, KC, EC, PC;01/12/1989;0;DIRO
Obx54ySqFt_6054;01/01/2019;N0012;3411;53PR36U;853;226853;435475,84;6808982,43;0;53PR40U;208;230264;432777,46;6807128,91;0;I;0;ACCROCHE;N0012_M13;1;N12_MAYENNE;MWA53.F;2;QT, TT, VT, LC, VC;01/06/2017;0;DIRO
Obx54ySqFt_6055;01/01/2019;N0012;21120;53PR42U;894;232981;430753,2;6807078,49;0;53PR63U;956;254101;409753,43;6806825,53;0;I;0;ACCROCHE;N0012_M17;1;N12_ERNEESOL;MWA53.L;2;QT, TT, VT, LC, VC;01/01/2008;0;DIRO
Obx54ySqFt_6056;01/01/2019;N0012;17676;53PR66U;600;256766;407164,69;6806871,6;0;35PR9U;340;274442;391132,86;6812898,59;0;I;0;ACCROCHE;N0012_M21;1;N12_FLEURIGNE;MWI35.W;2;QT, TT, VT, LC, VC;17/06/1905;0;DIRO
Obx54ySqFt_6057;01/01/2019;N0012;5965;35PR14U;0;279277;387031,95;6813421,95;0;DD35PR19D;0;285242;382116,45;6813362,07;0;I;0;ACCROCHE;N0012_M23;1;N12_ROMAGNE;MWK35.C;2;QT, TT, VT, LC, VC;01/01/2008;0;DIRO
Obx54ySqFt_6058;01/01/2019;N0012;5095;35PR62D;0;285797;349772,09;6791549,62;0;35PR67D;795;290892;345327,87;6792741,3;0;I;0;ACCROCHE;N0012_M24;1;N12_OI.11_1 CHAMP FLEURI;MWI35.H;2;QT, TT, VT, LC, VC;27/10/1992;0;DIRO
Obx54ySqFt_6059;01/01/2019;N0012;25003;35PR67D;795;290892;345327,87;6792741,3;0;35PR93D;7;315895;323351,35;6801981,49;0;I;0;ACCROCHE;N0012_M25;1;N12_STGILLES;MWK35.E;2;QT, TT, VT, LC, VC;15/01/1994;0;DIRO
Obx54ySqFt_6060;01/01/2019;N0012;34695;35PR93D;7;315895;323351,35;6801981,49;0;22PR27D;760;350590;299658,36;6825256,93;0;I;0;ACCROCHE;N0012_M27;1;N12_SEVIGNAC;MWC22.D;3;QT, TT, VT, LC, VC, KC;01/06/2019;1;DIRO
Obx54ySqFt_6061;01/01/2019;N0012;12785;22PR27D;760;350590;299658,36;6825256,93;0;22PR40D;450;363375;290188,92;6832953,01;0;I;0;ACCROCHE;N0012_M28;1;N12_LAMBALLESOL;MWC22.K;2;QT, TT, VT, LC, VC;28/04/1995;0;DIRO
Obx54ySqFt_6062;01/01/2019;N0012;7582;22PR40D;450;363375;290188,92;6832953,01;0;22PR48D;0;370957;283105,19;6835001,7;0;I;0;ACCROCHE;N0012_M29;1;N12_COETMIEUX;MWC22.E;2;QT, TT, VT, LC, VC;27/01/1994;1;DIRO
Obx54ySqFt_6063;01/01/2019;N0012;3305;22PR48D;0;370957;283105,19;6835001,7;0;22PR51D;300;374262;279882,14;6835416,25;0;I;0;ACCROCHE;N0012_M30;1;N12_YFFINIAC;MWC22.O;2;QT, TT, VT, LC, VC;01/06/2020;0;DIRO
Obx54ySqFt_6064;01/01/2019;N0012;3693;22PR61D;450;385292;273225,95;6842951,81;0;22PR64D;680;388985;269577,91;6842803,34;0;I;0;ACCROCHE;N0012_M33;1;N12_PLERIN;MWC22.L;2;QT, TT, VT, LC, VC;12/07/1995;0;DIRO
Obx54ySqFt_6065;01/01/2019;N0012;29264;22PR64D;680;388985;269577,91;6842803,34;0;22PR93D;800;418249;242645,83;6847411,32;0;I;0;ACCROCHE;N0012_M34;1;N12_PLELO;MWC22.C;4;QT, TT, VT, LC, VC, KC, EC, PC;01/06/2020;0;DIRO
Obx54ySqFt_6066;01/01/2019;N0012;47261;22PR93D;800;418249;242645,83;6847411,32;0;29PR17D;735;465510;197670,97;6854267,04;0;I;0;ACCROCHE;N0012_M35;1;N12_PLOUNERIN;MWC22.G;2;QT, TT, VT, LC, VC;27/01/1994;1;DIRO
Obx54ySqFt_6067;01/01/2019;N0012;7178;29PR17D;735;465510;197670,97;6854267,04;0;29PR24D;924;472688;192875,86;6850213,02;0;I;0;ACCROCHE;N0012_M36;1;N12_STMARTIN;MWF29.N;2;QT, TT, VT, LC, VC;13/03/1996;0;DIRO
Obx54ySqFt_6068;01/01/2019;N0012;32096;29PR24D;924;472688;192875,86;6850213,02;0;29PR57D;95;504784;161993,23;6845259,04;0;I;0;ACCROCHE;N0012_M37;1;N12GUICLAN;MWF29.G;3;QT, TT, VT, LC, VC, KC;01/06/2019;0;DIRO
Obx54ySqFt_6069;01/01/2019;N0012;12997;29PR57D;95;504784;161993,23;6845259,04;0;FRD;0;517781;149901,31;6840747,92;0;I;0;ACCROCHE;N0012_M38;1;N12_GUIPAVAS;MWF29.F;2;QT, TT, VT, LC, VC;01/02/1994;0;DIRO
Obx54ySqFt_6070;01/01/2019;N0013;3812;DD92PR8D;0;2175;634719,77;6864816,23;0;78PR24D;180;5987;632094,54;6866991,92;0;I;0;ACCROCHE;N0013_M3;1;N13_ST GERMAIN EN LAYE;MIY78.F;2;QT, TT, VT, LC, VC;22/12/1992;1;DIRIF
Obx54ySqFt_6071;01/01/2019;N0013;1557;78PR24D;180;5987;632094,54;6866991,92;0;78PR76U;0;7544;630699,59;6867537,75;0;I;0;ACCROCHE;N0013_M4;1;N13_ST GERMAIN;MIY78.X;2;QT, TT, VT, LC, VC;01/10/1995;0;DIRIF
Obx54ySqFt_6072;01/01/2019;N0013;9034;78PR76U;0;7544;590727;6881321,34;0;27PR6D;600;16578;581887,75;6879928,09;0;I;0;ACCROCHE;N0013_M5;1;N13 CHAUFFOUR;MRY78.C;2;QT, TT, VT, LC, VC;01/12/2016;0;DIRNO
Obx54ySqFt_6073;01/01/2019;N0013;11927;27PR6D;600;16578;581887,75;6879928,09;0;DF27PR18U;182;28505;570239,19;6880845,78;0;I;0;ACCROCHE;N0013_M6;1;MISEREY;MUE27.c;2;QT, TT, VT, LC, VC;01/03/2017;1;DIRNO
Obx54ySqFt_6074;01/01/2019;N0013;9160;14PR69D;630;32115;450274,42;6904423,53;0;14PR79D;212;41275;442015,76;6908090,81;0;I;0;ACCROCHE;N0013_M9;1;N13_CARPIQUET;MRC14.L;2;QT, TT, VT, LC, VC;01/07/2015;1;DIRNO
Obx54ySqFt_6075;01/01/2019;N0013;8814;14PR79D;212;41275;442015,76;6908090,81;0;14PR87D;887;50089;434358,41;6912039,97;0;I;0;ACCROCHE;N0013_M10;1;N13_CARCAGNY;MrC14.H;2;QT, TT, VT, LC, VC;01/10/2017;1;DIRNO
