objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;xD;yD;zD;prF;depPrF;concessionPrF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;modeComptage;modeComptage_lib;tmjaVL;tmjaPL;tmjm01VL;tmjm01PL;tmjm02VL;tmjm02PL;tmjm03VL;tmjm03PL;tmjm04VL;tmjm04PL;tmjm05VL;tmjm05PL;tmjm06VL;tmjm06PL;tmjm07VL;tmjm07PL;tmjm08VL;tmjm08PL;tmjm09VL;tmjm09PL;tmjm10VL;tmjm10PL;tmjm11VL;tmjm11PL;tmjm12VL;tmjm12PL;sectionnement_departement;sectionnement_gestionnaire
kPidNoBFXR_15;02/01/2018;A0411;953;0;74;C;0;0;948960,51;6569745,79;0;0;74;C;953;953;948030,07;6569976,23;0;I;0;ACCROCHE;1;1;29213;460;28484;375;29951;500;29574;447;28989;459;28252;451;29387;469;27084;468;28715;465;29574;511;29873;441;30723;537;30084;403;74;ATMB
kPidNoBFXR_16;02/01/2018;A0411;1186;0;74;C;953;953;948030,07;6569976,23;0;2;74;C;139;2139;946921,7;6570401,04;0;I;0;ACCROCHE;1;1;17202;190;17257;167;18147;217;17621;185;17011;175;16835;170;17523;177;15780;197;16403;216;17036;227;16744;131;18385;240;17810;182;74;ATMB
Qm9uydFBcz_1;02/01/2018;A0065;11180;0;33;C;0;0;446271,16;6386389,26;0;11;33;C;180;11180;441688,08;6377205,69;0;I;0;ACCROCHE;1;1;7811;1029;6928;984;8862;1089;8536;1061;7322;1014;7034;994;7330;1107;9456;1075;10414;912;7565;1026;7356;1163;5953;1035;6979;898;33;ALIENOR
GBKZI0ibzc_1;02/01/2018;A0065;19170;11;33;C;180;11180;441688,08;6377205,69;0;30;33;C;350;30350;442146,83;6359167,84;0;I;0;ACCROCHE;1;1;7131;913;6385;873;8182;949;7915;937;6663;900;6358;892;6627;978;8698;958;9670;823;6901;914;6694;1041;5169;899;6307;795;33;ALIENOR
GBKZI0ibzc_2;02/01/2018;A0065;9930;30;33;C;350;30350;442146,83;6359167,84;0;40;33;C;280;40280;439625,93;6349616,96;0;I;0;ACCROCHE;1;1;7021;898;6272;856;8064;926;7807;921;6529;890;6240;877;6542;965;8588;944;9596;818;6787;895;6581;1015;5058;888;6190;784;33;ALIENOR
ckRqRXe_section1_GBKZI0ibzc_2;02/01/2018;A0065;18620;40;33;C;280;40280;439625,93;6349616,96;0;58;40;C;900;58900;432680,6;6333146,63;0;I;0;ACCROCHE;1;1;7021;898;6272;856;8064;926;7807;921;6529;890;6240;877;6542;965;8588;944;9596;818;6787;895;6581;1015;5058;888;6190;784;40;ALIENOR
Qm9uydFBcz_4;02/01/2018;A0065;11720;58;40;C;900;58900;432680,6;6333146,63;0;70;40;C;620;70620;427939,84;6322745,04;0;I;0;ACCROCHE;1;1;6895;843;6199;800;8012;872;7716;859;6393;835;6111;821;6417;902;8438;884;9438;772;6652;843;6422;960;4912;831;6031;736;40;ALIENOR
Qm9uydFBcz_5;02/01/2018;A0065;28830;70;40;C;620;70620;427939,84;6322745,04;0;99;40;C;450;99450;436266,4;6296726,49;0;I;0;ACCROCHE;1;1;5891;658;5505;626;7321;685;6905;680;5440;665;5195;650;5389;705;6980;686;7992;594;5590;661;5383;760;3983;631;5050;555;40;ALIENOR
GBKZI0ibzc_3;02/01/2018;A0065;6450;99;40;C;450;99450;436266,4;6296726,49;0;105;40;C;900;105900;435068,48;6290738,1;0;I;0;ACCROCHE;1;1;7468;788;7020;754;8938;804;8576;817;7060;766;6782;766;7274;840;8628;810;9363;746;7281;831;7068;956;5304;733;6367;632;40;ALIENOR
GBKZI0ibzc_4;02/01/2018;A0065;11310;105;40;C;900;105900;435068,48;6290738,1;0;117;40;C;210;117210;433881,11;6279854,32;0;I;0;ACCROCHE;1;1;6196;693;5912;667;7758;713;7288;732;5717;686;5499;686;5794;740;7229;720;8024;662;5973;719;5779;790;4236;642;5198;560;40;ALIENOR
ckRqRXe_section1_GBKZI0ibzc_4;02/01/2018;A0065;790;117;40;C;210;117210;433881,11;6279854,32;0;118;64;C;0;118000;433556,36;6279140,6;0;I;0;ACCROCHE;1;1;6196;693;5912;667;7758;713;7288;732;5717;686;5499;686;5794;740;7229;720;8024;662;5973;719;5779;790;4236;642;5198;560;64;ALIENOR
Qm9uydFBcz_8;02/01/2018;A0065;12060;118;64;C;0;118000;433556,36;6279140,6;0;130;64;C;60;130060;431222,87;6268676,98;0;I;0;ACCROCHE;1;1;6393;719;6099;681;7952;732;7502;754;5916;713;5701;713;5997;767;7458;747;8230;691;6184;774;5987;815;4408;660;5329;579;64;ALIENOR
Qm9uydFBcz_9;02/01/2018;A0065;20180;130;64;C;60;130060;431222,87;6268676,98;0;150;64;C;240;150240;420323,13;6256745,83;0;I;0;ACCROCHE;1;1;6055;678;5813;649;7635;702;7184;717;5555;675;5370;684;5659;726;7093;702;7868;652;5845;725;5633;766;4099;614;4960;532;64;ALIENOR
sCZ1PUAt5F_1;02/01/2018;A0088;15045;0;61;C;545;545;492906,6;6840809,52;0;15;61;C;590;15590;479737,53;6847345,75;0;I;0;ACCROCHE;1;1;5409;1003;3957;937;4188;1037;4677;1013;5332;992;5708;967;6056;1075;6967;1028;7170;845;5893;969;5494;1080;4733;1133;4731;948;61;ALICORNE
sCZ1PUAt5F_2;02/01/2018;A0088;18847;15;61;C;590;15590;479737,53;6847345,75;0;34;61;C;437;34437;470239,05;6862022,72;0;I;0;ACCROCHE;2;2;5370;1000;4305;819;4512;892;4957;910;5570;960;5735;956;6185;1141;4322;277;7663;1387;5875;1201;5545;1209;4820;1236;4948;1008;61;ALICORNE
FZnG4c3_section1_sCZ1PUAt5F_2;02/01/2018;A0088;270;34;61;C;437;34437;470239,05;6862022,72;0;34;61;C;707;34707;470151,15;6862277,73;0;I;0;ACCROCHE;2;2;5370;1000;4305;819;4512;892;4957;910;5570;960;5735;956;6185;1141;4322;277;7663;1387;5875;1201;5545;1209;4820;1236;4948;1008;14;ALICORNE
FZnG4c3_section2_sCZ1PUAt5F_2;02/01/2018;A0088;31;34;61;C;707;34707;470151,15;6862277,73;0;34;61;C;738;34738;470134,33;6862315,15;0;I;0;ACCROCHE;2;2;5370;1000;4305;819;4512;892;4957;910;5570;960;5735;956;6185;1141;4322;277;7663;1387;5875;1201;5545;1209;4820;1236;4948;1008;61;ALICORNE
FZnG4c3_section3_sCZ1PUAt5F_2;02/01/2018;A0088;169;34;61;C;738;34738;470134,33;6862315,15;0;34;61;C;907;34907;470055,64;6862469,93;0;I;0;ACCROCHE;2;2;5370;1000;4305;819;4512;892;4957;910;5570;960;5735;956;6185;1141;4322;277;7663;1387;5875;1201;5545;1209;4820;1236;4948;1008;14;ALICORNE
FZnG4c3_section4_sCZ1PUAt5F_2;02/01/2018;A0088;144;34;61;C;907;34907;470055,64;6862469,93;0;35;61;C;51;35051;469970,75;6862590,36;0;I;0;ACCROCHE;2;2;5370;1000;4305;819;4512;892;4957;910;5570;960;5735;956;6185;1141;4322;277;7663;1387;5875;1201;5545;1209;4820;1236;4948;1008;61;ALICORNE
sCZ1PUAt5F_3;02/01/2018;A0088;4979;39;14;C;898;39898;466882,52;6866285,78;0;44;14;C;877;44877;463966,51;6870225,61;0;I;0;ACCROCHE;2;2;8863;1543;7722;1215;7992;1354;8568;1382;9549;1433;9888;1391;10238;1528;10821;1558;10314;1713;9163;1806;8176;1865;7137;1657;6785;1612;14;ALICORNE
pt7rUqr9QQ_121;02/01/2018;A0007;10245;6;38;C;0;20364;843170,65;6487932,34;0;16;38;C;245;30609;841286,89;6478245,59;0;I;0;ACCROCHE;1;1;59987;14380;41527;14332;42969;15249;47206;15443;64314;14876;67594;14665;68243;15649;88043;14896;94726;12160;66070;13760;54418;15247;40392;14432;42666;11972;38;ASF
pt7rUqr9QQ_122;02/01/2018;A0007;7385;16;38;C;245;30609;841286,89;6478245,59;0;23;38;C;630;37994;841946,36;6471025,19;0;I;0;ACCROCHE;1;1;60936;14479;42323;14427;43866;15351;48163;15547;65330;14974;68603;14763;69323;15756;89322;15009;95805;12250;67028;13862;55373;15359;41103;14525;43314;12043;38;ASF
pt7rUqr9QQ_123;02/01/2018;A0007;2650;23;38;C;630;37994;841946,36;6471025,19;0;26;38;C;280;40644;842482,22;6468533,76;0;I;0;ACCROCHE;1;1;55769;13280;36957;13131;38495;13976;42578;14166;59975;13774;63347;13625;63646;14489;84117;13772;91795;11267;61820;12717;49729;14000;36412;13462;38648;11093;38;ASF
OM35XGe_section1_pt7rUqr9QQ_123;02/01/2018;A0007;28826;26;38;C;280;40644;842482,22;6468533,76;0;55;26;C;106;69470;847309,67;6442597,33;0;I;0;ACCROCHE;1;1;55769;13280;36957;13131;38495;13976;42578;14166;59975;13774;63347;13625;63646;14489;84117;13772;91795;11267;61820;12717;49729;14000;36412;13462;38648;11093;26;ASF
pt7rUqr9QQ_124;02/01/2018;A0007;10733;55;26;C;106;69470;847309,67;6442597,33;0;65;26;C;839;80203;848666,22;6432135,15;0;I;0;ACCROCHE;1;1;55458;13052;36597;12833;38296;13713;42615;13897;59899;13665;63136;13534;63842;14383;83075;13503;91255;11037;61778;12450;49520;13707;35910;13190;37896;10822;26;ASF
pt7rUqr9QQ_125;02/01/2018;A0007;7931;65;26;C;839;80203;848666,22;6432135,15;0;73;26;C;770;88134;848028,98;6424350,86;0;I;0;ACCROCHE;1;1;50167;12984;31586;12872;33063;13722;37132;13885;54104;13519;57658;13364;57916;14211;77552;13455;86219;10976;56304;12414;43989;13679;31321;13120;33470;10702;26;ASF
pt7rUqr9QQ_126;02/01/2018;A0007;18505;73;26;C;770;88134;848028,98;6424350,86;0;92;26;C;275;106639;841979,92;6408158,15;0;I;0;ACCROCHE;1;1;69968;13982;48615;13842;51406;14756;56473;14900;75562;14544;78577;14396;79517;15361;103694;14621;112507;11869;78121;13470;63346;14842;43902;14060;46014;11249;26;ASF
pt7rUqr9QQ_127;02/01/2018;A0007;9927;92;26;C;275;106639;841979,92;6408158,15;0;102;26;C;202;116566;842441,09;6398504,77;0;I;0;ACCROCHE;1;1;66003;13723;44573;13583;47494;14518;52071;14629;71295;14257;74399;14137;74841;15059;100263;14363;109293;11685;73805;13224;58967;14547;40254;13755;42871;11041;26;ASF
pt7rUqr9QQ_128;02/01/2018;A0007;22431;102;26;C;202;116566;842441,09;6398504,77;0;124;26;C;633;138997;840496,9;6377353,4;0;I;0;ACCROCHE;1;1;59804;13059;38969;12985;41607;13844;46123;14027;64606;13640;67671;13500;67715;14347;93859;13669;103324;11134;67083;12513;52459;13792;34742;12953;37564;10423;26;ASF
pt7rUqr9QQ_129;02/01/2018;A0007;17977;124;26;C;633;138997;840496,9;6377353,4;0;142;26;C;610;156974;838696,36;6360045,49;0;I;0;ACCROCHE;1;1;58997;12727;38425;12671;40840;13480;45308;13610;63974;13331;66868;13214;66609;13982;93205;13321;103509;10908;66464;12181;51913;13373;34016;12645;34918;10122;26;ASF
OM35XGe_section1_pt7rUqr9QQ_129;02/01/2018;A0007;3730;142;26;C;610;156974;838696,36;6360045,49;0;146;84;C;340;160704;839253,27;6356460,91;0;I;0;ACCROCHE;1;1;58997;12727;38425;12671;40840;13480;45308;13610;63974;13331;66868;13214;66609;13982;93205;13321;103509;10908;66464;12181;51913;13373;34016;12645;34918;10122;84;ASF
pt7rUqr9QQ_130;02/01/2018;A0007;16490;146;84;C;340;160704;839253,27;6356460,91;0;162;84;C;830;177194;841060,29;6342366,05;0;I;0;ACCROCHE;1;1;60541;12937;40815;12928;43271;13729;47472;13819;65709;13564;68192;13437;68323;14246;94112;13568;104096;11154;68128;12394;54328;13631;35310;12765;34917;10123;84;ASF
pt7rUqr9QQ_131;02/01/2018;A0007;3929;162;84;C;830;177194;841060,29;6342366,05;0;166;84;C;759;181123;842816,01;6338889,74;0;I;0;ACCROCHE;1;1;67175;14300;46589;14194;49185;15087;53583;15217;72419;14919;74931;14726;75628;15758;101901;14989;111722;12300;74990;13680;60920;15078;41298;14230;41049;11540;84;ASF
pt7rUqr9QQ_132;02/01/2018;A0007;639;166;84;C;759;181123;842816,01;6338889,74;0;167;84;C;398;181762;843250,4;6338422,15;0;I;0;ACCROCHE;1;1;47162;8008;34872;7758;36560;8241;40021;8453;51851;8385;53209;8169;54081;9064;67420;8702;71825;7327;52119;7967;44819;8660;29856;7469;28264;5956;84;ASF
pt7rUqr9QQ_133;02/01/2018;A0007;5042;167;84;C;398;181762;843250,4;6338422,15;0;172;84;C;440;186804;847540,51;6336266,39;0;I;0;ACCROCHE;1;1;46875;7982;35494;7774;37128;8276;40534;8452;51770;8329;52972;8178;53321;9020;66080;8681;70708;7340;51856;7990;45006;8708;29650;7402;27008;5687;84;ASF
pt7rUqr9QQ_134;02/01/2018;A0007;16040;172;84;C;440;186804;847540,51;6336266,39;0;188;84;C;480;202844;851838,51;6322008,04;0;I;0;ACCROCHE;1;1;46269;7164;35050;6867;36699;7316;39994;7543;50920;7393;52248;7303;52231;8041;64840;7746;70175;6649;51164;7131;44517;7722;29416;6800;26999;5494;84;ASF
pt7rUqr9QQ_135;02/01/2018;A0007;9640;188;84;C;480;202844;851838,51;6322008,04;0;198;84;C;120;212484;853885,57;6312777,69;0;I;0;ACCROCHE;1;1;52982;7868;41425;7548;43172;8015;46739;8276;57996;8130;59372;8029;60256;8823;72665;8577;78075;7444;58831;7921;51871;8531;34196;7332;30221;5826;84;ASF
pt7rUqr9QQ_136;02/01/2018;A0007;1355;198;84;C;120;212484;853885,57;6312777,69;0;199;84;C;475;213839;854505,45;6311612,22;0;I;0;ACCROCHE;1;1;51247;7587;39984;7283;41864;7699;45080;7977;55881;7837;56707;7726;57937;8448;70529;8182;74536;7041;56557;7500;49990;8226;34051;7224;30925;5932;84;ASF
OM35XGe_section1_pt7rUqr9QQ_136;02/01/2018;A0007;12385;199;84;C;475;213839;854505,45;6311612,22;0;211;13;C;860;226224;863613,14;6303922,66;0;I;0;ACCROCHE;1;1;51247;7587;39984;7283;41864;7699;45080;7977;55881;7837;56707;7726;57937;8448;70529;8182;74536;7041;56557;7500;49990;8226;34051;7224;30925;5932;13;ASF
pt7rUqr9QQ_137;02/01/2018;A0007;9330;211;13;C;860;226224;863613,14;6303922,66;0;221;13;C;190;235554;868110,26;6296015,09;0;I;0;ACCROCHE;1;1;57885;9031;45643;8661;47781;9152;51088;9477;62861;9307;63592;9072;65375;9928;78491;9653;81885;8349;63971;8934;56604;9762;39646;8739;36712;7375;13;ASF
pt7rUqr9QQ_138;02/01/2018;A0007;9790;221;13;C;190;235554;868110,26;6296015,09;0;230;13;C;980;245344;869693,31;6286551,61;0;I;0;ACCROCHE;1;1;55732;8799;43620;8386;45891;8911;49140;9230;60640;9099;61166;8881;62900;9691;75339;9375;78555;8085;61756;8638;54465;9458;38610;8577;35784;7292;13;ASF
pt7rUqr9QQ_139;02/01/2018;A0007;4006;230;13;C;980;245344;869693,31;6286551,61;0;234;13;C;986;249350;871825,02;6283178,85;0;I;0;ACCROCHE;1;1;53976;8760;41927;8356;44149;8876;47333;9159;58783;9066;59332;8845;61031;9654;73408;9339;76780;8053;59914;8603;52628;9423;37139;8538;34372;7247;13;ASF
pt7rUqr9QQ_140;02/01/2018;A0007;11044;234;13;C;986;249350;871825,02;6283178,85;0;246;13;C;30;260394;879961,4;6276338,49;0;I;0;ACCROCHE;1;1;82086;12035;65146;11418;68358;12293;72045;12816;88047;12546;88901;12543;92970;13283;108649;12790;114420;10431;90776;11911;80270;13004;60074;11950;54163;9507;13;ASF
pt7rUqr9QQ_141;02/01/2018;A0007;7842;246;13;C;30;260394;879961,4;6276338,49;0;0;13;N;0;268236;881107,2;6269235,08;0;I;0;ACCROCHE;1;1;36358;5150;32130;5238;33440;5579;35076;5838;38141;5167;38790;5246;40501;5508;40497;4646;41545;3756;39817;5017;38123;5832;30714;5634;27363;4400;13;ASF
pt7rUqr9QQ_218;02/01/2018;A0009;7920;0;84;C;0;0;842693,26;6339023,15;0;7;84;C;920;7920;841593,54;6331926,88;0;I;0;ACCROCHE;1;1;29757;8127;19850;8266;21256;8737;22381;8756;30900;8586;32209;8494;33391;8960;47981;8465;52573;6760;33758;7570;25884;8358;17552;8011;18420;6638;84;ASF
n8edM7N_section1_pt7rUqr9QQ_218;02/01/2018;A0009;6790;7;84;C;920;7920;841593,54;6331926,88;0;14;30;C;710;14710;839239,21;6326352,07;0;I;0;ACCROCHE;1;1;29757;8127;19850;8266;21256;8737;22381;8756;30900;8586;32209;8494;33391;8960;47981;8465;52573;6760;33758;7570;25884;8358;17552;8011;18420;6638;30;ASF
pt7rUqr9QQ_219;02/01/2018;A0009;14830;14;30;C;710;14710;839239,21;6326352,07;0;29;30;C;540;29540;828497,32;6316390,1;0;I;0;ACCROCHE;1;1;29837;7419;19974;7509;21299;7939;22382;7940;30862;7792;32451;7766;33204;8131;47843;7677;52818;6122;34008;6857;25859;7572;17917;7424;18495;6365;30;ASF
pt7rUqr9QQ_220;02/01/2018;A0009;17315;29;30;C;540;29540;828497,32;6316390,1;0;46;30;C;855;46855;814533,39;6307230,85;0;I;0;ACCROCHE;1;1;41134;8503;30400;8653;31646;9086;33269;9116;42925;8933;44664;8916;46111;9282;61966;8815;66346;7162;46521;7963;37443;8780;25779;8305;25511;7097;30;ASF
pt7rUqr9QQ_221;02/01/2018;A0009;8163;46;30;C;855;46855;814533,39;6307230,85;0;55;30;C;18;55018;808412,05;6302219,12;0;I;0;ACCROCHE;1;1;46990;8686;36247;8804;37457;9256;39425;9299;49129;9107;50873;9101;53153;9507;68124;9012;71711;7302;52798;8165;43911;9004;30569;8454;29480;7291;30;ASF
pt7rUqr9QQ_222;02/01/2018;A0009;17838;55;30;C;18;55018;808412,05;6302219,12;0;72;30;C;856;72856;795040,92;6292620,56;0;I;0;ACCROCHE;1;1;57494;9581;45140;9634;46815;10163;49316;10268;60602;10099;62270;10032;65538;10531;81026;10022;84611;8131;64735;9116;54980;10064;38288;9191;35551;7795;30;ASF
pt7rUqr9QQ_223;02/01/2018;A0009;1954;72;30;C;856;72856;795040,92;6292620,56;0;74;30;C;810;74810;793112,44;6292359,77;0;I;0;ACCROCHE;1;1;72707;14302;57542;14208;59128;15081;62773;15506;75487;15150;77641;15181;80684;15682;98866;14977;108028;11935;80665;13705;70291;15065;51334;13884;48642;11361;30;ASF
n8edM7N_section1_pt7rUqr9QQ_223;02/01/2018;A0009;3610;74;30;C;810;74810;793112,44;6292359,77;0;78;34;C;420;78420;790293,61;6290268,05;0;I;0;ACCROCHE;1;1;72707;14302;57542;14208;59128;15081;62773;15506;75487;15150;77641;15181;80684;15682;98866;14977;108028;11935;80665;13705;70291;15065;51334;13884;48642;11361;34;ASF
pt7rUqr9QQ_224;02/01/2018;A0009;8620;78;34;C;420;78420;790293,61;6290268,05;0;87;34;C;40;87040;782526,91;6286752,04;0;I;0;ACCROCHE;1;1;79249;14639;64317;14520;65685;15459;69635;15921;82557;15504;84663;15542;88097;16150;105605;15372;114560;12222;87786;14038;77550;15431;56432;14106;52722;11516;34;ASF
pt7rUqr9QQ_225;02/01/2018;A0009;14514;108;34;C;385;108385;766599,66;6273427;0;122;34;C;899;122899;755315,14;6264920,99;0;I;0;ACCROCHE;1;1;60693;12966;47253;13057;48406;13892;52243;14362;63655;13929;66550;14008;68768;14288;87305;13600;98696;10790;69165;12409;59037;13669;39151;12481;26829;9238;34;ASF
pt7rUqr9QQ_226;02/01/2018;A0009;25531;122;34;C;899;122899;755315,14;6264920,99;0;148;34;C;430;148430;733717,49;6253171,47;0;I;0;ACCROCHE;1;1;51015;12904;38097;13014;39045;13824;42406;14282;53112;13844;55807;13968;57323;14172;75865;13545;88005;10761;57904;12352;48012;13655;31542;12430;23772;9127;34;ASF
pt7rUqr9QQ_227;02/01/2018;A0009;10970;148;34;C;430;148430;733717,49;6253171,47;0;159;34;C;400;159400;723953,56;6248913,8;0;I;0;ACCROCHE;1;1;46919;12763;34883;12865;35723;13657;38860;14094;48699;13672;50811;13787;51938;14028;69409;13382;81374;10609;53186;12215;44123;13520;29377;12348;23417;9111;34;ASF
pt7rUqr9QQ_228;02/01/2018;A0009;7225;159;34;C;400;159400;723953,56;6248913,8;0;166;34;C;625;166625;718097,65;6244969,49;0;I;0;ACCROCHE;1;1;51317;13396;36168;13399;37124;14228;40679;14689;52814;14310;55343;14433;56474;14768;78707;14073;94246;11168;58626;12842;47043;14123;31057;12879;25949;9964;34;ASF
pt7rUqr9QQ_229;02/01/2018;A0009;8989;166;34;C;625;166625;718097,65;6244969,49;0;175;34;C;614;175614;712287,94;6238516,49;0;I;0;ACCROCHE;1;1;50793;13000;35608;13002;36524;13796;39966;14218;52060;13863;54639;14005;55675;14286;78043;13613;94145;10836;58205;12402;46587;13665;30605;12583;25863;9847;34;ASF
n8edM7N_section1_pt7rUqr9QQ_229;02/01/2018;A0009;12807;175;34;C;614;175614;712287,94;6238516,49;0;188;11;C;421;188421;702781,2;6230805,37;0;I;0;ACCROCHE;1;1;50793;13000;35608;13002;36524;13796;39966;14218;52060;13863;54639;14005;55675;14286;78043;13613;94145;10836;58205;12402;46587;13665;30605;12583;25863;9847;11;ASF
pt7rUqr9QQ_230;02/01/2018;A0009;3603;188;11;C;421;188421;702781,2;6230805,37;0;192;11;C;24;192024;699506,49;6229318,85;0;I;0;ACCROCHE;1;1;56083;13173;39557;13130;40420;13959;44609;14466;58077;14125;60616;14222;62359;14518;86624;13822;102944;11007;64510;12582;51342;13932;33529;12742;26710;9693;11;ASF
pt7rUqr9QQ_231;02/01/2018;A0009;1620;192;11;C;24;192024;699506,49;6229318,85;0;193;11;C;644;193644;698657,49;6227956,68;0;I;0;ACCROCHE;1;1;54220;12455;37837;12359;38962;13161;42668;13522;55488;13200;58028;13432;59795;13647;84087;13032;100534;10336;62430;11863;49818;13190;32543;12142;26759;9676;11;ASF
pt7rUqr9QQ_232;02/01/2018;A0009;14511;193;11;C;644;193644;698657,49;6227956,68;0;208;11;C;155;208155;696140,23;6214876,63;0;I;0;ACCROCHE;1;1;39561;10564;26165;10692;26611;11272;29857;11653;40118;11311;42429;11472;43059;11515;64876;10901;79669;8457;46793;9632;34939;10856;21916;10454;16842;8647;11;ASF
pt7rUqr9QQ_233;02/01/2018;A0009;11075;208;11;C;155;208155;696140,23;6214876,63;0;219;11;C;230;219230;697537,93;6204410,15;0;I;0;ACCROCHE;1;1;36992;10182;23929;10313;24418;10904;27485;11206;37325;10893;39778;11071;40152;11104;61139;10476;75781;8164;43887;9334;32475;10435;20104;10040;16004;8339;11;ASF
pt7rUqr9QQ_234;02/01/2018;A0009;8744;219;11;C;230;219230;697537,93;6204410,15;0;227;11;C;974;227974;698585,43;6196493,63;0;I;0;ACCROCHE;1;1;33030;10014;22106;10283;22478;10872;25099;11154;33491;10846;35492;11008;35621;11017;53755;10383;67469;8083;39228;9272;29378;10305;17602;9585;13423;7463;11;ASF
n8edM7N_section1_pt7rUqr9QQ_234;02/01/2018;A0009;13421;227;11;C;974;227974;698585,43;6196493,63;0;241;66;C;395;241395;691400,75;6187031,07;0;I;0;ACCROCHE;1;1;33030;10014;22106;10283;22478;10872;25099;11154;33491;10846;35492;11008;35621;11017;53755;10383;67469;8083;39228;9272;29378;10305;17602;9585;13423;7463;66;ASF
pt7rUqr9QQ_235;02/01/2018;A0009;13718;241;66;C;395;241395;691400,75;6187031,07;0;255;66;C;113;255113;688620,09;6173847,5;0;I;0;ACCROCHE;1;1;25570;9440;15517;9679;15357;10295;18006;10517;25749;10210;27982;10374;27652;10373;44100;9746;56098;7429;30627;8684;21717;9626;12914;9196;9955;7264;66;ASF
pt7rUqr9QQ_236;02/01/2018;A0009;16780;255;66;C;113;255113;688620,09;6173847,5;0;271;66;C;893;271893;685178,35;6158392,98;0;I;0;ACCROCHE;1;1;24649;10051;15611;10381;15268;11057;17777;11294;24977;10921;26971;11126;25954;10999;41175;10198;53047;7797;29887;9153;21622;10203;12692;9775;9740;7824;66;ASF
pt7rUqr9QQ_237;02/01/2018;A0009;8582;271;66;C;893;271893;685178,35;6158392,98;0;280;66;C;475;280475;688911,76;6151643,75;0;I;0;ACCROCHE;1;1;22526;10351;13091;10707;12710;11478;15090;11735;22340;11214;24713;11414;23032;11210;39185;10431;52480;7981;27273;9284;18898;10475;11148;10228;9196;8185;66;ASF
pt7rUqr9QQ_24;02/01/2018;A0020;2797;285;19;N;562;283371;582420,96;6441584,83;0;288;19;C;359;286168;583598,2;6439118,7;0;I;0;ACCROCHE;1;1;15695;3091;10722;3013;11102;2928;12234;3294;16366;3094;16679;3077;15568;3380;23256;3256;27966;2733;15889;3094;14508;3394;10832;3256;12644;2576;19;ASF
nNhOk7d_section1_pt7rUqr9QQ_24;02/01/2018;A0020;5646;288;19;C;359;286168;583598,2;6439118,7;0;294;46;C;5;291814;583956,76;6433817,59;0;I;0;ACCROCHE;1;1;15695;3091;10722;3013;11102;2928;12234;3294;16366;3094;16679;3077;15568;3380;23256;3256;27966;2733;15889;3094;14508;3394;10832;3256;12644;2576;46;ASF
pt7rUqr9QQ_25;02/01/2018;A0020;11462;294;46;C;5;291814;583956,76;6433817,59;0;305;46;C;467;303276;581698,09;6423028,29;0;I;0;ACCROCHE;1;1;14437;2967;9913;2908;10252;2802;11322;3177;15113;2977;15324;2959;14329;3246;21474;3128;25596;2627;14430;2962;13340;3238;9865;3113;11748;2460;46;ASF
pt7rUqr9QQ_26;02/01/2018;A0020;24232;305;46;C;467;303276;581698,09;6423028,29;0;329;46;C;699;327508;586960;6400938,44;0;I;0;ACCROCHE;1;1;13954;2952;9648;2899;10028;2792;11073;3161;14664;2966;14864;2941;13817;3223;20475;3113;24277;2614;13896;2954;13042;3225;9602;3093;11564;2446;46;ASF
pt7rUqr9QQ_27;02/01/2018;A0020;21716;329;46;C;699;327508;586960;6400938,44;0;351;46;C;415;349224;581807,13;6382389,97;0;I;0;ACCROCHE;1;1;14117;2783;9972;2703;10211;2582;11422;2959;14849;2779;14958;2777;14084;3034;20207;2938;23783;2499;14381;2803;13423;3070;9908;2928;11721;2314;46;ASF
pt7rUqr9QQ_28;02/01/2018;A0020;22681;351;46;C;415;349224;581807,13;6382389,97;0;374;46;C;96;371905;580417,22;6361528,7;0;I;0;ACCROCHE;1;1;12901;2624;9049;2533;9145;2385;10404;2791;13577;2620;13622;2620;12826;2860;18491;2772;21880;2360;13143;2648;12231;2892;9124;2791;10861;2202;46;ASF
pt7rUqr9QQ_29;02/01/2018;A0020;7935;374;46;C;96;371905;580417,22;6361528,7;0;382;46;C;31;379840;580701,89;6353799,94;0;I;0;ACCROCHE;1;1;15481;2676;11350;2492;10510;2216;13240;2872;16372;2698;16325;2689;15769;2954;21376;2877;24508;2439;16088;2726;15170;2992;11442;2854;13073;2271;46;ASF
nNhOk7d_section1_pt7rUqr9QQ_29;02/01/2018;A0020;14549;382;46;C;31;379840;580701,89;6353799,94;0;396;82;C;580;394389;581143,03;6340518,69;0;I;0;ACCROCHE;1;1;15481;2676;11350;2492;10510;2216;13240;2872;16372;2698;16325;2689;15769;2954;21376;2877;24508;2439;16088;2726;15170;2992;11442;2854;13073;2271;82;ASF
pt7rUqr9QQ_30;02/01/2018;A0020;16305;396;82;C;580;394389;581143,03;6340518,69;0;412;82;C;885;410694;571431,47;6328819,54;0;I;0;ACCROCHE;1;1;18853;2960;14206;2638;12231;2170;16890;3174;19994;3001;19917;3006;19833;3308;25202;3240;27888;2741;19900;3047;19131;3355;14757;3217;15611;2568;82;ASF
