objetID;dateReferentiel;route;longueur;prD;depPrD;concessionPrD;absD;cumulD;xD;yD;zD;prF;depPrF;concessionPrF;absF;cumulF;xF;yF;zF;cote;voie;accrochage;modeComptage;modeComptage_lib;tmjaVL;tmjaPL;tmjm01VL;tmjm01PL;tmjm02VL;tmjm02PL;tmjm03VL;tmjm03PL;tmjm04VL;tmjm04PL;tmjm05VL;tmjm05PL;tmjm06VL;tmjm06PL;tmjm07VL;tmjm07PL;tmjm08VL;tmjm08PL;tmjm09VL;tmjm09PL;tmjm10VL;tmjm10PL;tmjm11VL;tmjm11PL;tmjm12VL;tmjm12PL;sectionnement_departement;sectionnement_gestionnaire
c0THxOP_section3_pt7rUqr9QQ_96;02/01/2018;A0064;221;34;40;C;364;34364;367933,6;6276961,92;0;34;40;C;585;34585;368152,01;6276942,79;0;I;0;ACCROCHE;1;1;14330;1675;12216;1594;12372;1728;13129;1835;14651;1742;13867;1705;14353;1854;18433;1760;21310;1406;15906;1703;13691;1848;10657;1679;11126;1259;40;ASF
pt7rUqr9QQ_97;02/01/2018;A0064;1497;34;40;C;585;34585;368152,01;6276942,79;0;36;40;C;82;36082;369621,94;6276745,3;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;40;ASF
c0THxOP_section1_pt7rUqr9QQ_97;02/01/2018;A0064;1266;36;40;C;82;36082;369621,94;6276745,3;0;37;64;C;348;37348;370821,83;6276400,43;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;64;ASF
c0THxOP_section2_pt7rUqr9QQ_97;02/01/2018;A0064;898;37;64;C;348;37348;370821,83;6276400,43;0;38;40;C;246;38246;371750,17;6276464,05;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;40;ASF
c0THxOP_section3_pt7rUqr9QQ_97;02/01/2018;A0064;511;38;40;C;246;38246;371750,17;6276464,05;0;38;40;C;757;38757;371935,19;6276477,82;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;64;ASF
c0THxOP_section4_pt7rUqr9QQ_97;02/01/2018;A0064;323;38;40;C;757;38757;371935,19;6276477,82;0;39;40;C;80;39080;372503,17;6276330,61;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;40;ASF
c0THxOP_section5_pt7rUqr9QQ_97;02/01/2018;A0064;1735;39;40;C;80;39080;372503,17;6276330,61;0;40;64;C;815;40815;374173,7;6275965,09;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;64;ASF
c0THxOP_section6_pt7rUqr9QQ_97;02/01/2018;A0064;2199;40;64;C;815;40815;374173,7;6275965,09;0;43;40;C;14;43014;376227,35;6276346,14;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;40;ASF
c0THxOP_section7_pt7rUqr9QQ_97;02/01/2018;A0064;7114;43;40;C;14;43014;376227,35;6276346,14;0;50;64;C;128;50128;382705,06;6276076,79;0;I;0;ACCROCHE;1;1;16578;1779;13377;1674;13771;1820;14565;1931;17061;1865;16213;1825;16901;1992;22691;1882;26542;1491;18848;1799;15371;1981;11392;1761;11868;1340;64;ASF
pt7rUqr9QQ_98;02/01/2018;A0064;16357;50;64;C;128;50128;382705,06;6276076,79;0;66;64;C;485;66485;396727,69;6270548,87;0;I;0;ACCROCHE;1;1;16636;1835;13491;1732;13899;1865;14779;1984;17184;1916;16381;1876;16979;2031;22648;1946;26348;1546;19000;1905;15597;2064;11368;1810;11631;1362;64;ASF
pt7rUqr9QQ_99;02/01/2018;A0064;18650;66;64;C;485;66485;396727,69;6270548,87;0;85;64;C;135;85135;412457,46;6261769,39;0;I;0;ACCROCHE;1;1;17921;1819;14946;1706;15393;1851;16327;1981;18515;1910;17691;1879;18339;1988;23957;1942;27550;1529;20405;1905;17107;2057;12242;1769;12270;1327;64;ASF
pt7rUqr9QQ_100;02/01/2018;A0064;9666;85;64;C;135;85135;412457,46;6261769,39;0;94;64;C;801;94801;420359,5;6256659,72;0;I;0;ACCROCHE;1;1;18815;1933;15898;1824;16345;1970;17541;2110;19192;1990;18489;2005;19368;2116;24685;2045;28137;1654;21371;1995;18406;2177;13076;1884;12954;1440;64;ASF
pt7rUqr9QQ_101;02/01/2018;A0064;2889;94;64;C;801;94801;420359,5;6256659,72;0;97;64;C;690;97690;423029,39;6255604,56;0;I;0;ACCROCHE;1;1;23170;2200;20449;2061;22519;2238;23134;2383;23148;2277;22240;2280;23241;2429;29541;2357;33574;1884;25373;2297;22281;2495;15780;2083;16534;1624;64;ASF
pt7rUqr9QQ_102;02/01/2018;A0064;5874;97;64;C;690;97690;423029,39;6255604,56;0;103;64;C;564;103564;428520,49;6253688,65;0;I;0;ACCROCHE;1;1;20139;2002;17966;1880;19781;2055;20163;2195;20021;2082;19313;2078;20117;2213;25678;2121;29527;1676;22038;2056;19355;2326;13425;1908;14088;1444;64;ASF
pt7rUqr9QQ_103;02/01/2018;A0064;14026;103;64;C;564;103564;428520,49;6253688,65;0;117;64;C;590;117590;440427,3;6247011,31;0;I;0;ACCROCHE;1;1;19001;2035;17246;1906;19191;2083;19218;2219;18880;2106;18153;2096;18711;2264;23971;2189;27794;1724;20675;2088;18521;2365;12404;1939;13090;1455;64;ASF
pt7rUqr9QQ_104;02/01/2018;A0064;6859;117;64;C;590;117590;440427,3;6247011,31;0;124;64;C;449;124449;446137,67;6243770,64;0;I;0;ACCROCHE;1;1;18427;1965;16850;1889;18621;2073;18675;2159;18455;2018;17663;2009;18198;2191;23005;2113;26784;1673;19906;1989;18050;2212;12021;1859;12745;1413;64;ASF
c0THxOP_section1_pt7rUqr9QQ_104;02/01/2018;A0064;1858;124;64;C;449;124449;446137,67;6243770,64;0;126;65;C;307;126307;447869,14;6243210,33;0;I;0;ACCROCHE;1;1;18427;1965;16850;1889;18621;2073;18675;2159;18455;2018;17663;2009;18198;2191;23005;2113;26784;1673;19906;1989;18050;2212;12021;1859;12745;1413;65;ASF
c0THxOP_section2_pt7rUqr9QQ_104;02/01/2018;A0064;5352;126;65;C;307;126307;447869,14;6243210,33;0;131;64;C;659;131659;452493,26;6241754,51;0;I;0;ACCROCHE;1;1;18427;1965;16850;1889;18621;2073;18675;2159;18455;2018;17663;2009;18198;2191;23005;2113;26784;1673;19906;1989;18050;2212;12021;1859;12745;1413;64;ASF
c0THxOP_section3_pt7rUqr9QQ_104;02/01/2018;A0064;5954;131;64;C;659;131659;452493,26;6241754,51;0;137;65;C;613;137613;457790,95;6240015,14;0;I;0;ACCROCHE;1;1;18427;1965;16850;1889;18621;2073;18675;2159;18455;2018;17663;2009;18198;2191;23005;2113;26784;1673;19906;1989;18050;2212;12021;1859;12745;1413;65;ASF
pt7rUqr9QQ_105;02/01/2018;A0064;7445;137;65;C;613;137613;457790,95;6240015,14;0;145;65;C;58;145058;464895,66;6239540,96;0;I;0;ACCROCHE;1;1;17123;2030;14966;1924;16523;2143;16466;2189;17114;2117;16716;2121;17077;2293;21854;2185;26380;1747;18544;2081;16774;2311;11004;1871;11843;1401;65;ASF
pt7rUqr9QQ_106;02/01/2018;A0064;12909;145;65;C;58;145058;464895,66;6239540,96;0;157;65;C;967;157967;475352,16;6234559,63;0;I;0;ACCROCHE;1;1;21987;2128;19936;2037;21440;2222;21837;2278;22358;2201;22021;2194;22487;2387;27067;2331;31420;1850;23795;2171;22105;2447;14582;1981;14590;1455;65;ASF
pt7rUqr9QQ_107;02/01/2018;A0064;12749;157;65;C;967;157967;475352,16;6234559,63;0;170;65;C;716;170716;483222,04;6226196,18;0;I;0;ACCROCHE;1;1;22015;2183;19845;2070;21401;2256;21755;2317;22473;2237;22075;2234;22483;2431;27390;2387;31863;1904;23564;2336;21793;2556;14581;2013;14733;1468;65;ASF
pt7rUqr9QQ_108;02/01/2018;A0064;4285;170;65;C;716;170716;483222,04;6226196,18;0;175;65;C;1;175001;487435,58;6225836,97;0;I;0;ACCROCHE;1;1;16872;1998;14211;1903;15508;2084;15563;2110;16889;2056;16614;2054;17027;2216;21794;2169;26155;1722;18374;2103;16769;2326;11284;1861;12023;1392;65;ASF
pt7rUqr9QQ_109;02/01/2018;A0064;11970;175;65;C;1;175001;487435,58;6225836,97;0;186;65;C;971;186971;498809,68;6224497,35;0;I;0;ACCROCHE;1;1;16920;2020;14200;1901;15484;2058;15350;2124;16919;2123;16650;2120;16927;2281;21990;2228;26475;1770;18457;2063;16665;2271;11378;1887;12272;1424;65;ASF
c0THxOP_section1_pt7rUqr9QQ_109;02/01/2018;A0064;5465;186;65;C;971;186971;498809,68;6224497,35;0;192;31;C;436;192436;504047,82;6225686,39;0;I;0;ACCROCHE;1;1;16920;2020;14200;1901;15484;2058;15350;2124;16919;2123;16650;2120;16927;2281;21990;2228;26475;1770;18457;2063;16665;2271;11378;1887;12272;1424;31;ASF
pt7rUqr9QQ_110;02/01/2018;A0064;13824;192;31;C;436;192436;504047,82;6225686,39;0;206;31;C;260;206260;517546,61;6227677,24;0;I;0;ACCROCHE;1;1;17814;2046;15037;1841;16502;2012;16113;2121;17803;2141;17447;2149;17748;2321;23136;2275;27698;1795;19385;2107;17520;2316;12002;1944;13107;1536;31;ASF
pt7rUqr9QQ_111;02/01/2018;A0064;11989;206;31;C;260;206260;517546,61;6227677,24;0;218;31;C;249;218249;529020,68;6226594,96;0;I;0;ACCROCHE;1;1;19922;2162;17220;1971;18586;2115;18359;2219;19890;2235;19594;2247;20036;2441;25127;2408;29425;1898;21855;2229;19887;2459;13811;2076;15018;1652;31;ASF
pt7rUqr9QQ_112;02/01/2018;A0064;16021;218;31;C;249;218249;529020,68;6226594,96;0;234;31;C;270;234270;539760,32;6236540,29;0;I;0;ACCROCHE;1;1;20720;2387;17999;2181;19323;2327;19111;2444;20657;2441;20325;2453;20828;2677;25961;2672;30215;2100;22701;2480;20737;2735;14713;2315;15810;1824;31;ASF
c0THxOP_section1_pt7rUqr9QQ_112;02/01/2018;A0064;39762;234;31;C;270;234270;539760,32;6236540,29;0;274;31;N;89;274032;564068,55;6265520,9;0;I;0;ACCROCHE;1;1;20720;2387;17999;2181;19323;2327;19111;2444;20657;2441;20325;2453;20828;2677;25961;2672;30215;2100;22701;2480;20737;2735;14713;2315;15810;1824;31;DIRSO
c0THxOP_section2_pt7rUqr9QQ_112;02/01/2018;A0064;9023;274;31;N;89;274032;564068,55;6265520,9;0;283;31;C;112;283055;570001,86;6272110,27;0;I;0;ACCROCHE;1;1;20720;2387;17999;2181;19323;2327;19111;2444;20657;2441;20325;2453;20828;2677;25961;2672;30215;2100;22701;2480;20737;2735;14713;2315;15810;1824;31;ASF
pt7rUqr9QQ_113;02/01/2018;A0064;2505;283;31;C;112;283055;570001,86;6272110,27;0;285;31;C;617;285560;571489,8;6274122,2;0;I;0;ACCROCHE;2;2;107858;4748;103256;4165;107175;4565;112149;5121;111527;4878;108961;4894;110011;5326;104699;5176;107617;4199;107189;4643;113341;5270;103736;4945;104712;3854;31;ASF
ZtCI0k5DRl_6;02/01/2018;A0064;1869;285;31;C;617;285560;571489,8;6274122,2;0;287;31;C;486;287429;572432,61;6275689,81;0;I;0;ACCROCHE;2;2;124686;5225;122499;4806;123346;5167;129675;5729;126539;5236;120753;4916;130165;6108;126924;5561;123262;4758;128244;5505;128939;6040;119800;5500;116089;3364;31;ASF
pt7rUqr9QQ_116;02/01/2018;A0066;5559;0;31;C;0;0;590388,76;6259078,08;0;5;31;C;559;5559;588290,03;6255038,12;0;I;0;ACCROCHE;1;1;14397;790;13976;751;14576;834;14479;879;14465;822;13811;784;15079;898;16673;895;16500;686;14986;832;14840;906;11130;634;12206;566;31;ASF
ZtCI0k5DRl_7;02/01/2018;A0066;15202;5;31;C;559;5559;588290,03;6255038,12;0;20;31;C;761;20761;592357,95;6243354,96;0;I;0;ACCROCHE;1;1;10947;693;10232;657;11310;728;11320;781;10950;728;10434;695;11382;786;12586;793;13208;606;11683;732;11226;797;7902;532;9103;489;31;ASF
Pmj9Mxw_section1_ZtCI0k5DRl_7;02/01/2018;A0066;3690;20;31;C;761;20761;592357,95;6243354,96;0;24;9;C;451;24451;590699,38;6240104,81;0;I;0;ACCROCHE;1;1;10947;693;10232;657;11310;728;11320;781;10950;728;10434;695;11382;786;12586;793;13208;606;11683;732;11226;797;7902;532;9103;489;9;ASF
Pmj9Mxw_section2_ZtCI0k5DRl_7;02/01/2018;A0066;1955;24;9;C;451;24451;590699,38;6240104,81;0;26;31;C;406;26406;589631,74;6238478,77;0;I;0;ACCROCHE;1;1;10947;693;10232;657;11310;728;11320;781;10950;728;10434;695;11382;786;12586;793;13208;606;11683;732;11226;797;7902;532;9103;489;31;ASF
Pmj9Mxw_section3_ZtCI0k5DRl_7;02/01/2018;A0066;290;26;31;C;406;26406;589631,74;6238478,77;0;26;31;C;696;26696;589553,97;6238284,35;0;I;0;ACCROCHE;1;1;10947;693;10232;657;11310;728;11320;781;10950;728;10434;695;11382;786;12586;793;13208;606;11683;732;11226;797;7902;532;9103;489;9;ASF
IPbfiYatjd_8;02/01/2018;A0066;12304;26;31;C;696;26696;589553,97;6238284,35;0;38;9;C;1000;39000;588266,58;6226562,12;0;I;0;ACCROCHE;1;1;10181;456;9441;479;10582;503;10551;521;10131;463;9670;465;10537;510;11697;499;12542;408;10907;466;10441;504;7223;331;8429;327;9;ASF
ZtCI0k5DRl_9;02/01/2018;A0072;10506;85;42;C;0;400;786573,49;6524639,86;0;95;42;C;506;10906;791956,95;6515719,42;0;I;0;ACCROCHE;1;1;15529;3373;12643;3321;13349;3531;14763;3527;16084;3383;16222;3301;16577;3642;19274;3592;19714;2893;16367;3389;15550;3651;12926;3452;12660;2826;42;ASF
pt7rUqr9QQ_143;02/01/2018;A0072;12136;95;42;C;506;10906;791956,95;6515719,42;0;107;42;C;642;23042;792752,73;6505014,51;0;I;0;ACCROCHE;1;1;17803;3470;15159;3439;15812;3641;17336;3642;18556;3498;18600;3414;18999;3764;21529;3706;21418;2957;18752;3473;17867;3735;14927;3514;14496;2882;42;ASF
pt7rUqr9QQ_144;02/01/2018;A0072;15877;107;42;C;642;23042;792752,73;6505014,51;0;123;42;C;519;38919;800694,97;6492352,16;0;I;0;ACCROCHE;1;1;22917;3645;20760;3629;21227;3836;23220;3842;23965;3684;23787;3590;24323;3933;26513;3903;25160;3070;24328;3660;23584;3922;19736;3674;18265;3023;42;ASF
ZtCI0k5DRl_13;02/01/2018;A0087N;1120;0;49;C;0;0;436370,66;6717374,58;0;1;49;C;120;1120;436696,5;6716311,7;0;I;0;ACCROCHE;2;2;55649;4123;52339;3834;53933;4145;55259;4397;57849;4232;55177;4025;59611;4546;58260;4444;51439;3531;57453;4180;58621;4561;54935;4205;52967;3403;49;ASF
ZtCI0k5DRl_14;02/01/2018;A0087N;1360;1;49;C;120;1120;436696,5;6716311,7;0;2;49;C;480;2480;436600,17;6714990,21;0;I;0;ACCROCHE;2;2;57837;4448;54055;4153;55761;4486;57249;4780;60132;4569;57543;4340;62093;4913;60838;4810;53731;3811;59723;4460;60900;4897;56900;4522;55136;3667;49;ASF
ZtCI0k5DRl_15;02/01/2018;A0087N;1240;2;49;C;480;2480;436600,17;6714990,21;0;3;49;C;720;3720;435931,77;6713976,08;0;I;0;ACCROCHE;2;2;60494;4218;56636;3885;58470;4220;60106;4514;62945;4302;60232;4132;65117;4637;63239;4550;56010;3617;62574;4216;63401;4783;59464;4305;57782;3488;49;ASF
ZtCI0k5DRl_16;02/01/2018;A0087N;920;3;49;C;720;3720;435931,77;6713976,08;0;4;49;C;640;4640;435267,31;6713349,91;0;I;0;ACCROCHE;2;2;62707;4254;58931;3936;60564;4237;62165;4542;65201;4345;62219;4154;67528;4685;65108;4549;57645;3637;65045;4286;65883;4789;61910;4367;60348;3545;49;ASF
ZtCI0k5DRl_17;02/01/2018;A0087N;820;4;49;C;640;4640;435267,31;6713349,91;0;5;49;C;460;5460;435050,88;6712568,33;0;I;0;ACCROCHE;2;2;72834;4320;69528;3950;71424;4260;73192;4626;76118;4427;72489;4251;77904;4759;74111;4632;65959;3703;75226;4356;76306;4863;71889;4429;70057;3615;49;ASF
ZtCI0k5DRl_18;02/01/2018;A0087N;680;5;49;C;460;5460;435050,88;6712568,33;0;6;49;C;140;6140;435220,21;6711930;0;I;0;ACCROCHE;2;2;52838;3777;49607;3395;50499;3747;52573;4088;55250;3916;53627;3766;56458;4147;55811;4033;50565;3255;54637;3841;54344;4194;50068;3784;50214;3131;49;ASF
ZtCI0k5DRl_19;02/01/2018;A0087N;1090;6;49;C;140;6140;435220,21;6711930;0;7;49;C;230;7230;435252,55;6710860,13;0;I;0;ACCROCHE;2;2;47397;3559;43467;3261;44447;3546;46177;3823;49447;3652;47997;3495;50583;3891;51055;3841;47115;3078;49006;3606;48940;3995;45352;3630;45009;2919;49;ASF
ZtCI0k5DRl_20;02/01/2018;A0087N;840;7;49;C;230;7230;435252,55;6710860,13;0;8;49;C;70;8070;435513,07;6710064,35;0;I;0;ACCROCHE;2;2;66396;3952;62186;3601;63364;3881;63830;4265;69528;4133;67674;3920;71771;4323;69991;4225;63040;3374;69138;4004;68596;4472;64309;4051;63328;3252;49;ASF
ZtCI0k5DRl_21;02/01/2018;A0087N;5375;8;49;C;70;8070;435513,07;6710064,35;0;13;49;C;445;13445;434267,19;6705436,44;0;I;0;ACCROCHE;2;2;57413;3858;54489;3313;55639;3569;57493;3808;60077;3896;56274;3798;59706;4293;60945;4202;55995;3333;60508;3892;59486;4298;54037;4708;54286;3199;49;ASF
ZtCI0k5DRl_22;02/01/2018;A0089;10375;19;33;C;0;385;441192,7;6424594,5;0;29;33;C;375;10760;444015,53;6434218,75;0;I;0;ACCROCHE;1;1;16160;1567;13174;1354;13469;1463;14034;1511;15627;1435;16002;1478;16703;1629;20411;1640;22935;1355;17148;1497;15852;1646;13552;2097;14702;1704;33;ASF
pt7rUqr9QQ_186;02/01/2018;A0089;14085;29;33;C;375;10760;444015,53;6434218,75;0;43;33;C;460;24845;456176,84;6439237,22;0;I;0;ACCROCHE;1;1;14724;1484;11567;1300;11920;1400;12318;1447;14170;1390;14571;1409;15023;1555;19414;1582;22718;1303;15734;1438;14140;1581;11656;1932;13113;1477;33;ASF
pt7rUqr9QQ_187;02/01/2018;A0089;11135;43;33;C;460;24845;456176,84;6439237,22;0;54;33;C;595;35980;466765,88;6437550,52;0;I;0;ACCROCHE;1;1;13333;1450;10103;1272;10513;1376;10804;1424;12928;1442;13195;1385;13495;1513;18078;1543;21661;1272;14277;1395;12583;1519;10300;1858;11713;1408;33;ASF
ZBmbOmG_section1_pt7rUqr9QQ_187;02/01/2018;A0089;9680;54;33;C;595;35980;466765,88;6437550,52;0;64;24;C;275;45660;475672,52;6435563,56;0;I;0;ACCROCHE;1;1;13333;1450;10103;1272;10513;1376;10804;1424;12928;1442;13195;1385;13495;1513;18078;1543;21661;1272;14277;1395;12583;1519;10300;1858;11713;1408;24;ASF
pt7rUqr9QQ_188;02/01/2018;A0089;18880;64;24;C;275;45660;475672,52;6435563,56;0;83;24;C;155;64540;493692,15;6438234,44;0;I;0;ACCROCHE;1;1;12704;1458;9477;1268;9891;1372;10141;1434;12349;1454;12666;1429;12729;1547;17451;1571;21226;1276;13567;1386;11857;1500;9666;1865;11071;1406;24;ASF
pt7rUqr9QQ_189;02/01/2018;A0089;7464;83;24;C;155;64540;493692,15;6438234,44;0;90;24;C;619;72004;498018,21;6444195,18;0;I;0;ACCROCHE;1;1;11478;1430;8423;1252;8828;1396;9015;1453;11082;1345;11375;1338;11442;1542;15983;1516;19693;1240;12230;1366;10569;1473;8721;1850;10036;1398;24;ASF
pt7rUqr9QQ_190;02/01/2018;A0089;12333;90;24;C;619;72004;498018,21;6444195,18;0;102;24;C;952;84337;507340,27;6452024,42;0;I;0;ACCROCHE;1;1;11478;1430;8423;1252;8828;1396;9015;1453;11082;1345;11375;1338;11442;1542;15983;1516;19693;1240;12230;1366;10569;1473;8721;1850;10036;1398;24;ASF
pt7rUqr9QQ_191;02/01/2018;A0089;13263;102;24;C;952;84337;507340,27;6452024,42;0;116;24;C;215;97600;519195,39;6451705,15;0;I;0;ACCROCHE;1;1;10534;1245;7620;1070;7991;1168;8162;1210;10108;1175;10406;1182;10396;1306;14924;1337;18567;1086;11246;1197;9611;1293;7901;1674;9146;1242;24;ASF
pt7rUqr9QQ_192;02/01/2018;A0089;8971;116;24;C;215;97600;519195,39;6451705,15;0;125;24;C;185;106571;527369,54;6452222,17;0;I;0;ACCROCHE;2;2;14994;2405;11515;2140;11768;2331;12234;2514;14346;2337;14766;2316;15177;2634;20790;2637;24010;2184;15729;2350;14161;2514;12127;2832;12908;2085;24;ASF
pt7rUqr9QQ_193;02/01/2018;A0089;31910;125;24;C;185;106571;527369,54;6452222,17;0;157;24;C;95;138481;556025,1;6451859,45;0;I;0;ACCROCHE;1;1;10504;1406;7268;1243;7778;1345;7827;1383;9918;1340;10313;1345;10143;1487;15502;1495;19587;1200;11009;1373;9377;1457;7883;1847;9076;1364;24;ASF
pt7rUqr9QQ_194;02/01/2018;A0089;7705;157;24;C;95;138481;556025,1;6451859,45;0;164;24;C;800;146186;562895,2;6453268,82;0;I;0;ACCROCHE;1;1;10249;1470;6917;1311;7438;1414;7427;1445;9653;1398;10112;1400;9833;1549;15486;1554;19735;1269;10720;1442;8997;1530;7515;1918;8776;1419;24;ASF
ZBmbOmG_section1_pt7rUqr9QQ_194;02/01/2018;A0089;11072;164;24;C;800;146186;562895,2;6453268,82;0;175;19;C;872;157258;572905,17;6451837,2;0;I;0;ACCROCHE;1;1;10249;1470;6917;1311;7438;1414;7427;1445;9653;1398;10112;1400;9833;1549;15486;1554;19735;1269;10720;1442;8997;1530;7515;1918;8776;1419;19;ASF
pt7rUqr9QQ_195;02/01/2018;A0089;8018;175;19;C;872;157258;572905,17;6451837,2;0;183;19;C;890;165276;579957,39;6454065,79;0;I;0;ACCROCHE;1;1;11347;1588;7823;1425;8381;1537;8422;1572;10754;1516;11277;1519;10984;1671;16792;1677;21075;1370;11870;1563;10105;1661;8536;2042;9753;1515;19;ASF
pt7rUqr9QQ_196;02/01/2018;A0089;7635;183;19;C;890;165276;579957,39;6454065,79;0;202;19;C;904;172911;591422,22;6465633,56;0;I;0;ACCROCHE;2;2;10982;1610;7736;1406;8174;1497;8184;1596;10410;1527;10857;1523;10541;1688;16506;1781;20282;1615;11408;1602;9772;1630;8293;1990;9508;1473;19;ASF
pt7rUqr9QQ_197;02/01/2018;A0089;13041;202;19;C;904;172911;591422,22;6465633,56;0;215;19;C;945;185952;602815,26;6470572,81;0;I;0;ACCROCHE;1;1;9701;1364;6693;1241;7523;1326;7156;1365;9110;1319;9651;1315;9157;1491;14346;1471;18487;1198;10072;1379;8625;1473;6757;1541;8509;1256;19;ASF
pt7rUqr9QQ_198;02/01/2018;A0089;8261;215;19;C;945;185952;602815,26;6470572,81;0;224;19;C;206;194213;610059,08;6468755,2;0;I;0;ACCROCHE;1;1;10315;1582;7226;1462;8116;1567;7756;1610;9727;1533;10273;1520;9806;1732;15032;1696;19250;1386;10687;1592;9285;1711;7264;1752;9027;1435;19;ASF
pt7rUqr9QQ_199;02/01/2018;A0089;18298;224;19;C;206;194213;610059,08;6468755,2;0;242;19;C;504;212511;623405,75;6479655,02;0;I;0;ACCROCHE;1;1;10282;1474;7124;1355;8054;1450;7674;1490;9668;1426;10215;1421;9697;1610;15051;1586;19387;1292;10667;1487;9222;1591;7223;1644;9056;1338;19;ASF
pt7rUqr9QQ_200;02/01/2018;A0089;24381;242;19;C;504;212511;623405,75;6479655,02;0;266;19;C;885;236892;642656,89;6490903,76;0;I;0;ACCROCHE;1;1;9720;1444;6635;1334;7572;1425;7097;1467;9126;1398;9627;1394;9106;1574;14483;1555;18826;1263;10061;1457;8605;1543;6655;1617;8518;1304;19;ASF
pt7rUqr9QQ_201;02/01/2018;A0089;16150;266;19;C;885;236892;642656,89;6490903,76;0;283;19;C;35;253042;654667,26;6498618,21;0;I;0;ACCROCHE;1;1;9094;1459;6054;1346;6931;1424;6413;1478;8538;1408;9040;1402;8495;1609;13831;1573;18222;1270;9403;1485;7916;1568;6035;1635;7919;1312;19;ASF
pt7rUqr9QQ_202;02/01/2018;A0089;6870;283;19;C;35;253042;654667,26;6498618,21;0;289;19;C;905;259912;659456,01;6502839,19;0;I;0;ACCROCHE;1;1;9418;1466;6352;1357;7259;1434;6739;1489;8875;1416;9362;1418;8797;1611;14177;1579;18579;1277;9745;1487;8262;1579;6316;1636;8224;1318;19;ASF
ZBmbOmG_section1_pt7rUqr9QQ_202;02/01/2018;A0089;16740;289;19;C;905;259912;659456,01;6502839,19;0;306;63;C;645;276652;675042,04;6508055,52;0;I;0;ACCROCHE;1;1;9418;1466;6352;1357;7259;1434;6739;1489;8875;1416;9362;1418;8797;1611;14177;1579;18579;1277;9745;1487;8262;1579;6316;1636;8224;1318;63;ASF
pt7rUqr9QQ_203;02/01/2018;A0089;22855;306;63;C;645;276652;675042,04;6508055,52;0;329;63;C;500;299507;685828,87;6526042,96;0;I;0;ACCROCHE;1;1;8927;1353;5992;1239;6676;1348;6551;1354;8305;1297;8882;1297;8273;1483;13669;1452;17923;1170;9172;1356;7697;1455;5899;1543;7740;1254;63;ASF
pt7rUqr9QQ_204;02/01/2018;A0089;20480;329;63;C;500;299507;685828,87;6526042,96;0;349;63;C;980;319987;699382,5;6539700,23;0;I;0;ACCROCHE;1;1;8545;1384;5711;1276;6384;1389;6263;1393;7915;1324;8491;1322;7914;1513;13196;1472;17253;1187;8766;1382;7344;1496;5600;1581;7370;1278;63;ASF
ZtCI0k5DRl_23;02/01/2018;A0089;8905;349;63;C;980;319987;699382,5;6539700,23;0;358;63;C;885;328892;707769,57;6541366,2;0;I;0;ACCROCHE;1;1;9516;1473;6650;1357;7345;1479;7312;1488;8905;1413;9452;1405;8968;1602;14213;1571;18120;1268;9798;1481;8381;1597;6510;1676;8199;1348;63;ASF
ZtCI0k5DRl_24;02/01/2018;A0089;11081;408;63;C;0;329692;718579,97;6525402,89;0;419;63;C;81;340773;729221,58;6527939,13;0;I;0;ACCROCHE;1;1;26526;2521;21299;2288;22848;2460;25564;2527;26470;2461;26995;2452;27089;2743;33756;2726;37164;2229;27308;2587;25873;2737;21110;2780;22351;2274;63;ASF
pt7rUqr9QQ_207;02/01/2018;A0089;9784;419;63;C;81;340773;729221,58;6527939,13;0;428;63;C;865;350557;738734,56;6529170,93;0;I;0;ACCROCHE;1;1;24723;2520;19430;2295;21075;2465;23575;2518;24715;2450;25219;2441;25005;2730;32015;2729;35881;2240;25300;2595;23761;2742;19371;2786;20828;2266;63;ASF
