"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"ClasseProfilTravSectionnee-2019-01-01-profil";"ClasseProfilTravSectionnee-2019-01-01-profil_lib";"ItiEuropeen-2015-01-01-ItiEuropeen";"Macro_sections-2019-01-01-CodeMacroSection";"Macro_sections-2019-01-01-MacroSectionEquipee";"Macro_sections-2019-01-01-NomStationRef";"Macro_sections-2019-01-01-CodeSiredoStationRef";"Macro_sections-2019-01-01-TypeStationRef";"Macro_sections-2019-01-01-TypeStationRef_lib";"Macro_sections-2019-01-01-DateStationRef";"Macro_sections-2019-01-01-IndiceNational";"Macro_sections-2019-01-01-sectionnement_gestionnaire";"sousReseauIndice-2019-01-01-sousReseauIndice";"sousReseauIndice-2019-01-01-sousReseauIndice_lib";"sectionnement_departement";"sectionnement_gestionnaire"
"RbUL9Wy_section1_201903271107_1";"2019-01-01";"N0125";"41";"18";"31";"N";"1625";"15616";"507894,16";"6207242,11";"0";"18";"31";"N";"1666";"15657";"507922,39";"6207218,83";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_2";"2019-01-01";"N0125";"3821";"18";"31";"N";"1666";"15657";"507922,39";"6207218,83";"0";"22";"31";"N";"423";"19478";"510711,52";"6205413,15";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_3";"2019-01-01";"N0125";"68";"22";"31";"N";"423";"19478";"510711,52";"6205413,15";"0";"22";"31";"N";"491";"19546";"510757";"6205386,17";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_4";"2019-01-01";"N0125";"2087";"22";"31";"N";"491";"19546";"510757";"6205386,17";"0";"24";"31";"N";"535";"21633";"511888,65";"6203745,42";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_5";"2019-01-01";"N0125";"16";"24";"31";"N";"535";"21633";"511888,65";"6203745,42";"0";"24";"31";"N";"551";"21649";"511880,76";"6203732,4";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_6";"2019-01-01";"N0125";"5488";"24";"31";"N";"551";"21649";"511367,22";"6204210,06";"0";"29";"31";"N";"499";"27137";"514129,41";"6199840,36";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_7";"2019-01-01";"N0125";"65";"29";"31";"N";"499";"27137";"514129,41";"6199840,36";"0";"29";"31";"N";"564";"27202";"514158,03";"6199809,04";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"201903271107_8";"2019-01-01";"N0125";"1904";"29";"31";"N";"564";"27202";"514158,03";"6199809,04";"0";"31";"31";"N";"329";"29106";"515807,9";"6198925,93";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"3830423";"2019-01-01";"N0125";"301";"31";"31";"N";"329";"29106";"515807,9";"6198925,93";"0";"31";"31";"N";"630";"29407";"515919,47";"6198681,04";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"20417";"2019-01-01";"N0125";"2361";"31";"31";"N";"630";"29407";"515919,47";"6198681,04";"0";"34";"31";"N";"110";"31768";"514766,32";"6197056,11";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO";"4";"Autre route nationale";"31";"DIRSO"
"RbUL9Wy_section1_20417";"2019-01-01";"N0125";"2";"34";"31";"N";"110";"31768";"514766,32";"6197056,11";"0";"34";"31";"N";"112";"31770";"514765,4";"6197054,44";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"";"";"";"";"";"";"";"";"";"4";"Autre route nationale";"31";"DIRSO"
"20418";"2019-01-01";"N0126";"18039";"5";"81";"N";"0";"0";"594334,06";"6282290,94";"0";"24";"81";"N";"800";"18039";"611465,41";"6274690,86";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20420";"2019-01-01";"N0126";"3703";"24";"81";"N";"800";"18039";"611465,41";"6274690,86";"0";"28";"81";"N";"500";"21742";"615164,9";"6274832,4";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20421";"2019-01-01";"N0126";"1859";"28";"81";"N";"500";"21742";"615164,9";"6274832,4";"0";"30";"81";"N";"357";"23601";"617002,21";"6275146,99";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20422";"2019-01-01";"N0126";"46";"30";"81";"N";"357";"23601";"617002,21";"6275146,99";"0";"30";"81";"N";"403";"23647";"617048,5";"6275155,42";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20423";"2019-01-01";"N0126";"446";"30";"81";"N";"403";"23647";"617048,5";"6275155,42";"0";"30";"81";"N";"849";"24093";"617453,46";"6275019,48";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20436";"2019-01-01";"N0126";"6715";"30";"81";"N";"849";"24093";"617453,46";"6275019,48";"0";"37";"81";"N";"406";"30808";"623250,61";"6273562,23";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20426";"2019-01-01";"N0126";"125";"37";"81";"N";"406";"30808";"623250,61";"6273562,23";"0";"37";"81";"N";"531";"30933";"623360,46";"6273625,25";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20427";"2019-01-01";"N0126";"50";"37";"81";"N";"531";"30933";"623360,46";"6273625,25";"0";"37";"81";"N";"581";"30983";"623401,27";"6273640,46";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20428";"2019-01-01";"N0126";"303";"37";"81";"N";"581";"30983";"623401,27";"6273640,46";"0";"37";"81";"N";"884";"31286";"623710,93";"6273688,33";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20429";"2019-01-01";"N0126";"515";"37";"81";"N";"884";"31286";"623710,93";"6273688,33";"0";"38";"81";"N";"397";"31801";"624232,97";"6273672,75";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20430";"2019-01-01";"N0126";"2566";"38";"81";"N";"397";"31801";"624232,97";"6273672,75";"0";"41";"81";"N";"80";"34367";"626791,38";"6273567,95";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"xtH1e7G_section1_20430";"2019-01-01";"N0126";"30";"41";"81";"N";"80";"34367";"626791,38";"6273567,95";"0";"41";"81";"N";"110";"34397";"626816,73";"6273588,62";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M2";"1";"DEV_SOUAL";"MBT81.K";"1";"QT, TT";"2016-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20437";"2019-01-01";"N0126";"3010";"41";"81";"N";"110";"34397";"626816,73";"6273588,62";"0";"44";"81";"N";"692";"37407";"629540,21";"6274510,93";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0126_M2";"1";"DEV_SOUAL";"MBT81.K";"1";"QT, TT";"2016-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20432";"2019-01-01";"N0126";"2104";"44";"81";"N";"692";"37407";"629540,21";"6274510,93";"0";"47";"81";"N";"54";"39511";"631104,7";"6275894,83";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0126_M2";"1";"DEV_SOUAL";"MBT81.K";"1";"QT, TT";"2016-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20433";"2019-01-01";"N0126";"1726";"47";"81";"N";"54";"39511";"631104,7";"6275894,83";"0";"48";"81";"N";"770";"41237";"632649,07";"6276554,12";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0126_M2";"1";"DEV_SOUAL";"MBT81.K";"1";"QT, TT";"2016-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"xtH1e7G_section1_20433";"2019-01-01";"N0126";"696";"48";"81";"N";"770";"41237";"632649,07";"6276554,12";"0";"49";"81";"N";"465";"41933";"633305,64";"6276700,77";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0126_M3";"1";"CASTRES";"MBT81.L";"1";"QT, TT";"2017-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20438";"2019-01-01";"N0126";"2577";"49";"81";"N";"465";"41933";"633305,64";"6276700,77";"0";"52";"81";"N";"35";"44510";"635822,43";"6277226,72";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0126_M3";"1";"CASTRES";"MBT81.L";"1";"QT, TT";"2017-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"20435";"2019-01-01";"N0126";"1039";"52";"81";"N";"35";"44510";"635822,43";"6277226,72";"0";"53";"81";"N";"69";"45549";"636821,06";"6277439,03";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0126_M3";"1";"CASTRES";"MBT81.L";"1";"QT, TT";"2017-01-01";"0";"DIRSO";"4";"Autre route nationale";"81";"DIRSO"
"CONTINUITE_20870";"2019-01-01";"N0129";"442";"0";"84";"N";"0";"0";"853745,94";"6311974,96";"0";"0";"84";"N";"442";"442";"854116,93";"6312040,91";"0";"I";"0";"ACCROCHE";"";"";"";"N0129_M1";"1";"CAUMONT_N129";"MMW84.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED";"4";"Autre route nationale";"84";"DIRMED"
"20444";"2019-01-01";"N0129";"121";"0";"84";"N";"442";"442";"854116,93";"6312040,91";"0";"0";"84";"N";"563";"563";"854025,86";"6312098,64";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0129_M1";"1";"CAUMONT_N129";"MMW84.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED";"4";"Autre route nationale";"84";"DIRMED"
"10402";"2019-01-01";"N0129";"73";"0";"84";"N";"563";"563";"854025,86";"6312098,64";"0";"0";"84";"N";"636";"636";"853973,86";"6312143,1";"0";"I";"0";"ACCROCHE";"1V";"1V";"";"N0129_M1";"1";"CAUMONT_N129";"MMW84.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED";"4";"Autre route nationale";"84";"DIRMED"
"CONTINUITE_20871";"2019-01-01";"N0129";"72";"0";"84";"N";"636";"636";"853973,86";"6312143,1";"0";"0";"84";"N";"708";"708";"853953,17";"6312212,36";"0";"I";"0";"ACCROCHE";"";"";"";"N0129_M1";"1";"CAUMONT_N129";"MMW84.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED";"4";"Autre route nationale";"84";"DIRMED"
"B5DmbEAFiv_102";"2019-01-01";"N0134";"3490";"39";"64";"N";"0";"0";"424893,42";"6248026,53";"0";"42";"64";"N";"80";"3490";"424737,08";"6244566,77";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_108";"2019-01-01";"N0134";"47";"42";"64";"N";"80";"3490";"424737,08";"6244566,77";"0";"42";"64";"N";"127";"3537";"424723,4";"6244520,81";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_109";"2019-01-01";"N0134";"83";"42";"64";"N";"127";"3537";"424723,4";"6244520,81";"0";"42";"64";"N";"210";"3620";"424698";"6244464,38";"0";"I";"0";"ACCROCHE";"4V";"4V";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_110";"2019-01-01";"N0134";"2644";"42";"64";"N";"210";"3620";"424698";"6244464,38";"0";"45";"64";"N";"4";"6264";"424214,69";"6242070,4";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_115";"2019-01-01";"N0134";"57";"45";"64";"N";"4";"6264";"424214,69";"6242070,4";"0";"45";"64";"N";"61";"6321";"424171,46";"6242046,63";"0";"I";"0";"ACCROCHE";"4V";"4V";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_116";"2019-01-01";"N0134";"92";"45";"64";"N";"61";"6321";"424171,46";"6242046,63";"0";"45";"64";"N";"153";"6413";"424117,82";"6241979,17";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_117";"2019-01-01";"N0134";"224";"45";"64";"N";"153";"6413";"424117,82";"6241979,17";"0";"45";"64";"N";"377";"6637";"423947,54";"6241827,27";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_118";"2019-01-01";"N0134";"855";"45";"64";"N";"377";"6637";"423947,54";"6241827,27";"0";"46";"64";"N";"205";"7492";"423420,74";"6241154,2";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_120";"2019-01-01";"N0134";"539";"46";"64";"N";"205";"7492";"423420,74";"6241154,2";"0";"46";"64";"N";"744";"8031";"423195,84";"6240667,57";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_121";"2019-01-01";"N0134";"657";"46";"64";"N";"744";"8031";"423195,84";"6240667,57";"0";"47";"64";"N";"515";"8688";"422858,79";"6240115,18";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_122";"2019-01-01";"N0134";"781";"47";"64";"N";"515";"8688";"422858,79";"6240115,18";"0";"48";"64";"N";"295";"9469";"422268,82";"6239690,96";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_123";"2019-01-01";"N0134";"1139";"48";"64";"N";"295";"9469";"422268,82";"6239690,96";"0";"49";"64";"N";"459";"10608";"421568,14";"6239001,25";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_124";"2019-01-01";"N0134";"528";"49";"64";"N";"459";"10608";"421568,14";"6239001,25";"0";"49";"64";"N";"987";"11136";"421393,44";"6238509,01";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_125";"2019-01-01";"N0134";"1802";"49";"64";"N";"987";"11136";"421393,44";"6238509,01";"0";"51";"64";"N";"786";"12938";"421065,38";"6236951,41";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_130";"2019-01-01";"N0134";"303";"51";"64";"N";"786";"12938";"421065,38";"6236951,41";"0";"52";"64";"N";"229";"13241";"420842,25";"6236771,06";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_131";"2019-01-01";"N0134";"361";"52";"64";"N";"229";"13241";"420842,25";"6236771,06";"0";"52";"64";"N";"590";"13602";"420494,5";"6236669,62";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_132";"2019-01-01";"N0134";"531";"52";"64";"N";"590";"13602";"420494,5";"6236669,62";"0";"53";"64";"N";"141";"14133";"420054,51";"6236394,79";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_133";"2019-01-01";"N0134";"494";"53";"64";"N";"141";"14133";"420054,51";"6236394,79";"0";"53";"64";"N";"635";"14627";"420034,57";"6235901,66";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_134";"2019-01-01";"N0134";"869";"53";"64";"N";"635";"14627";"420034,57";"6235901,66";"0";"54";"64";"N";"537";"15496";"419410,68";"6235482,33";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_137";"2019-01-01";"N0134";"423";"54";"64";"N";"537";"15496";"419410,68";"6235482,33";"0";"54";"64";"N";"960";"15919";"419019,03";"6235341,89";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_138";"2019-01-01";"N0134";"229";"54";"64";"N";"960";"15919";"419019,03";"6235341,89";"0";"55";"64";"N";"206";"16148";"418789,56";"6235334,19";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_139";"2019-01-01";"N0134";"412";"55";"64";"N";"206";"16148";"418789,56";"6235334,19";"0";"55";"64";"N";"618";"16560";"418408,15";"6235216,37";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_140";"2019-01-01";"N0134";"294";"55";"64";"N";"618";"16560";"418408,15";"6235216,37";"0";"55";"64";"N";"912";"16854";"418116,15";"6235189,85";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_141";"2019-01-01";"N0134";"10515";"55";"64";"N";"912";"16854";"418116,15";"6235189,85";"0";"66";"64";"N";"430";"27369";"408303,96";"6238607,89";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_456";"2019-01-01";"N0134";"58";"66";"64";"N";"430";"27369";"408303,96";"6238607,89";"0";"66";"64";"N";"488";"27427";"408267,41";"6238627,76";"0";"I";"0";"ACCROCHE";"4V";"4V";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_457";"2019-01-01";"N0134";"1532";"66";"64";"N";"488";"27427";"408267,41";"6238627,76";"0";"68";"64";"N";"0";"28959";"406923,21";"6239340,73";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_158";"2019-01-01";"N0134";"2";"68";"64";"N";"0";"28959";"406923,21";"6239340,73";"0";"68";"64";"N";"2";"28961";"406922,01";"6239342,38";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_159";"2019-01-01";"N0134";"40";"68";"64";"N";"2";"28961";"406922,01";"6239342,38";"0";"68";"64";"N";"42";"29001";"406894,9";"6239365,44";"0";"I";"0";"ACCROCHE";"4V";"4V";"E7";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_160";"2019-01-01";"N0134";"8";"68";"64";"N";"42";"29001";"406894,9";"6239365,44";"0";"68";"64";"N";"50";"29009";"406886,89";"6239363,95";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_161";"2019-01-01";"N0134";"140";"68";"64";"N";"50";"29009";"406886,89";"6239363,95";"0";"68";"64";"N";"190";"29149";"406765,77";"6239291,7";"0";"I";"0";"ACCROCHE";"2V<7";"2V<7";"E7";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA";"4";"Autre route nationale";"64";"DIRA"
"B5DmbEAFiv_162";"2019-01-01";"N0134";"80";"68";"64";"N";"190";"29149";"406765,77";"6239291,7";"0";"68";"64";"N";"270";"29229";"406689,3";"6239268,14";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"E7";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA";"4";"Autre route nationale";"64";"DIRA"
