"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"ClasseProfilTravSectionnee-2019-01-01-profil";"ClasseProfilTravSectionnee-2019-01-01-profil_lib";"ItiEuropeen-2015-01-01-ItiEuropeen";"Macro_sections-2019-01-01-CodeMacroSection";"Macro_sections-2019-01-01-MacroSectionEquipee";"Macro_sections-2019-01-01-NomStationRef";"Macro_sections-2019-01-01-CodeSiredoStationRef";"Macro_sections-2019-01-01-TypeStationRef";"Macro_sections-2019-01-01-TypeStationRef_lib";"Macro_sections-2019-01-01-DateStationRef";"Macro_sections-2019-01-01-IndiceNational";"Macro_sections-2019-01-01-sectionnement_gestionnaire";"sousReseauIndice-2019-01-01-sousReseauIndice";"sousReseauIndice-2019-01-01-sousReseauIndice_lib";"sectionnement_departement";"sectionnement_gestionnaire"
"12014";"2019-01-01";"A0001";"2440";"0";"93";"N";"0";"0";"653006,6";"6867037,55";"0";"2";"93";"N";"460";"2440";"652895,68";"6869486,5";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"u5gK1lq_section1_12014";"2019-01-01";"A0001";"785,2";"2";"93";"N";"460";"2440";"652895,68";"6869486,5";"0";"3";"93";"N";"248,2";"3225,2";"653192,95";"6870100,7";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"12016";"2019-01-01";"A0001";"401,8";"3";"93";"N";"248,2";"3225,2";"653192,95";"6870100,7";"0";"3";"93";"N";"650";"3627";"653570,77";"6870241,67";"0";"I";"0";"ACCROCHE";">2*4V";">2*4V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"u5gK1lq_section1_12016";"2019-01-01";"A0001";"820,5";"3";"93";"N";"650";"3627";"653570,77";"6870241,67";"0";"4";"93";"N";"460,5";"4447,5";"654333,83";"6870523,68";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"12018";"2019-01-01";"A0001";"229,5";"4";"93";"N";"460,5";"4447,5";"654333,83";"6870523,68";"0";"4";"93";"N";"690";"4677";"654554,12";"6870572";"0";"I";"0";"ACCROCHE";">2*4V";">2*4V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"u5gK1lq_section1_12018";"2019-01-01";"A0001";"2330";"4";"93";"N";"690";"4677";"654554,12";"6870572";"0";"7";"93";"N";"0";"7007";"656820,85";"6870967,75";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"12020";"2019-01-01";"A0001";"5196";"7";"93";"N";"0";"7007";"656820,85";"6870967,75";"0";"12";"93";"N";"200";"12203";"661190,21";"6873674,3";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"3XpPxCb_section1_12021";"2019-01-01";"A0001";"1202";"12";"93";"N";"200";"12203";"661190,21";"6873674,3";"0";"0";"95";"N";"0";"13405";"662045,66";"6874523,29";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"3XpPxCb_section1_12022";"2019-01-01";"A0001";"5400";"0";"95";"N";"0";"13405";"662045,66";"6874523,29";"0";"18";"95";"N";"810";"18805";"665417,28";"6878704,65";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E19";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"u5gK1lq_section2_12022";"2019-01-01";"A0001";"4820";"14";"95";"N";"0";"13985";"662458,53";"6874933,32";"0";"18";"95";"N";"810";"18805";"665417,28";"6878704,65";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E15";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"DIRN_VOIE-519";"2019-01-01";"A0001";"7439";"187";"62";"N";"0";"186791";"698351,8";"7037530,5";"0";"194";"62";"N";"489";"194230";"700064,97";"7044327,59";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0001_M8";"1";"MARTINSART";"ML159.S";"3";"QT, TT, VT, LC, VC, KC";"2006-06-01";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"62";"DIRN"
"3XpPxCb_section2_DIRN_VOIE-523";"2019-01-01";"A0001";"6819";"194";"62";"N";"489";"194230";"700064,97";"7044327,59";"0";"201";"59";"N";"315";"201049";"703969,88";"7049721,88";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0001_M8";"1";"MARTINSART";"ML159.S";"3";"QT, TT, VT, LC, VC, KC";"2006-06-01";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"DIRN_VOIE-524";"2019-01-01";"A0001";"5183";"201";"59";"N";"315";"201049";"703969,88";"7049721,88";"0";"206";"59";"N";"485";"206232";"706554,57";"7054219,84";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0001_M9";"1";"FACHES";"ML259.G";"2";"QT, TT, VT, LC, VC";"2005-10-27";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"u5gK1lq_section1_DIRN_VOIE-524";"2019-01-01";"A0001";"0,6";"206";"59";"N";"485";"206232";"706554,57";"7054219,84";"0";"206";"59";"N";"485,6";"206232,6";"706554,89";"7054220,35";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0001_M9";"1";"FACHES";"ML259.G";"2";"QT, TT, VT, LC, VC";"2005-10-27";"1";"DIRN";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-525";"2019-01-01";"A0001";"926,4";"206";"59";"N";"485,6";"206232,6";"706554,89";"7054220,35";"0";"207";"59";"N";"398";"207159";"707043,38";"7055010,6";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"A0001_M9";"1";"FACHES";"ML259.G";"2";"QT, TT, VT, LC, VC";"2005-10-27";"1";"DIRN";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"u5gK1lq_section1_DIRN_VOIE-525";"2019-01-01";"A0001";"946";"207";"59";"N";"398";"207159";"707043,38";"7055010,6";"0";"208";"59";"N";"350";"208105";"707336,72";"7055888,26";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"A0001_M9";"1";"FACHES";"ML259.G";"2";"QT, TT, VT, LC, VC";"2005-10-27";"1";"DIRN";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-526";"2019-01-01";"A0001";"793,4";"208";"59";"N";"350";"208105";"707336,72";"7055888,26";"0";"209";"59";"N";"151,4";"208898,4";"706963,37";"7056568,18";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E42";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-527";"2019-01-01";"A0001";"1355,6";"209";"59";"N";"151,4";"208898,4";"706963,37";"7056568,18";"0";"210";"59";"N";"506";"210254";"706031,24";"7057548,76";"0";"I";"0";"ACCROCHE";">2*4V";">2*4V";"E42";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"u5gK1lq_section1_DIRN_VOIE-527";"2019-01-01";"A0001";"869";"210";"59";"N";"506";"210254";"706031,24";"7057548,76";"0";"210";"59";"N";"1375";"211123";"705853,12";"7058267,95";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E42";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-3";"2019-01-01";"A0001A";"1026,9";"0";"59";"N";"0";"0";"706972,74";"7056541,17";"0";"0";"59";"N";"1026,9";"1026,9";"707662,24";"7055847,86";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-4";"2019-01-01";"A0001A";"152,1";"0";"59";"N";"1026,9";"1026,9";"707662,24";"7055847,86";"0";"0";"59";"N";"1179";"1179";"707804,17";"7055831,63";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"59";"DIRN"
"DIRN_VOIE-1144";"2019-01-01";"A0002";"4989";"43";"59";"N";"0";"42681";"723006,21";"7017397,47";"0";"48";"59";"N";"0";"47670";"725627,61";"7021472,12";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E19";"A0002_M1";"1";"LIEU_ST_AMAND";"ML159.A";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"0NKmk5Z_section1_DIRN_VOIE-1144";"2019-01-01";"A0002";"16003";"48";"59";"N";"0";"47670";"725627,61";"7021472,12";"0";"64";"59";"N";"30";"63673";"739544,2";"7026627,58";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E19";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"DIRN_VOIE-1146";"2019-01-01";"A0002";"14422";"64";"59";"N";"30";"63673";"739544,2";"7026627,58";"0";"78";"59";"N";"456";"78095";"747571,15";"7038120,55";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E19";"A0002_M6";"1";"ONNAING";"ML159.B";"3";"QT, TT, VT, LC, VC, KC";"2014-12-01";"1";"DIRN";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"0NKmk5Z_section1_DIRN_VOIE-1146";"2019-01-01";"A0002";"10";"78";"59";"N";"456";"78095";"747571,15";"7038120,55";"0";"78";"59";"N";"466";"78105";"747580,04";"7038125,36";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E19";"";"";"";"";"";"";"";"";"";"1";"Autoroute non concédée interurbaine";"59";"DIRN"
"12056";"2019-01-01";"A0003";"2657";"0";"93";"N";"0";"0";"656905,33";"6862885,42";"0";"2";"93";"N";"600";"2657";"659083,07";"6864154,78";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"3gzKlkt_section1_12059";"2019-01-01";"A0003";"2026";"2";"93";"N";"600";"2657";"659083,07";"6864154,78";"0";"5";"93";"N";"0";"4683";"660839,58";"6865000,1";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"3gzKlkt_section1_12060";"2019-01-01";"A0003";"1420";"5";"93";"N";"0";"4683";"660839,58";"6865000,1";"0";"6";"93";"N";"480";"6103";"661341,51";"6866014,86";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"869eg6b_section2_12060";"2019-01-01";"A0003";"7598";"6";"93";"N";"480";"6103";"661341,51";"6866014,86";"0";"13";"93";"N";"959";"13701";"661436,37";"6873324,45";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"869eg6b_section3_12060";"2019-01-01";"A0003";"1068";"13";"93";"N";"959";"13701";"661436,37";"6873324,45";"0";"15";"93";"N";"0";"14769";"661828,24";"6874285,56";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"12061";"2019-01-01";"A0003";"240";"15";"93";"N";"0";"14769";"661828,24";"6874285,56";"0";"0";"95";"N";"0";"15009";"662060,05";"6874511,28";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"869eg6b_section1_12061";"2019-01-01";"A0003";"685";"0";"95";"N";"0";"15009";"662060,05";"6874511,28";"0";"16";"95";"N";"0";"15694";"662545,51";"6874995,44";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"869eg6b_section2_12061";"2019-01-01";"A0003";"2104,3";"16";"95";"N";"0";"15694";"662545,51";"6874995,44";"0";"18";"95";"N";"104,3";"17798,3";"664043,29";"6876456,86";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12064";"2019-01-01";"A0003";"510,7";"18";"95";"N";"104,3";"17798,3";"664043,29";"6876456,86";"0";"18";"95";"N";"615";"18309";"664307,23";"6876895,05";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"95";"DIRIF"
"12086";"2019-01-01";"A0004";"730,1";"0";"94";"N";"0";"0";"655327,41";"6858648,39";"0";"0";"94";"N";"730,1";"730,1";"655913,12";"6858057,42";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12087";"2019-01-01";"A0004";"2255,9";"0";"94";"N";"730,1";"730,1";"655913,12";"6858057,42";"0";"2";"94";"N";"968";"2986";"658101,96";"6857611,05";"0";"I";"0";"ACCROCHE";">2*4V";">2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"hgUwNfn_section1_12089";"2019-01-01";"A0004";"744";"2";"94";"N";"968";"2986";"658101,96";"6857611,05";"0";"3";"94";"N";"708";"3730";"658839,93";"6857621,59";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"hgUwNfn_section1_12090";"2019-01-01";"A0004";"1579";"3";"94";"N";"708";"3730";"658839,93";"6857621,59";"0";"5";"94";"N";"266";"5309";"660289,91";"6857857,29";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12093";"2019-01-01";"A0004";"744";"5";"94";"N";"266";"5309";"660289,91";"6857857,29";"0";"6";"94";"N";"5";"6053";"660644,54";"6858469,45";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12094";"2019-01-01";"A0004";"591";"6";"94";"N";"5";"6053";"660644,54";"6858469,45";"0";"6";"94";"N";"596";"6644";"661159,54";"6858749,04";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"g8Fbcp3_section1_12094";"2019-01-01";"A0004";"2564";"6";"94";"N";"596";"6644";"661159,54";"6858749,04";"0";"9";"94";"N";"158";"9208";"663631,57";"6858755,68";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12096";"2019-01-01";"A0004";"3337";"9";"94";"N";"158";"9208";"663631,57";"6858755,68";"0";"12";"94";"N";"464";"12545";"666569,29";"6859712,71";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12097";"2019-01-01";"A0004";"236";"12";"94";"N";"464";"12545";"666569,29";"6859712,71";"0";"12";"94";"N";"700";"12781";"666813,7";"6859697,02";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12098";"2019-01-01";"A0004";"226";"0";"67";"N";"0";"474781";"1048610,95";"6849594,05";"0";"0";"67";"N";"226";"475007";"1048572,91";"6849393,17";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"hgUwNfn_section1_12099";"2019-01-01";"A0004";"638,5";"0";"67";"N";"226";"475007";"1048572,91";"6849393,17";"0";"1";"67";"N";"508,5";"475645,5";"1048450,98";"6848773,71";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"12102";"2019-01-01";"A0004";"147,5";"1";"67";"N";"508,5";"475645,5";"1048450,98";"6848773,71";"0";"1";"67";"N";"656";"475793";"1048419";"6848628,16";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"g8Fbcp3_section1_12102";"2019-01-01";"A0004";"2880,3";"1";"67";"N";"656";"475793";"1048419";"6848628,16";"0";"4";"67";"N";"521,3";"478673,3";"1048155,05";"6845895,82";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"12108";"2019-01-01";"A0004";"241,7";"4";"67";"N";"521,3";"478673,3";"1048155,05";"6845895,82";"0";"4";"67";"N";"763";"478915";"1048174,06";"6845654,17";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"g8Fbcp3_section1_12108";"2019-01-01";"A0004";"460,3";"4";"67";"N";"763";"478915";"1048174,06";"6845654,17";"0";"5";"67";"N";"210,3";"479375,3";"1048213,5";"6845196,19";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"12111";"2019-01-01";"A0004";"401,7";"5";"67";"N";"210,3";"479375,3";"1048213,5";"6845196,19";"0";"5";"67";"N";"612";"479777";"1048264,28";"6844800,24";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"g8Fbcp3_section1_12111";"2019-01-01";"A0004";"1278";"5";"67";"N";"612";"479777";"1048264,28";"6844800,24";"0";"6";"67";"N";"881";"481055";"1048919,61";"6843838,18";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"hgUwNfn_section2_12115";"2019-01-01";"A0004";"131";"6";"67";"N";"881";"481055";"1048919,61";"6843838,18";"0";"6";"67";"N";"1012";"481186";"1049024,84";"6843772,13";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E25";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"12142";"2019-01-01";"A0006";"16080";"0";"91";"N";"0";"0";"650377,75";"6849789,2";"0";"24";"91";"N";"500";"16080";"656303,45";"6836997,6";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"lkEj1WK_section1_12142";"2019-01-01";"A0006";"2888";"24";"91";"N";"500";"16080";"656303,45";"6836997,6";"0";"27";"91";"N";"400";"18968";"658102,38";"6834785,86";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E50";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"lkEj1WK_section2_12142";"2019-01-01";"A0006";"6760";"27";"91";"N";"400";"18968";"658102,38";"6834785,86";"0";"34";"91";"N";"156";"25728";"661754,81";"6829211,15";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E15";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"lkEj1WK_section3_12142";"2019-01-01";"A0006";"4214";"34";"91";"N";"156";"25728";"661754,81";"6829211,15";"0";"38";"91";"N";"385";"29942";"663227,05";"6825409,84";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E15";"A0006_M10";"1";"A6_NAINVILLE";"MI777.A";"3";"QT, TT, VT, LC, VC, KC";"2015-11-02";"1";"DIRIF";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"hRdWBD3_section1_12144";"2019-01-01";"A0006";"6076";"38";"91";"N";"385";"29942";"663227,05";"6825409,84";"0";"44";"77";"N";"440";"36018";"664266,34";"6819482,33";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E15";"A0006_M10";"1";"A6_NAINVILLE";"MI777.A";"3";"QT, TT, VT, LC, VC, KC";"2015-11-02";"1";"DIRIF";"2";"Autoroute et voie rapide urbaine";"77";"DIRIF"
"12170";"2019-01-01";"A0006A";"900";"0";"94";"N";"0";"0";"651028,1";"6857774,7";"0";"0";"94";"N";"900";"900";"651315,85";"6857043,62";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"yDCVQBC_section1_12170";"2019-01-01";"A0006A";"7884";"0";"94";"N";"900";"900";"651315,85";"6857043,62";"0";"8";"94";"N";"414";"8784";"650377,75";"6849789,2";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12183";"2019-01-01";"A0006B";"3560,5";"0";"94";"N";"0";"0";"653099,19";"6857546,04";"0";"3";"94";"N";"78,5";"3560,5";"651794,69";"6854671,92";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12184";"2019-01-01";"A0006B";"136,2";"3";"94";"N";"78,5";"3560,5";"651794,69";"6854671,92";"0";"3";"94";"N";"214,7";"3696,7";"651807,32";"6854537,21";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12185";"2019-01-01";"A0006B";"12,3";"3";"94";"N";"214,7";"3696,7";"651807,32";"6854537,21";"0";"3";"94";"N";"227";"3709";"651809,9";"6854525,25";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"E2QfrBH_section1_12185";"2019-01-01";"A0006B";"1601";"3";"94";"N";"227";"3709";"651809,9";"6854525,25";"0";"4";"94";"N";"823";"5310";"651913,28";"6852957,04";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"GZoAFAv_section1_12186";"2019-01-01";"A0006B";"3034,7";"4";"94";"N";"823";"5310";"651913,28";"6852957,04";"0";"7";"94";"N";"859,7";"8344,7";"650655,93";"6850274,95";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12188";"2019-01-01";"A0006B";"560,3";"7";"94";"N";"859,7";"8344,7";"650655,93";"6850274,95";"0";"0";"91";"N";"0";"8905";"650349,24";"6849808,52";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
"12189";"2019-01-01";"A0006B";"500";"0";"91";"N";"0";"8905";"650349,24";"6849808,52";"0";"0";"91";"N";"500";"9405";"650063,37";"6849393,47";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"E2QfrBH_section1_12189";"2019-01-01";"A0006B";"783";"0";"91";"N";"500";"9405";"650063,37";"6849393,47";"0";"9";"91";"N";"701";"10188";"649689,87";"6848706,77";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"91";"DIRIF"
"C1afR5C_section1_DIRCE_VPC_69_A7_10";"2019-01-01";"A0007";"1025";"6";"69";"N";"155";"6222";"842815,69";"6512880,2";"0";"7";"69";"N";"170";"7247";"843448,06";"6512130,2";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"69";"DIRCE"
"EYf2Sl5_section2_DIRCE_VPC_69_A7_10";"2019-01-01";"A0007";"334";"7";"69";"N";"170";"7247";"843448,06";"6512130,2";"0";"7";"69";"N";"504";"7581";"843610,6";"6511843,46";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"69";"DIRCE"
"C1afR5C_section1_DIRCE_VPC_69_A7_12";"2019-01-01";"A0007";"5799";"7";"69";"N";"504";"7581";"843610,6";"6511843,46";"0";"13";"69";"N";"350";"13380";"842344,16";"6506404,82";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"69";"DIRCE"
"EYf2Sl5_section2_DIRCE_VPC_69_A7_12";"2019-01-01";"A0007";"6720";"13";"69";"N";"350";"13380";"842344,16";"6506404,82";"0";"20";"69";"N";"66";"20100";"840219,1";"6500318,34";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"A0007_M3";"1";"COMMUNAY";"MY769.T";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRCE";"2";"Autoroute et voie rapide urbaine";"69";"DIRCE"
"EYf2Sl5_section3_DIRCE_VPC_69_A7_12";"2019-01-01";"A0007";"264";"20";"69";"N";"66";"20100";"840219,1";"6500318,34";"0";"20";"69";"N";"330";"20364";"840302,41";"6500067,28";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"A0007_M3";"1";"COMMUNAY";"MY769.T";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRCE";"2";"Autoroute et voie rapide urbaine";"69";"DIRCE"
"12283";"2019-01-01";"A0007";"8345";"0";"13";"N";"0";"268236";"881107,2";"6269235,08";"0";"262";"13";"N";"120";"276581";"882932,67";"6261723,36";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E714";"A0007_M4";"0";"";"";"";"";"2019-06-01";"0";"DIRMED";"2";"Autoroute et voie rapide urbaine";"13";"DIRMED"
