"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"CodeMacroSection";"MacroSectionEquipee";"NomStationRef";"CodeSiredoStationRef";"TypeStationRef";"TypeStationRef_lib";"DateStationRef";"IndiceNational";"sectionnement_gestionnaire"
"Obx54ySqFt_5965";"2019-01-01";"N0002";"25421";"31";"02";"N";"1019";"81060";"726709,58";"6922223,53";"0";"57";"02";"N";"310";"106481";"743499,07";"6938843,31";"0";"I";"0";"ACCROCHE";"N0002_M11";"1";"LAFFAUX";"MLA02.T";"3";"QT, TT, VT, LC, VC, KC";"2017-06-01";"0";"DIRN"
"Obx54ySqFt_5966";"2019-01-01";"N0002";"19333";"66";"02";"N";"608";"114952";"747738,23";"6944377,23";"0";"85";"02";"N";"924";"134285";"755645,64";"6961396,55";"0";"I";"0";"ACCROCHE";"N0002_M14";"1";"FROIDMONT";"MLA02.U";"2";"QT, TT, VT, LC, VC";"2014-03-01";"0";"DIRN"
"Obx54ySqFt_5967";"2019-01-01";"N0002";"29573";"85";"02";"N";"924";"134285";"755645,64";"6961396,55";"0";"116";"02";"N";"217";"163858";"765809,43";"6986546,76";"0";"I";"0";"ACCROCHE";"N0002_M15";"1";"LES_BARAQUES";"MLA02.G";"2";"QT, TT, VT, LC, VC";"2014-03-01";"1";"DIRN"
"Obx54ySqFt_5968";"2019-01-01";"N0002";"16296";"116";"02";"N";"217";"163858";"765809,43";"6986546,76";"0";"10";"59";"N";"485";"180154";"766742,37";"7002665,41";"0";"I";"0";"ACCROCHE";"N0002_M16";"1";"LA_FLAMENGRIE";"MLA02.R";"2";"QT, TT, VT, LC, VC";"2015-06-01";"1";"DIRN"
"Obx54ySqFt_5969";"2019-01-01";"N0002";"18393";"12";"59";"N";"101";"182556";"767093,17";"7003813,68";"0";"29";"59";"N";"1594";"200949";"765885,14";"7020592,23";"0";"I";"0";"ACCROCHE";"N0002_M18";"1";"ECLAIBES";"MLN59.B";"2";"QT, TT, VT, LC, VC";"2009-09-01";"1";"DIRN"
"Obx54ySqFt_5970";"2019-01-01";"N0002";"6776";"30";"59";"N";"0";"200949";"769563,39";"7020979,8";"0";"36";"59";"N";"1173";"207725";"769185,94";"7027703,66";"0";"I";"0";"ACCROCHE";"N0002_M19";"1";"BETTIGNIES";"MLN59.T";"2";"QT, TT, VT, LC, VC";"2009-08-01";"0";"DIRN"
"Obx54ySqFt_5971";"2019-01-01";"N0003";"2725";"2";"77";"N";"0";"0";"672523,44";"6871183,53";"0";"4";"77";"N";"725";"2725";"675217,22";"6871526,69";"0";"I";"0";"ACCROCHE";"N0003_M1";"0";"N3_BOIS-FLEURI";"MIS77.H";"2";"QT, TT, VT, LC, VC";"2018-04-30";"0";"DIRIF"
"Obx54ySqFt_5972";"2019-01-01";"N0003";"14782";"4";"77";"N";"725";"2725";"675217,22";"6871526,69";"0";"19";"77";"N";"500";"17507";"689606,7";"6872923,92";"0";"I";"0";"ACCROCHE";"N0003_M2";"1";"N3_CHARNY";"MIS77.E";"2";"QT, TT, VT, LC, VC";"2009-10-12";"0";"DIRIF"
"Obx54ySqFt_5973";"2019-01-01";"N0004";"3832";"2";"77";"N";"-600";"99";"670881,62";"6852855,27";"0";"5";"77";"N";"235";"3931";"674550,81";"6851809,33";"0";"I";"0";"ACCROCHE";"N0004_M1";"1";"N4_PONTAULT";"MIS77.B";"2";"QT, TT, VT, LC, VC";"1992-01-01";"0";"DIRIF"
"Obx54ySqFt_5974";"2019-01-01";"N0004";"16131";"5";"77";"N";"235";"3931";"674550,81";"6851809,33";"0";"21";"77";"N";"216";"20062";"688831,58";"6846366,87";"0";"I";"0";"ACCROCHE";"N0004_M2";"1";"N4_CHATRES";"MIS77.R";"2";"QT, TT, VT, LC, VC";"2000-12-01";"1";"DIRIF"
"Obx54ySqFt_5975";"2019-01-01";"N0004";"20143";"21";"77";"N";"216";"20062";"688831,58";"6846366,87";"0";"41";"77";"N";"500";"40205";"707670,06";"6842790,97";"0";"I";"0";"ACCROCHE";"N0004_M3";"1";"N4_VOINSLES";"MIS77.X";"2";"QT, TT, VT, LC, VC";"2000-04-01";"1";"DIRIF"
"Obx54ySqFt_5976";"2019-01-01";"N0004";"27320";"41";"77";"N";"500";"40205";"707670,06";"6842790,97";"0";"0";"51";"N";"0";"67525";"734227,01";"6845221,73";"0";"I";"0";"ACCROCHE";"N0004_M4";"1";"N4_CORBIER";"MIS77.J";"2";"QT, TT, VT, LC, VC";"1998-01-01";"0";"DIRIF"
"Obx54ySqFt_5977";"2019-01-01";"N0004";"19730";"0";"51";"N";"0";"67525";"734227,01";"6845221,73";"0";"19";"51";"N";"700";"87255";"752998,84";"6848095,08";"0";"I";"0";"ACCROCHE";"N0004_M5";"1";"N4 – ESTERNAY";"MZM51.K";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_5978";"2019-01-01";"N0004";"21768";"19";"51";"N";"700";"87255";"752998,84";"6848095,08";"0";"41";"51";"N";"450";"109023";"773512,15";"6850577,57";"0";"I";"0";"ACCROCHE";"N0004_M6";"1";"LINTHES";"MZM51.L";"2";"QT, TT, VT, LC, VC";"2011-10-18";"0";"DIRE"
"Obx54ySqFt_5979";"2019-01-01";"N0004";"15275";"41";"51";"N";"450";"109023";"773512,15";"6850577,57";"0";"56";"51";"N";"620";"124298";"788587,57";"6848752,6";"0";"I";"0";"ACCROCHE";"N0004_M7";"1";"CONNANTRAY";"MZM51.M";"2";"QT, TT, VT, LC, VC";"2011-09-28";"0";"DIRE"
"Obx54ySqFt_5980";"2019-01-01";"N0004";"28878";"56";"51";"N";"620";"124298";"788587,57";"6848752,6";"0";"84";"51";"N";"1449";"153176";"816713,33";"6848806,61";"0";"I";"0";"ACCROCHE";"N0004_M8";"1";"N4 - MAISON EN CHAMPAGNE";"MZM51.C";"2";"QT, TT, VT, LC, VC";"2016-08-25";"1";"DIRE"
"Obx54ySqFt_5981";"2019-01-01";"N0004";"26730";"85";"51";"N";"0";"153176";"817099,08";"6850104,1";"0";"10";"52";"N";"350";"179906";"840983,57";"6839519,37";"0";"I";"0";"ACCROCHE";"N0004_M9";"1";"N4 - VAUCLERC";"MZM51.A";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_5982";"2019-01-01";"N0004";"5650";"10";"52";"N";"350";"179906";"840983,57";"6839519,37";"0";"16";"52";"N";"0";"185556";"845765,3";"6837412,69";"0";"I";"0";"ACCROCHE";"N0004_M10";"1";"N4 - VALLOTTE";"MZH52.K";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_5983";"2019-01-01";"N0004";"28072";"16";"52";"N";"0";"185556";"845765,3";"6837412,69";"0";"27";"55";"N";"40";"213628";"870540,72";"6846019,94";"0";"I";"0";"ACCROCHE";"N0004_M11";"1";"N4 - ANCERVILLE";"MZH52.N";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_5984";"2019-01-01";"N0004";"23656";"27";"55";"N";"40";"213628";"870540,72";"6846019,94";"0";"52";"55";"N";"110";"237284";"892998,02";"6846663,05";"0";"I";"0";"ACCROCHE";"N0004_M12";"1";"N4 - LIGNY EN BARROIS";"MZS55.G";"2";"QT, TT, VT, LC, VC";"2016-08-18";"0";"DIRE"
"Obx54ySqFt_5985";"2019-01-01";"N0004";"20745";"52";"55";"N";"110";"237284";"892998,02";"6846663,05";"0";"10";"54";"N";"879";"258029";"912368,53";"6843072,16";"0";"I";"0";"ACCROCHE";"N0004_M13";"1";"N4 - LAY ST REMY";"MZE54.G";"2";"QT, TT, VT, LC, VC";"2013-04-02";"0";"DIRE"
"Obx54ySqFt_5986";"2019-01-01";"N0004";"12205";"26";"54";"N";"600";"258629";"949290,41";"6838977,35";"0";"38";"54";"N";"800";"270834";"960754,08";"6835593,15";"0";"I";"0";"ACCROCHE";"N0004_M14";"1";"N4 - CHAUFONTAINE";"MZE54.C";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_5987";"2019-01-01";"N0004";"12198";"38";"54";"N";"800";"270834";"960754,08";"6835593,15";"0";"51";"54";"N";"0";"283032";"971639,45";"6835715,5";"0";"I";"0";"ACCROCHE";"N0004_M15";"1";"MARAINVILLERS";"MZE54.E";"2";"QT, TT, VT, LC, VC";"2014-11-07";"0";"DIRE"
"Obx54ySqFt_5988";"2019-01-01";"N0004";"27458";"51";"54";"N";"0";"283032";"971639,45";"6835715,5";"0";"10";"57";"N";"300";"310490";"991497,86";"6851603,89";"0";"I";"0";"ACCROCHE";"N0004_M16";"1";"BLAMONT";"MZE54.F";"2";"QT, TT, VT, LC, VC";"2014-08-08";"0";"DIRE"
"Obx54ySqFt_5989";"2019-01-01";"N0004";"7189";"10";"57";"N";"300";"310490";"991497,86";"6851603,89";"0";"18";"57";"N";"150";"317679";"997675,77";"6853940,78";"0";"I";"0";"ACCROCHE";"N0004_M17";"1";"N4 - BEBING/IMLING";"MZO57.D";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_5990";"2019-01-01";"N0004";"3235";"18";"57";"N";"150";"317679";"997675,77";"6853940,78";"0";"21";"57";"N";"0";"320914";"1000056,26";"6856071,17";"0";"I";"0";"ACCROCHE";"N0004_M18";"1";"N4 - SARREBOURG";"MZO57.J";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_5991";"2019-01-01";"N0004";"12861";"21";"57";"N";"0";"320914";"1000056,26";"6856071,17";"0";"32";"57";"N";"870";"333775";"1011375,08";"6860422,51";"0";"I";"0";"ACCROCHE";"N0004_M19";"1";"N4 – BROUVILLER";"MZO57.I";"2";"QT, TT, VT, LC, VC";"2012-10-10";"0";"DIRE"
"Obx54ySqFt_5992";"2019-01-01";"N0004";"4712";"33";"67";"N";"0";"333787";"1039307,89";"6843580,27";"0";"38";"67";"N";"317";"338499";"1043744,75";"6842928,85";"0";"I";"0";"ACCROCHE";"N0004_M20";"0";"";"";"";"";"2021-06-01";"0";"DIRE"
"Obx54ySqFt_5993";"2019-01-01";"N0005";"17587";"45";"39";"N";"0";"0";"906436,94";"6640634,79";"0";"63";"39";"N";"200";"17587";"920925,35";"6635153,24";"0";"I";"0";"ACCROCHE";"N0005_M1";"1";"VAUX SUR POLIGNY";"MXJ39.K";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRE"
"Obx54ySqFt_5994";"2019-01-01";"N0005";"4535";"63";"39";"N";"200";"17587";"920925,35";"6635153,24";"0";"67";"39";"N";"850";"22122";"923111,63";"6631593,03";"0";"I";"0";"ACCROCHE";"N0005_M2";"0";"";"";"";"";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_5995";"2019-01-01";"N0005";"2720";"67";"39";"N";"850";"22122";"923111,63";"6631593,03";"0";"70";"39";"N";"570";"24842";"923147,7";"6629175,53";"0";"I";"0";"ACCROCHE";"N0005_M3";"0";"";"";"";"";"2021-06-01";"0";"DIRE"
"Obx54ySqFt_5996";"2019-01-01";"N0005";"18349";"70";"39";"N";"570";"24842";"923147,7";"6629175,53";"0";"89";"39";"N";"525";"43191";"926550,11";"6613292,38";"0";"I";"0";"ACCROCHE";"N0005_M4";"1";"SAINT LAURENT";"MXJ39.J";"2";"QT, TT, VT, LC, VC";"2014-07-31";"1";"DIRE"
"Obx54ySqFt_5997";"2019-01-01";"N0005";"21460";"89";"39";"N";"525";"43191";"926550,11";"6613292,38";"0";"112";"39";"N";"500";"64651";"935365,13";"6600998,01";"0";"I";"0";"ACCROCHE";"N0005_M5";"0";"LES ROUSSES";"MXJ39.F";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_5998";"2019-01-01";"N0006";"12590";"0";"91";"N";"0";"6900";"659023,15";"6846914,55";"0";"11";"91";"N";"1340";"19490";"665754,58";"6837836,66";"0";"I";"0";"ACCROCHE";"N0006_M2";"1";"N6_BRUNOY";"MIE91.A";"2";"QT, TT, VT, LC, VC";"1991-10-12";"0";"DIRIF"
"Obx54ySqFt_5999";"2019-01-01";"N0006";"87";"11";"91";"N";"1360";"19510";"665754,91";"6837816,75";"0";"11";"91";"N";"1447";"19597";"665749,53";"6837732,24";"0";"I";"0";"ACCROCHE";"N0006_M3";"1";"CHESNEZ";"MXY89.E";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRIF"
"n6Xavpc_section1_Obx54ySqFt_5999";"2019-01-01";"N0006";"3600";"11";"91";"N";"1447";"19597";"740865,34";"6750241,81";"0";"82";"89";"N";"450";"23197";"741786,41";"6746769,56";"0";"I";"0";"ACCROCHE";"N0006_M3";"1";"CHESNEZ";"MXY89.E";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRCE"
"Obx54ySqFt_6000";"2019-01-01";"N0006";"1740";"19";"71";"N";"330";"30783";"835895,45";"6527365,34";"0";"42";"69";"N";"101";"32523";"837132,07";"6526201,83";"0";"I";"0";"ACCROCHE";"N0006_M5";"1";"DARDILLY_LES_B";"MYR69.K";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRCE"
"Obx54ySqFt_6001";"2019-01-01";"N0007";"2339";"2";"91";"N";"0";"0";"653385,95";"6848376,87";"0";"4";"91";"N";"410";"2339";"653726,99";"6846079,51";"0";"I";"0";"ACCROCHE";"N0007_M1";"1";"N7_PISTES D'ORLY";"MIE91.D";"2";"QT, TT, VT, LC, VC";"1993-01-20";"0";"DIRIF"
"Obx54ySqFt_6002";"2019-01-01";"N0007";"33848";"74";"58";"N";"0";"2559";"713034,24";"6650583,1";"0";"0";"03";"N";"0";"36407";"716979,31";"6620589,65";"0";"I";"0";"ACCROCHE";"N0007_M2";"1";"LE_MOUTIER";"MXN58.B";"2";"QT, TT, VT, LC, VC";"1993-06-01";"0";"DIRCE"
"Obx54ySqFt_6003";"2019-01-01";"N0007";"11975";"0";"03";"N";"0";"36407";"716979,31";"6620589,65";"0";"11";"03";"N";"880";"48382";"723554,28";"6610960,88";"0";"I";"0";"ACCROCHE";"N0007_M3";"1";"AVRILLY M/F";"MYB03.A / MYb03A";"2";"QT, TT, VT, LC, VC";"1992-03-16";"0";"DIRCE"
"Obx54ySqFt_6004";"2019-01-01";"N0007";"17203";"11";"03";"N";"880";"48382";"723554,28";"6610960,88";"0";"24";"03";"N";"300";"65585";"727869,8";"6599564,42";"0";"I";"0";"ACCROCHE";"N0007_M5";"1";"MILLEPERTUIT M/F";"MYB03.P / MYB03.S";"2";"QT, TT, VT, LC, VC";"1996-06-17";"0";"DIRCE"
"Obx54ySqFt_6005";"2019-01-01";"N0007";"24104";"24";"03";"N";"300";"65585";"727869,8";"6599564,42";"0";"47";"03";"N";"443";"89689";"732475,56";"6577945,52";"0";"I";"0";"ACCROCHE";"N0007_M6";"1";"BESSAY";"MYB03.B";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCE"
"Obx54ySqFt_6006";"2019-01-01";"N0007";"22555";"48";"03";"N";"0";"90170";"732937,5";"6578218,78";"0";"71";"03";"N";"0";"112725";"752184,68";"6569023,41";"0";"I";"0";"ACCROCHE";"N0007_M7";"1";"ST GERAND";"MYB03.T";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCE"
"Obx54ySqFt_6007";"2019-01-01";"N0007";"38952";"71";"03";"N";"0";"112725";"752184,68";"6569023,41";"0";"30";"42";"N";"515";"151677";"783290,25";"6551123,14";"0";"I";"0";"ACCROCHE";"N0007_M8";"1";"CHANGY";"MYL42.Z";"2";"QT, TT, VT, LC, VC";"2010-01-01";"0";"DIRCE"
"Obx54ySqFt_6008";"2019-01-01";"N0007";"11228";"30";"42";"N";"515";"151677";"783290,25";"6551123,14";"0";"41";"42";"N";"786";"162905";"787874,43";"6541314,68";"0";"I";"0";"ACCROCHE";"N0007_M9";"1";"ST_VINCENT";"MYL42.G";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE"
"Obx54ySqFt_6009";"2019-01-01";"N0007";"26309";"41";"42";"N";"786";"162905";"787960,24";"6541302,85";"0";"8";"69";"N";"500";"189214";"808591,02";"6533622,23";"0";"I";"0";"ACCROCHE";"N0007_M10";"1";"NEAUX";"MYL42.M";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRCE"
"Obx54ySqFt_6010";"2019-01-01";"N0007";"14390";"13";"69";"N";"850";"194521";"813493,69";"6532946,77";"0";"28";"69";"N";"189";"208911";"824677,43";"6527850,44";"0";"I";"0";"ACCROCHE";"N0007_M11";"1";"PONTCHARRA";"MYR69.Q";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCE"
"Obx54ySqFt_6011";"2019-01-01";"N0007";"7775";"28";"69";"N";"189";"208911";"824677,43";"6527850,44";"0";"37";"69";"N";"371";"216686";"830652,46";"6526002,42";"0";"I";"0";"ACCROCHE";"N0007_M12";"1";"FLEURIEU_S_L";"MYr69.A";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRCE"
"Obx54ySqFt_6012";"2019-01-01";"N0007";"12580";"10";"38";"N";"400";"229636";"843605,77";"6490232,97";"0";"23";"38";"N";"400";"242216";"841203,57";"6478396,62";"0";"I";"0";"ACCROCHE";"N0007_M14";"1";"AUBERIVES";"MYI38.J";"2";"QT, TT, VT, LC, VC";"2012-01-01";"1";"DIRCE"
"Obx54ySqFt_6013";"2019-01-01";"N0007";"5565";"27";"38";"N";"900";"246816";"841129,85";"6474056,81";"0";"0";"26";"N";"0";"252381";"842436,47";"6468533,73";"0";"I";"0";"ACCROCHE";"N0007_M15";"1";"ROUSSILLON";"MYI38.E";"2";"QT, TT, VT, LC, VC";"2016-01-01";"1";"DIRCE"
"Obx54ySqFt_6014";"2019-01-01";"N0007";"23849";"3";"26";"N";"0";"254927";"842844,16";"6466166,5";"0";"27";"26";"N";"0";"278776";"843978,32";"6443595,33";"0";"I";"0";"ACCROCHE";"N0007_M16";"1";"TAIN_NORD";"MYD26.C";"3";"QT, TT, VT, LC, VC, KC";"2013-01-01";"1";"DIRCE"
"Obx54ySqFt_6015";"2019-01-01";"N0007";"10980";"30";"26";"N";"20";"281709";"846302,21";"6442098";"0";"41";"26";"N";"425";"292689";"848731,14";"6431534,13";"0";"I";"0";"ACCROCHE";"N0007_M17";"1";"SC062 BLV NORD";"MYD26.E";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRCE"
"Obx54ySqFt_6016";"2019-01-01";"N0007";"8589";"48";"26";"N";"0";"306349";"848695,78";"6424376,91";"0";"55";"26";"N";"650";"314938";"847528,81";"6417847,6";"0";"I";"0";"ACCROCHE";"N0007_M21";"1";"SC051 GIR CHAFFIT";"MYD26.M";"2";"QT, TT, VT, LC, VC";"2003-01-01";"0";"DIRCE"
"Obx54ySqFt_6017";"2019-01-01";"N0007";"11498";"55";"26";"N";"650";"314938";"847528,81";"6417847,6";"0";"67";"26";"N";"160";"326436";"843847,56";"6407680,35";"0";"I";"0";"ACCROCHE";"N0007_M22";"1";"LORIOL";"MYD26.A";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2015-01-01";"1";"DIRCE"
"Obx54ySqFt_6018";"2019-01-01";"N0007";"20162";"67";"26";"N";"160";"326436";"843847,56";"6407680,35";"0";"86";"26";"N";"931";"346598";"839131,36";"6388587,59";"0";"I";"0";"ACCROCHE";"N0007_M23";"1";"COUCOURDE";"MYD26.H";"2";"QT, TT, VT, LC, VC";"2010-01-01";"0";"DIRCE"
"Obx54ySqFt_6019";"2019-01-01";"N0007";"5890";"92";"26";"N";"1050";"353675";"838704,16";"6382824,84";"0";"98";"26";"N";"525";"359565";"840036,96";"6377344,8";"0";"I";"0";"ACCROCHE";"N0007_M26";"1";"MONTELIMAR";"MYD26.D";"2";"QT, TT, VT, LC, VC";"2010-01-01";"1";"DIRCE"
"Obx54ySqFt_6020";"2019-01-01";"N0007";"20809";"98";"26";"N";"525";"359565";"840036,96";"6377344,8";"0";"0";"84";"N";"900";"380374";"834438,03";"6358492,5";"0";"I";"0";"ACCROCHE";"N0007_M27";"1";"PIERRELATTE";"MYD26.I";"2";"QT, TT, VT, LC, VC";"2010-01-01";"1";"DIRCE"
"Obx54ySqFt_6021";"2019-01-01";"N0007";"40";"0";"84";"N";"900";"380374";"834438,03";"6358492,5";"0";"0";"84";"N";"940";"380414";"834430,43";"6358453,71";"0";"I";"0";"ACCROCHE";"N0007_M28";"1";"LAPALUD";"MMR84.A";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRCE"
"HYUCZyE_section1_Obx54ySqFt_6021";"2019-01-01";"N0007";"4889";"0";"84";"N";"940";"380414";"834430,43";"6358453,71";"0";"5";"84";"N";"740";"385303";"835769,11";"6353883,35";"0";"I";"0";"ACCROCHE";"N0007_M28";"1";"LAPALUD";"MMR84.A";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRMED"
"Obx54ySqFt_6022";"2019-01-01";"N0007";"16216";"5";"84";"N";"740";"385303";"835769,11";"6353883,35";"0";"22";"84";"N";"0";"401519";"843752,31";"6341654,9";"0";"I";"0";"ACCROCHE";"N0007_M29";"1";"MONDRAGON_SUD";"MMW84.A";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRMED"
"Obx54ySqFt_6023";"2019-01-01";"N0007";"1567";"27";"84";"N";"475";"407021";"846654,01";"6337465,81";"0";"29";"84";"N";"17";"408588";"847801,13";"6336462,96";"0";"I";"0";"ACCROCHE";"N0007_M32";"1";"ORANGE SUD";"MMW84.D";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRMED"
"Obx54ySqFt_6024";"2019-01-01";"N0007";"4673";"54";"84";"N";"0";"408588";"848184,35";"6315893,45";"0";"59";"84";"N";"560";"413261";"852112,39";"6313476,27";"0";"I";"0";"ACCROCHE";"N0007_M34";"1";"AVIGNON SUD";"MMW84.G";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRMED"
"Obx54ySqFt_6025";"2019-01-01";"N0007";"2330";"59";"84";"N";"560";"413261";"852112,39";"6313476,27";"0";"61";"84";"N";"922";"415591";"853717,23";"6311958,72";"0";"I";"0";"ACCROCHE";"N0007_M35";"1";"CAUMONT_N7";"MMW84.F";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRMED"
"Obx54ySqFt_6026";"2019-01-01";"N0010";"10863";"12";"78";"N";"0";"0";"628901,11";"6854112,87";"0";"22";"78";"N";"725";"10863";"619609,34";"6849078,21";"0";"I";"0";"ACCROCHE";"N0010_M1";"1";"N10_TRAPPES";"MIY78.L";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"1992-09-01";"1";"DIRIF"
"Obx54ySqFt_6027";"2019-01-01";"N0010";"15320";"22";"78";"N";"725";"10863";"619609,34";"6849078,21";"0";"37";"78";"N";"620";"26183";"613837,95";"6836213,02";"0";"I";"0";"ACCROCHE";"N0010_M2";"1";"N10_LE PERRAY";"MIY78.M";"2";"QT, TT, VT, LC, VC";"1995-10-01";"1";"DIRIF"
"Obx54ySqFt_6028";"2019-01-01";"N0010";"11785";"37";"78";"N";"620";"26183";"613837,95";"6836213,02";"0";"49";"78";"N";"408";"37968";"613243,76";"6824646,63";"0";"I";"0";"ACCROCHE";"N0010_M3";"1";"N10_SONCHAMPS";"MIY78.R";"2";"QT, TT, VT, LC, VC";"2013-02-11";"0";"DIRIF"
"Obx54ySqFt_6029";"2019-01-01";"N0010";"31909";"34";"28";"N";"0";"37968";"584869,95";"6808582,72";"0";"65";"28";"N";"936";"69877";"575735,76";"6778609,38";"0";"I";"0";"ACCROCHE";"N0010_M5";"1";"N10_LA BOURDINIERE";"MDE28.B";"2";"QT, TT, VT, LC, VC";"2016-12-01";"1";"DIRNO"
"Obx54ySqFt_6030";"2019-01-01";"N0010";"22406";"70";"28";"N";"237";"77669";"575551,6";"6774583,46";"0";"10";"41";"N";"266";"100075";"564063,64";"6756196,83";"0";"I";"0";"ACCROCHE";"N0010_M7";"1";"N10_ST HILAIRE";"MDL41.I";"2";"QT, TT, VT, LC, VC";"2016-12-01";"1";"DIRNO"
"Obx54ySqFt_6031";"2019-01-01";"N0010";"16841";"10";"41";"N";"266";"100075";"564063,64";"6756196,83";"0";"26";"41";"N";"298";"116916";"555774,59";"6744053,02";"0";"I";"0";"ACCROCHE";"N0010_M8";"1";"N10_NIOCHES";"MDL41.Y";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2012-11-01";"0";"DIRNO"
"Obx54ySqFt_6032";"2019-01-01";"N0010";"22936";"26";"41";"N";"298";"116916";"555774,59";"6744053,02";"0";"3";"37";"N";"0";"139852";"543766,15";"6724792,25";"0";"I";"0";"ACCROCHE";"N0010_M9";"1";"N10_FAUCHERIE";"MDL41.A";"2";"QT, TT, VT, LC, VC";"1991-11-28";"1";"DIRNO"
"Obx54ySqFt_6033";"2019-01-01";"N0010";"9245";"3";"37";"N";"0";"139852";"543766,15";"6724792,25";"0";"11";"37";"N";"1245";"149097";"548376,76";"6717513,69";"0";"I";"0";"ACCROCHE";"N0010_M10";"1";"N10_AUTRECHE";"Mdn37.x";"2";"QT, TT, VT, LC, VC";"2016-12-01";"0";"DIRNO"
"Obx54ySqFt_6034";"2019-01-01";"N0010";"2513";"60";"86";"N";"0";"149097";"493043,73";"6608798,79";"0";"62";"86";"N";"450";"151610";"491741,39";"6606763,05";"0";"I";"0";"ACCROCHE";"N0010_M12";"1";"CROUTELLE";"MBV86.E";"2";"QT, TT, VT, LC, VC";"2010-01-01";"1";"DIRA"
"Obx54ySqFt_6035";"2019-01-01";"N0010";"12122";"62";"86";"N";"450";"151610";"491741,39";"6606763,05";"0";"74";"86";"N";"535";"163732";"489137,48";"6595160,24";"0";"I";"0";"ACCROCHE";"N0010_M13";"1";"RUFFIGNY";"MBV86.Q";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
"Obx54ySqFt_6036";"2019-01-01";"N0010";"37764";"74";"86";"N";"535";"163732";"489137,48";"6595160,24";"0";"5";"79";"N";"260";"201496";"482867,4";"6559989,1";"0";"I";"0";"ACCROCHE";"N0010_M14";"1";"CHAUNAY(METEO)";"MBV86.P";"2";"QT, TT, VT, LC, VC";"2010-01-01";"0";"DIRA"
"Obx54ySqFt_6037";"2019-01-01";"N0010";"44965";"5";"79";"N";"260";"201496";"482867,4";"6559989,1";"0";"43";"16";"N";"0";"246461";"480946,72";"6517034,83";"0";"I";"0";"ACCROCHE";"N0010_M15";"1";"AUSSAC";"MBC16.I";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
"Obx54ySqFt_6038";"2019-01-01";"N0010";"17512";"43";"16";"N";"0";"246461";"480946,72";"6517034,83";"0";"59";"16";"N";"930";"263973";"471479,32";"6503962,28";"0";"I";"0";"ACCROCHE";"N0010_M16";"1";"EPINEUIL";"MBC16.F";"2";"QT, TT, VT, LC, VC";"2011-01-01";"1";"DIRA"
"Obx54ySqFt_6039";"2019-01-01";"N0010";"58684";"59";"16";"N";"930";"263973";"471479,32";"6503962,28";"0";"17";"17";"N";"215";"322657";"439410,97";"6459534,6";"0";"I";"0";"ACCROCHE";"N0010_M17";"1";"REIGNAC";"MBC16.L";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
