"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"CodeMacroSection";"MacroSectionEquipee";"NomStationRef";"CodeSiredoStationRef";"TypeStationRef";"TypeStationRef_lib";"DateStationRef";"IndiceNational";"sectionnement_gestionnaire"
"Obx54ySqFt_6314";"2019-01-01";"N0124";"25502";"13";"32";"N";"143";"26017";"544390,9";"6280434,79";"0";"38";"32";"N";"970";"51519";"521017,9";"6286588,09";"0";"I";"0";"ACCROCHE";"N0124_M5";"1";"ISLE_JOURDAIN";"MBS32.A";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2014-01-01";"1";"DIRSO"
"Obx54ySqFt_6315";"2019-01-01";"N0124";"12480";"38";"32";"N";"970";"51519";"521017,9";"6286588,09";"0";"51";"32";"N";"490";"63999";"509471,77";"6287436,99";"0";"I";"0";"ACCROCHE";"N0124_M6";"1";"AUBIET";"MBS32.K";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRSO"
"Obx54ySqFt_6316";"2019-01-01";"N0124";"3766";"51";"32";"N";"490";"63999";"509471,77";"6287436,99";"0";"56";"32";"N";"100";"67765";"506058,66";"6287769,64";"0";"I";"0";"ACCROCHE";"N0124_M7";"1";"ENGACHIES";"MBS32.I";"3";"QT, TT, VT, LC, VC, KC";"2015-01-01";"1";"DIRSO"
"Obx54ySqFt_6317";"2019-01-01";"N0124";"46118";"56";"32";"N";"100";"67765";"506058,66";"6287769,64";"0";"103";"32";"N";"378";"113883";"466696,91";"6303565,5";"0";"I";"0";"ACCROCHE";"N0124_M8";"1";"DURAN";"MBS32.J";"2";"QT, TT, VT, LC, VC";"2016-01-01";"1";"DIRSO"
"Obx54ySqFt_6318";"2019-01-01";"N0125";"15616";"3";"31";"N";"0";"0";"503779,22";"6220834,41";"0";"18";"31";"N";"1625";"15616";"507894,16";"6207242,11";"0";"I";"0";"ACCROCHE";"N0125_M1";"1";"LABROQUERE";"MBH31.I";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRSO"
"Obx54ySqFt_6319";"2019-01-01";"N0125";"16152";"18";"31";"N";"1625";"15616";"507894,16";"6207242,11";"0";"34";"31";"N";"110";"31768";"514766,32";"6197056,11";"0";"I";"0";"ACCROCHE";"N0125_M2";"1";"FOS";"MBH31.O";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2013-01-01";"0";"DIRSO"
"Obx54ySqFt_6320";"2019-01-01";"N0126";"34367";"5";"81";"N";"0";"0";"594334,06";"6282290,94";"0";"41";"81";"N";"80";"34367";"626791,38";"6273567,95";"0";"I";"0";"ACCROCHE";"N0126_M1";"1";"RN126_DEV_PUYL";"MBT81.C";"2";"QT, TT, VT, LC, VC";"2006-01-01";"0";"DIRSO"
"Obx54ySqFt_6321";"2019-01-01";"N0126";"6870";"41";"81";"N";"80";"34367";"626791,38";"6273567,95";"0";"48";"81";"N";"770";"41237";"632649,07";"6276554,12";"0";"I";"0";"ACCROCHE";"N0126_M2";"1";"DEV_SOUAL";"MBT81.K";"1";"QT, TT";"2016-01-01";"0";"DIRSO"
"Obx54ySqFt_6322";"2019-01-01";"N0126";"4312";"48";"81";"N";"770";"41237";"632649,07";"6276554,12";"0";"53";"81";"N";"69";"45549";"636821,06";"6277439,03";"0";"I";"0";"ACCROCHE";"N0126_M3";"1";"CASTRES";"MBT81.L";"1";"QT, TT";"2017-01-01";"0";"DIRSO"
"Obx54ySqFt_6323";"2019-01-01";"N0129";"708";"0";"84";"N";"0";"0";"853745,94";"6311974,96";"0";"0";"84";"N";"708";"708";"853953,17";"6312212,36";"0";"I";"0";"ACCROCHE";"N0129_M1";"1";"CAUMONT_N129";"MMW84.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED"
"Obx54ySqFt_6324";"2019-01-01";"N0134";"28959";"39";"64";"N";"0";"0";"424893,42";"6248026,53";"0";"68";"64";"N";"0";"28959";"406923,21";"6239340,73";"0";"I";"0";"ACCROCHE";"N0134_M1";"1";"OLORON";"MBP64.N";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRA"
"Obx54ySqFt_6325";"2019-01-01";"N0134";"27891";"68";"64";"N";"0";"28959";"406923,21";"6239340,73";"0";"95";"64";"N";"772";"56850";"405375,82";"6214577,36";"0";"I";"0";"ACCROCHE";"N0134_M2";"1";"ASASP";"MBP64.C";"3";"QT, TT, VT, LC, VC, KC";"2014-01-01";"1";"DIRA"
"Obx54ySqFt_6326";"2019-01-01";"N0134";"20121";"95";"64";"N";"772";"56850";"405375,82";"6214577,36";"0";"116";"64";"N";"0";"76971";"408824,3";"6197900,39";"0";"I";"0";"ACCROCHE";"N0134_M3";"1";"ESTANGUET";"MBP64.L";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
"Obx54ySqFt_6327";"2019-01-01";"N0134";"7197";"116";"64";"N";"0";"76971";"408824,3";"6197900,39";"0";"123";"64";"N";"235";"84168";"411332,71";"6194916,3";"0";"I";"0";"ACCROCHE";"N0134_M4";"1";"LES FORGES D'ABEL (DEPORT)";"MBP64.R";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRA"
"Obx54ySqFt_6328";"2019-01-01";"N0135";"9598";"6";"55";"N";"0";"482";"863691,1";"6850430,04";"0";"15";"55";"N";"130";"10080";"870353,29";"6845296,41";"0";"I";"0";"ACCROCHE";"N0135_M1";"1";"N135_TANNOIS";"MZS55.C";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE"
"Obx54ySqFt_6329";"2019-01-01";"N0137";"6333";"112";"17";"N";"0";"1237";"382806,22";"6566149,12";"0";"118";"17";"N";"137";"7570";"382214,95";"6571851,52";"0";"I";"0";"ACCROCHE";"N0137_M2";"1";"PERIGNY";"MBM17.P";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
"Obx54ySqFt_6330";"2019-01-01";"N0137";"15487";"29";"44";"N";"682";"9622";"352583,75";"6696482,24";"0";"45";"44";"N";"174";"25109";"349910,11";"6710394,71";"0";"I";"0";"ACCROCHE";"N0137_M5";"1";"N137_ORVAULT_M";"MWL44.C";"3";"QT, TT, VT, LC, VC, KC";"2019-07-01";"1";"DIRO"
"Obx54ySqFt_6331";"2019-01-01";"N0137";"15941";"45";"44";"N";"174";"25109";"349910,11";"6710394,71";"0";"61";"44";"N";"120";"41050";"351516,73";"6726076,95";"0";"I";"0";"ACCROCHE";"N0137_M6";"1";"LA CHEVALLERAIS";"MWL44.S";"2";"QT, TT, VT, LC, VC";"2017-06-01";"0";"DIRO"
"Obx54ySqFt_6332";"2019-01-01";"N0137";"3997";"61";"44";"N";"120";"41050";"351516,73";"6726076,95";"0";"65";"44";"N";"105";"45047";"352183,37";"6729935,4";"0";"I";"0";"ACCROCHE";"N0137_M7";"1";"N137_NOZAY";"MWL44.F";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRO"
"Obx54ySqFt_6333";"2019-01-01";"N0137";"16270";"65";"44";"N";"105";"45047";"352183,37";"6729935,4";"0";"0";"35";"N";"0";"61317";"347387,05";"6744850,91";"0";"I";"0";"ACCROCHE";"N0137_M8";"1";"N137_DERVAL";"MWL44.D";"2";"QT, TT, VT, LC, VC";"2020-06-01";"1";"DIRO"
"Obx54ySqFt_6334";"2019-01-01";"N0137";"16383";"0";"35";"N";"0";"61317";"347387,05";"6744850,91";"0";"16";"35";"N";"636";"77700";"349089,33";"6760465,91";"0";"I";"0";"ACCROCHE";"N0137_M9";"1";"N137_BAINSOL";"MWI35.A";"2";"QT, TT, VT, LC, VC";"2017-05-01";"1";"DIRO"
"Obx54ySqFt_6335";"2019-01-01";"N0137";"14378";"16";"35";"N";"636";"77700";"349089,33";"6760465,91";"0";"31";"35";"N";"355";"92078";"349953,9";"6774190,11";"0";"I";"0";"ACCROCHE";"N0137_M10";"1";"N137_BOURG DES COMPTES";"MWK35.H";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRO"
"Obx54ySqFt_6336";"2019-01-01";"N0137";"7394";"31";"35";"N";"355";"92078";"349953,9";"6774190,11";"0";"38";"35";"N";"750";"99472";"350999,25";"6781458,95";"0";"I";"0";"ACCROCHE";"N0137_M11";"1";"N137_EX.OC LES TREMBLAIS";"MWJ35.U";"2";"QT, TT, VT, LC, VC";"2005-01-01";"0";"DIRO"
"Obx54ySqFt_6337";"2019-01-01";"N0137";"4658";"38";"35";"N";"750";"99472";"350999,25";"6781458,95";"0";"43";"35";"N";"408";"104130";"352093,41";"6785955,8";"0";"I";"0";"ACCROCHE";"N0137_M12";"1";"N137_OC.06 LE HILL";"MWJ35.A";"2";"QT, TT, VT, LC, VC";"2004-01-01";"0";"DIRO"
"Obx54ySqFt_6338";"2019-01-01";"N0141";"19561";"43";"87";"N";"0";"0";"557210,88";"6529720,86";"0";"62";"87";"N";"660";"19561";"539669,12";"6536072";"0";"I";"0";"ACCROCHE";"N0141_M1";"1";"LA PACAILLE";"MBW87.B";"2";"QT, TT, VT, LC, VC";"2012-01-01";"1";"DIRCO"
"Obx54ySqFt_6339";"2019-01-01";"N0141";"9230";"62";"87";"N";"660";"19561";"539669,12";"6536072";"0";"0";"16";"N";"0";"28791";"530916,73";"6534794,73";"0";"I";"0";"ACCROCHE";"N0141_M2";"1";"LE_DEROT";"MBW87.G";"2";"QT, TT, VT, LC, VC";"2019-01-01";"0";"DIRCO"
"Obx54ySqFt_6340";"2019-01-01";"N0141";"11884";"0";"16";"N";"0";"28791";"530916,73";"6534794,73";"0";"12";"16";"N";"0";"40675";"520753,62";"6532884,98";"0";"I";"0";"ACCROCHE";"N0141_M3";"0";"VIADUC CHABANAIS";"";"";"";"";"0";"DIRCO"
"Obx54ySqFt_6341";"2019-01-01";"N0141";"19397";"12";"16";"N";"0";"40675";"520753,62";"6532884,98";"0";"31";"16";"N";"270";"60072";"503576,78";"6528992,82";"0";"I";"0";"ACCROCHE";"N0141_M4";"1";"LA PERUSE";"MBC16.U";"2";"QT, TT, VT, LC, VC";"2013-06-01";"0";"DIRCO"
"mV6FQpa_section1_Obx54ySqFt_6341";"2019-01-01";"N0141";"34";"31";"16";"N";"270";"60072";"503576,78";"6528992,82";"0";"31";"16";"N";"304";"60106";"503551,84";"6529012,19";"0";"I";"0";"ACCROCHE";"N0141_M4";"1";"LA PERUSE";"MBC16.U";"2";"QT, TT, VT, LC, VC";"2013-06-01";"0";"DIRA"
"Obx54ySqFt_6342";"2019-01-01";"N0141";"30578";"31";"16";"N";"304";"60106";"503551,84";"6529012,19";"0";"63";"16";"N";"100";"90684";"479963,35";"6514462,27";"0";"I";"0";"ACCROCHE";"N0141_M5";"1";"RUELLE";"MBC16.C";"2";"QT, TT, VT, LC, VC";"2011-01-01";"1";"DIRA"
"Obx54ySqFt_6343";"2019-01-01";"N0141";"36690";"68";"16";"N";"0";"90906";"476531,75";"6511185,84";"0";"105";"16";"N";"75";"127596";"443822,56";"6514451";"0";"I";"0";"ACCROCHE";"N0141_M7";"1";"BOURRAS";"MBC16.A";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRA"
"Obx54ySqFt_6344";"2019-01-01";"N0141";"28498";"105";"16";"N";"75";"127596";"443822,56";"6514451";"0";"16";"17";"N";"658";"156094";"420140,82";"6522633,94";"0";"I";"0";"ACCROCHE";"N0141_M8";"1";"COGNAC";"MBC16.S";"2";"QT, TT, VT, LC, VC";"2010-01-01";"0";"DIRA"
"Obx54ySqFt_6345";"2019-01-01";"N0145";"27825";"0";"87";"N";"0";"0";"551329,95";"6560265,96";"0";"0";"23";"N";"0";"27825";"575403,58";"6568411,95";"0";"I";"0";"ACCROCHE";"N0145_M1";"1";"BELLEVUE";"MBW87.C";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCO"
"Obx54ySqFt_6346";"2019-01-01";"N0145";"25748";"0";"23";"N";"0";"27825";"575403,58";"6568411,95";"0";"27";"23";"N";"99";"53573";"598653,25";"6569927,63";"0";"I";"0";"ACCROCHE";"N0145_M2";"1";"ST_MAURICE";"MBR23.A";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCO"
"Obx54ySqFt_6347";"2019-01-01";"N0145";"16273";"27";"23";"N";"99";"53573";"598653,25";"6569927,63";"0";"44";"23";"N";"0";"69846";"613370,34";"6565374,01";"0";"I";"0";"ACCROCHE";"N0145_M3";"1";"ST_VAURY";"MBR23.E";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRCO"
"Obx54ySqFt_6348";"2019-01-01";"N0145";"16085";"44";"23";"N";"0";"69846";"613370,34";"6565374,01";"0";"60";"23";"N";"662";"85931";"628447,57";"6567480";"0";"I";"0";"ACCROCHE";"N0145_M4";"1";"LA_RIBIERE";"MBR23.B";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCO"
"Obx54ySqFt_6349";"2019-01-01";"N0145";"30876";"60";"23";"N";"662";"85931";"628447,57";"6567480";"0";"0";"03";"N";"0";"116807";"655202,1";"6577034,84";"0";"I";"0";"ACCROCHE";"N0145_M5";"1";"NOUHANT";"MBR23.D";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCO"
"Obx54ySqFt_6350";"2019-01-01";"N0145";"19190";"0";"03";"N";"0";"116807";"655202,1";"6577034,84";"0";"15";"03";"N";"550";"135997";"670058,7";"6586673,98";"0";"I";"0";"ACCROCHE";"N0145_M6";"0";"DOMERAT";"MYB03.J";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRCO"
"Obx54ySqFt_6351";"2019-01-01";"N0147";"26596";"9";"87";"N";"0";"406";"562380,89";"6535231,04";"0";"36";"87";"N";"0";"27002";"551325,24";"6557593,6";"0";"I";"0";"ACCROCHE";"N0147_M1";"1";"MAISONNEUVE";"MBW87.A";"2";"QT, TT, VT, LC, VC";"2018-12-14";"1";"DIRCO"
"Obx54ySqFt_6352";"2019-01-01";"N0147";"10116";"36";"87";"N";"0";"27002";"551325,24";"6557593,6";"0";"44";"87";"N";"245";"37118";"545025,85";"6560730,72";"0";"I";"0";"ACCROCHE";"N0147_M2";"1";"EPANOURS";"MBW87.J";"3";"QT, TT, VT, LC, VC, KC";"2008-12-01";"0";"DIRCO"
"Obx54ySqFt_6353";"2019-01-01";"N0147";"37234";"44";"87";"N";"245";"37118";"545025,85";"6560730,72";"0";"18";"86";"N";"1000";"74352";"525262,95";"6591625,42";"0";"I";"0";"ACCROCHE";"N0147_M3";"1";"MOULISMES";"MBV86.I";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRCO"
"Obx54ySqFt_6354";"2019-01-01";"N0147";"18795";"18";"86";"N";"1000";"74352";"525262,95";"6591625,42";"0";"37";"86";"N";"770";"93147";"510604,9";"6601216,02";"0";"I";"0";"ACCROCHE";"N0147_M4";"1";"FLEURE";"MBV86.J";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRCO"
"Obx54ySqFt_6355";"2019-01-01";"N0147";"15412";"37";"86";"N";"770";"93147";"510604,9";"6601216,02";"0";"52";"86";"N";"900";"108559";"500762,62";"6611520,53";"0";"I";"0";"ACCROCHE";"N0147_M5";"1";"MIGNALOUX";"MBV86.V";"2";"QT, TT, VT, LC, VC";"2018-12-01";"0";"DIRCO"
"Obx54ySqFt_6356";"2019-01-01";"N0147";"1269";"52";"86";"N";"900";"108559";"500762,62";"6611520,53";"0";"54";"86";"N";"200";"109828";"500418,71";"6612742,26";"0";"I";"0";"ACCROCHE";"N0147_M6";"1";"GENIEC";"MBV86.H";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRCO"
"Obx54ySqFt_6357";"2019-01-01";"N0147";"6460";"54";"86";"N";"200";"109828";"500418,71";"6612742,26";"0";"60";"86";"N";"50";"116288";"497301,12";"6616708,33";"0";"I";"0";"ACCROCHE";"N0147_M7";"1";"BUXEROLLES";"MBV86.W";"2";"QT, TT, VT, LC, VC";"2018-12-01";"0";"DIRCO"
"Obx54ySqFt_6358";"2019-01-01";"N0147";"5238";"60";"86";"N";"50";"116288";"497301,12";"6616708,33";"0";"64";"86";"N";"613";"121526";"492899,45";"6618206,6";"0";"I";"0";"ACCROCHE";"N0147_M8";"1";"MIGNEAUXANCES";"MBV86.S";"2";"QT, TT, VT, LC, VC";"2018-12-01";"0";"DIRCO"
"Obx54ySqFt_6359";"2019-01-01";"N0149";"9769";"0";"86";"N";"0";"0";"492899,45";"6618206,6";"0";"13";"86";"N";"618";"9769";"483614,79";"6620156,83";"0";"I";"0";"ACCROCHE";"N0149_M1";"1";"MOULINET";"MBV86.A";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRCO"
"Obx54ySqFt_6360";"2019-01-01";"N0149";"15639";"13";"86";"N";"618";"9769";"483614,79";"6620156,83";"0";"0";"79";"N";"0";"25408";"468254,1";"6622129,82";"0";"I";"0";"ACCROCHE";"N0149_M2";"1";"AYRON";"MBV86.O";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRCO"
"Obx54ySqFt_6361";"2019-01-01";"N0149";"14200";"0";"79";"N";"0";"25408";"468254,1";"6622129,82";"0";"14";"79";"N";"227";"39608";"454076,51";"6621339,82";"0";"I";"0";"ACCROCHE";"N0149_M3";"1";"LA_CROIX_CHAMBERT";"MBX79.B";"2";"QT, TT, VT, LC, VC";"2018-12-14";"1";"DIRCO"
"Obx54ySqFt_6362";"2019-01-01";"N0149";"33644";"17";"79";"N";"299";"42560";"452466,38";"6623182,48";"0";"49";"79";"N";"700";"76204";"431862,71";"6645186,02";"0";"I";"0";"ACCROCHE";"N0149_M5";"1";"CHICHE";"MBX79.F";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRCO"
"Obx54ySqFt_6363";"2019-01-01";"N0150";"30078";"48";"17";"N";"0";"0";"416086,56";"6520405,06";"0";"77";"17";"N";"275";"30078";"390271,18";"6511660,87";"0";"I";"0";"ACCROCHE";"N0150_M1";"1";"MEDIS";"MBM17.E";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRA"
"Obx54ySqFt_6364";"2019-01-01";"N0151";"25927";"55";"36";"N";"0";"0";"601016,43";"6639951,96";"0";"80";"36";"N";"0";"25927";"622292,27";"6649698,93";"0";"I";"0";"ACCROCHE";"N0151_M1";"1";"LE POUDAULT";"MDI36.D";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2016-01-01";"0";"DIRCO"
"Obx54ySqFt_6365";"2019-01-01";"N0151";"18189";"82";"36";"N";"890";"29135";"624547,82";"6650657,11";"0";"10";"18";"N";"520";"47324";"641327,4";"6654486,12";"0";"I";"0";"ACCROCHE";"N0151_M3";"1";"CIVRAY";"MDC18.L";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-01-01";"1";"DIRCO"
"Obx54ySqFt_6366";"2019-01-01";"N0151";"7585";"14";"18";"N";"500";"51300";"644391,86";"6656342,21";"0";"22";"18";"N";"44";"58885";"650156,66";"6661220,16";"0";"I";"0";"ACCROCHE";"N0151_M5";"1";"LE SUBDRAY";"MDC18.D";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRCO"
"Obx54ySqFt_6367";"2019-01-01";"N0151";"1410";"30";"18";"N";"0";"59421";"657859,22";"6666381,16";"0";"31";"18";"N";"360";"60831";"659244,13";"6666514,12";"0";"I";"0";"ACCROCHE";"N0151_M6";"1";"ST GERMAIN";"MDC18.K";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRCO"
"Obx54ySqFt_6368";"2019-01-01";"N0151";"35611";"31";"18";"N";"360";"60831";"659244,13";"6666514,12";"0";"66";"18";"N";"926";"96442";"694032,69";"6672791,32";"0";"I";"0";"ACCROCHE";"N0151_M7";"1";"BRECY";"MDC18.G";"3";"QT, TT, VT, LC, VC, KC";"2016-01-01";"0";"DIRCO"
"Obx54ySqFt_6369";"2019-01-01";"N0151";"7335";"66";"18";"N";"926";"96442";"694032,69";"6672791,32";"0";"0";"58";"N";"0";"103777";"700760,49";"6675007,26";"0";"I";"0";"ACCROCHE";"N0151_M8";"1";"SANCERGUES";"MDC18.P";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCO"
"Obx54ySqFt_6370";"2019-01-01";"N0151";"36779";"0";"58";"N";"0";"103777";"700760,49";"6675007,26";"0";"35";"58";"N";"950";"140556";"728953,48";"6694911,2";"0";"I";"0";"ACCROCHE";"N0151_M9";"1";"LES_PONTOTS";"MXN58.E";"2";"QT, TT, VT, LC, VC";"1990-07-01";"0";"DIRCE"
"Obx54ySqFt_6371";"2019-01-01";"N0151";"18535";"35";"58";"N";"950";"140556";"728953,48";"6694911,2";"0";"53";"58";"N";"808";"159091";"739698,55";"6708809,69";"0";"I";"0";"ACCROCHE";"N0151_M11";"1";"CLAMECY";"MXN58.I";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRCE"
"Obx54ySqFt_6372";"2019-01-01";"N0151";"37097";"53";"58";"N";"808";"159091";"739698,55";"6708809,69";"0";"32";"89";"N";"800";"196188";"741962,45";"6742291,05";"0";"I";"0";"ACCROCHE";"N0151_M12";"1";"VALLAN";"MXY89.I";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCE"
"Obx54ySqFt_6373";"2019-01-01";"N0154";"34017";"14";"28";"N";"0";"0";"612399,03";"6790334,85";"0";"47";"28";"N";"452";"34017";"590173,21";"6815158,42";"0";"I";"0";"ACCROCHE";"N0154_M1";"1";"N154 _PRUNAY LE GILLON";"MDE28.P";"2";"QT, TT, VT, LC, VC";"2015-10-01";"0";"DIRNO"
"Obx54ySqFt_6374";"2019-01-01";"N0154";"25771";"56";"28";"N";"0";"34017";"586956,13";"6822750,3";"0";"81";"28";"N";"600";"59788";"579912,1";"6847226,66";"0";"I";"0";"ACCROCHE";"N0154_M2";"1";"N154_LE PEAGE";"MDE28.R";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-05-01";"0";"DIRNO"
"Obx54ySqFt_6375";"2019-01-01";"N0154";"26994";"0";"27";"N";"0";"64700";"567330,95";"6854958,31";"0";"27";"27";"N";"769";"91694";"567674,32";"6880388,28";"0";"I";"0";"ACCROCHE";"N0154_M3";"1";"PREY";"MUE27.M";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRNO"
"Obx54ySqFt_6376";"2019-01-01";"N0154";"13789";"33";"27";"N";"0";"97729";"566641,19";"6886196,38";"0";"46";"27";"N";"430";"111518";"566580,43";"6899451,34";"0";"I";"0";"ACCROCHE";"N0154_M5";"1";"HEUDREVILLE";"MUE27.J";"3";"QT, TT, VT, LC, VC, KC";"2011-02-01";"0";"DIRNO"
"Obx54ySqFt_6377";"2019-01-01";"N0157";"28860";"0";"35";"N";"0";"0";"398917,53";"6783652,11";"0";"28";"35";"N";"853";"28860";"371193,91";"6786949,66";"0";"I";"0";"ACCROCHE";"N0157_M1";"1";"N157_VITRE";"MWI35.B";"2";"QT, TT, VT, LC, VC";"2020-06-01";"1";"DIRO"
"Obx54ySqFt_6378";"2019-01-01";"N0157";"12004";"28";"35";"N";"853";"28860";"371193,91";"6786949,66";"0";"41";"35";"N";"809";"40864";"359554,99";"6789220,48";"0";"I";"0";"ACCROCHE";"N0157_M3";"1";"N157_EX_02 BRECE";"MWK35.D";"2";"QT, TT, VT, LC, VC";"2008-01-01";"1";"DIRO"
"Obx54ySqFt_6379";"2019-01-01";"N0158";"22388";"8";"14";"N";"0";"0";"463960,9";"6870226,54";"0";"29";"14";"N";"766";"22388";"459119,34";"6891056,88";"0";"I";"0";"ACCROCHE";"N0158_M1";"1";"POTIGNY";"MRC14.I";"2";"QT, TT, VT, LC, VC";"2015-07-01";"1";"DIRNO"
"Obx54ySqFt_6380";"2019-01-01";"N0158";"7709";"29";"14";"N";"766";"22388";"459119,34";"6891056,88";"0";"37";"14";"N";"500";"30097";"456711,99";"6898338,19";"0";"I";"0";"ACCROCHE";"N0158_M2";"1";"TILLY LA CAMPAGNE";"mrc14.S";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-03-01";"0";"DIRNO"
"Obx54ySqFt_6381";"2019-01-01";"N0159";"3823";"0";"88";"N";"0";"0";"999712,02";"6804026,64";"0";"3";"88";"N";"775";"3823";"1001873,13";"6806952,55";"0";"I";"0";"ACCROCHE";"N0159_M1";"1";"BERTRIMOUTIERS";"MZV88.P";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRE"
"Obx54ySqFt_6382";"2019-01-01";"N0162";"20395";"21";"49";"N";"0";"0";"420539,44";"6732778,03";"0";"7";"53";"N";"800";"20395";"423278,04";"6751994,29";"0";"I";"0";"ACCROCHE";"N0162_M1";"1";"N162_SOLEIL";"MWM49.H";"3";"QT, TT, VT, LC, VC, KC";"1993-12-23";"0";"DIRO"
"Obx54ySqFt_6383";"2019-01-01";"N0162";"19305";"11";"53";"N";"111";"24267";"424118,49";"6754899,27";"0";"29";"53";"N";"680";"43572";"422435,42";"6773204,88";"0";"I";"0";"ACCROCHE";"N0162_M6";"1";"N162_ENTRAMMES";"MWA53.A";"2";"QT, TT, VT, LC, VC";"1990-03-19";"0";"DIRO"
"Obx54ySqFt_6384";"2019-01-01";"N0162";"7982";"29";"53";"N";"680";"43572";"422435,42";"6773204,88";"0";"38";"53";"N";"44";"51554";"422054,34";"6780483,49";"0";"I";"0";"ACCROCHE";"N0162_M7";"1";"N162_LAVAL SUD";"MWA53.H";"2";"QT, TT, VT, LC, VC";"2017-06-01";"0";"DIRO"
"Obx54ySqFt_6385";"2019-01-01";"N0162";"3627";"38";"53";"N";"44";"51554";"422054,34";"6780483,49";"0";"41";"53";"N";"0";"55181";"421107,29";"6783399,35";"0";"I";"0";"ACCROCHE";"N0162_M8";"1";"N162_LAVAL_ROC";"MWA53.B";"2";"QT, TT, VT, LC, VC";"1991-03-13";"0";"DIRO"
"Obx54ySqFt_6386";"2019-01-01";"N0162";"4053";"41";"53";"N";"0";"55181";"421107,29";"6783399,35";"0";"45";"53";"N";"110";"59234";"422909,49";"6786592,7";"0";"I";"0";"ACCROCHE";"N0162_M9";"1";"N162_LAVAL NORD";"MWA53.I";"2";"QT, TT, VT, LC, VC";"2017-06-01";"0";"DIRO"
"Obx54ySqFt_6387";"2019-01-01";"N0162";"20664";"45";"53";"N";"110";"59234";"422909,49";"6786592,7";"0";"65";"53";"N";"801";"79898";"431965,77";"6804288,33";"0";"I";"0";"ACCROCHE";"N0162_M10";"1";"N162_BERRY_M";"MWA53.C";"3";"QT, TT, VT, LC, VC, KC";"2017-06-01";"0";"DIRO"
"Obx54ySqFt_6388";"2019-01-01";"N0164";"13703";"0";"35";"N";"0";"0";"323811,13";"6801843,73";"0";"0";"22";"N";"0";"13703";"312337,73";"6801231,75";"0";"I";"0";"ACCROCHE";"N0164_M1";"1";"N164_ST MEENSOL";"MWK35.G";"2";"QT, TT, VT, LC, VC";"2012-11-01";"0";"DIRO"
"Obx54ySqFt_6389";"2019-01-01";"N0164";"47355";"0";"22";"N";"0";"13703";"312337,73";"6801231,75";"0";"47";"22";"N";"400";"61058";"268541,25";"6802690,57";"0";"I";"0";"ACCROCHE";"N0164_M2";"1";"N164_PLEMET";"MWC22.M";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2019-07-01";"0";"DIRO"
